S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
1163,RIVERWALK APARTMENTS,UPPER CIRCULAR ROAD,Apartment,1,RCR,99 yrs lease commencing from 1980,Resale,1,1780000,-,1259,Strata,06 to 10,1413,May-21
1164,BLUE HORIZON,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2000,Resale,1,1298000,-,1163,Strata,06 to 10,1117,May-21
1165,THE OCEANFRONT @ SENTOSA COVE,OCEAN DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2005,Resale,1,2700000,-,1755,Strata,01 to 05,1539,May-21
1166,HERITAGE VIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1996,Resale,1,1418000,-,1206,Strata,01 to 05,1176,May-21
1167,CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 2007,Resale,1,2250000,-,990,Strata,01 to 05,2272,May-21
1168,WESTCOVE CONDOMINIUM,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 1995,Resale,1,971600,-,1302,Strata,01 to 05,746,May-21
1169,MARINA ONE RESIDENCES,MARINA WAY,Apartment,1,CCR,99 yrs lease commencing from 2011,Resale,1,4283433,-,1582,Strata,21 to 25,2707,May-21
1170,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,Resale,1,678000,-,463,Strata,06 to 10,1465,May-21
1171,76 SHENTON,SHENTON WAY,Apartment,2,CCR,99 yrs lease commencing from 2007,Resale,1,1080000,-,592,Strata,11 to 15,1824,May-21
1172,ROBINSON SUITES,ROBINSON ROAD,Apartment,1,CCR,Freehold,Resale,1,1215000,-,495,Strata,31 to 35,2454,May-21
1173,THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,Apartment,5,RCR,99 yrs lease commencing from 2005,Resale,1,1455000,-,1281,Strata,06 to 10,1136,May-21
1174,LUMIERE,MISTRI ROAD,Apartment,2,CCR,99 yrs lease commencing from 2006,Resale,1,1060000,-,624,Strata,26 to 30,1698,May-21
1175,WHITEHAVEN,PASIR PANJANG ROAD,Apartment,5,RCR,Freehold,Resale,1,1660000,-,1152,Strata,01 to 05,1441,May-21
1176,LUMIERE,MISTRI ROAD,Apartment,2,CCR,99 yrs lease commencing from 2006,Resale,1,1707840,-,980,Strata,41 to 45,1744,May-21
1177,THE VISION,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2008,Resale,1,1305000,-,904,Strata,26 to 30,1443,May-21
1178,TURQUOISE,COVE DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2007,Resale,1,2741000,-,2088,Strata,01 to 05,1313,May-21
1179,THE MAYLEA,PASIR PANJANG ROAD,Condominium,5,RCR,Freehold,Resale,1,1730000,-,1259,Strata,01 to 05,1374,May-21
1180,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,2628000,-,1733,Strata,21 to 25,1516,May-21
1181,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,1770000,-,1227,Strata,01 to 05,1442,May-21
1182,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,Resale,1,958000,-,710,Strata,11 to 15,1348,May-21
1183,THE MAYLEA,PASIR PANJANG ROAD,Condominium,5,RCR,Freehold,Resale,1,1770000,-,1206,Strata,01 to 05,1468,May-21
1184,TURQUOISE,COVE DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2007,Resale,1,4702500,-,3735,Strata,06 to 10,1259,May-21
1185,SEASCAPE,COVE WAY,Condominium,4,CCR,99 yrs lease commencing from 2007,Resale,1,4500000,-,2174,Strata,06 to 10,2070,May-21
1186,WESTCOVE CONDOMINIUM,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 1995,Resale,1,930000,-,1119,Strata,01 to 05,831,May-21
1187,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,1680000,-,1001,Strata,11 to 15,1678,May-21
1188,TURQUOISE,COVE DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2007,Resale,1,3207910,-,2088,Strata,01 to 05,1536,May-21
1189,TURQUOISE,COVE DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2007,Resale,1,3178150,-,2088,Strata,01 to 05,1522,May-21
1190,THE INTERLACE,DEPOT ROAD,Condominium,4,RCR,99 yrs lease commencing from 2009,Resale,1,1410000,-,1044,Strata,11 to 15,1350,May-21
1191,DOVER PARKVIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1993,Resale,1,1550000,-,1249,Strata,01 to 05,1241,May-21
1192,ROBINSON SUITES,ROBINSON ROAD,Apartment,1,CCR,Freehold,Resale,1,1200000,-,484,Strata,16 to 20,2477,May-21
1193,THE SAIL @ MARINA BAY,MARINA BOULEVARD,Apartment,1,CCR,99 yrs lease commencing from 2002,Resale,1,1400000,-,689,Strata,21 to 25,2032,May-21
1194,SPOTTISWOODE 18,SPOTTISWOODE PARK ROAD,Apartment,2,RCR,Freehold,Resale,1,1345000,-,657,Strata,26 to 30,2048,May-21
1195,INTERNATIONAL PLAZA,ANSON ROAD,Apartment,2,CCR,99 yrs lease commencing from 1970,Resale,1,1200000,-,1033,Strata,36 to 40,1161,May-21
1196,CENTRAL GREEN CONDOMINIUM,JALAN MEMBINA,Condominium,3,RCR,99 yrs lease commencing from 1992,Resale,1,1890000,-,1292,Strata,16 to 20,1463,May-21
1197,THE OCEANFRONT @ SENTOSA COVE,OCEAN DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2005,Resale,1,2568000,-,1711,Strata,01 to 05,1500,May-21
1198,ASCENTIA SKY,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2008,Resale,1,2450000,-,1819,Strata,11 to 15,1347,May-21
1199,THE INTERLACE,DEPOT ROAD,Condominium,4,RCR,99 yrs lease commencing from 2009,Resale,1,2420000,-,2121,Strata,01 to 05,1141,May-21
1200,DORSETT RESIDENCES,NEW BRIDGE ROAD,Apartment,2,RCR,99 yrs lease commencing from 2009,Resale,1,970000,-,484,Strata,01 to 05,2003,May-21
1201,WALLICH RESIDENCE,WALLICH STREET,Apartment,2,CCR,99 yrs lease commencing from 2011,Resale,1,7924000,-,1981,Strata,61 to 65,4001,May-21
1202,RESIDENTIAL APARTMENTS,OUTRAM ROAD,Apartment,3,RCR,Freehold,Resale,1,1125000,-,753,Strata,01 to 05,1493,May-21
1203,ALEX RESIDENCES,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2013,Resale,1,1700000,-,926,Strata,11 to 15,1836,May-21
1204,COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,Resale,1,853000,-,441,Strata,16 to 20,1933,May-21
1205,LE HILL CONDOMINIUM,PASIR PANJANG HILL,Condominium,5,RCR,Freehold,Resale,1,1730000,-,1442,Strata,01 to 05,1199,May-21
1206,THE METROPOLITAN CONDOMINIUM,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2006,Resale,1,2270000,-,1421,Strata,21 to 25,1598,May-21
1207,WEST BAY CONDOMINIUM,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 1991,Resale,1,808000,-,893,Strata,01 to 05,904,May-21
1208,LUMIERE,MISTRI ROAD,Apartment,2,CCR,99 yrs lease commencing from 2006,Resale,1,1216380,-,635,Strata,41 to 45,1915,May-21
1209,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 1999,Resale,1,2200000,-,1356,Strata,06 to 10,1622,May-21
1210,LUMIERE,MISTRI ROAD,Apartment,2,CCR,99 yrs lease commencing from 2006,Resale,1,1150000,-,624,Strata,36 to 40,1842,May-21
1211,ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,Apartment,5,RCR,99 yrs lease commencing from 2005,Resale,1,1650000,-,1109,Strata,06 to 10,1488,May-21
1212,ENG HOON MANSIONS,ENG HOON STREET,Apartment,3,RCR,Freehold,Resale,1,2030000,-,1593,Strata,01 to 05,1274,May-21
1213,WALLICH RESIDENCE,WALLICH STREET,Apartment,2,CCR,99 yrs lease commencing from 2011,Resale,1,5168000,-,1711,Strata,41 to 45,3020,May-21
1214,ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,Apartment,5,RCR,99 yrs lease commencing from 2005,Resale,1,860000,-,592,Strata,06 to 10,1453,May-21
1215,MARINA ONE RESIDENCES,MARINA WAY,Apartment,1,CCR,99 yrs lease commencing from 2011,Resale,1,3877427,-,1593,Strata,11 to 15,2434,May-21
1216,LANDRIDGE CONDOMINIUM,PASIR PANJANG ROAD,Condominium,5,RCR,Freehold,Resale,1,2170000,-,1647,Strata,01 to 05,1318,May-21
1217,THE BERTH BY THE COVE,OCEAN DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2004,Resale,1,3400000,-,3089,Strata,06 to 10,1101,May-21
1218,SPOTTISWOODE PARK,SPOTTISWOODE PARK ROAD,Apartment,2,RCR,99 yrs lease commencing from 1973,Resale,1,858000,-,850,Strata,11 to 15,1009,May-21
1219,THE COAST AT SENTOSA COVE,OCEAN DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2006,Resale,1,3130000,-,2024,Strata,01 to 05,1547,May-21
1220,TURQUOISE,COVE DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2007,Resale,1,4080000,-,2583,Strata,01 to 05,1579,May-21
1221,HERITAGE VIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1996,Resale,1,1200000,-,969,Strata,01 to 05,1239,May-21
1222,VILLAGE @ PASIR PANJANG,PASIR PANJANG ROAD,Condominium,5,RCR,Freehold,Resale,1,1450000,-,1076,Strata,01 to 05,1347,May-21
1223,THE OCEANFRONT @ SENTOSA COVE,OCEAN DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2005,Resale,1,2100000,-,1787,Strata,01 to 05,1175,May-21
1224,ASCENTIA SKY,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2008,Resale,1,1600000,-,1012,Strata,26 to 30,1581,May-21
1225,THE CASSANDRA,PASIR PANJANG ROAD,Apartment,5,RCR,Freehold,Resale,1,1700000,-,1453,Strata,01 to 05,1170,May-21
1226,SPOTTISWOODE SUITES,SPOTTISWOODE PARK ROAD,Apartment,2,RCR,Freehold,Resale,1,1500000,-,743,Strata,16 to 20,2020,May-21
1227,WATERFRONT @ FABER,FABER WALK,Apartment,5,OCR,99 yrs lease commencing from 2013,Resale,1,1490000,-,1066,Strata,01 to 05,1398,May-21
1228,LUMIERE,MISTRI ROAD,Apartment,2,CCR,99 yrs lease commencing from 2006,Resale,1,1140000,-,635,Strata,36 to 40,1795,May-21
1229,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,Resale,1,1350000,-,990,Strata,21 to 25,1363,May-21
1230,THE ANCHORAGE,ALEXANDRA ROAD,Condominium,3,RCR,Freehold,Resale,1,2450000,-,1755,Strata,01 to 05,1396,May-21
1231,HUNDRED TREES,WEST COAST DRIVE,Condominium,5,OCR,956 yrs lease commencing from 1928,Resale,1,1290000,-,915,Strata,11 to 15,1410,May-21
1232,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 1999,Resale,1,3500000,-,2099,Strata,01 to 05,1667,May-21
1233,COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,Resale,1,865000,-,463,Strata,21 to 25,1869,May-21
1234,THE INTERLACE,DEPOT ROAD,Condominium,4,RCR,99 yrs lease commencing from 2009,Resale,1,3400000,-,4413,Strata,11 to 15,770,May-21
1235,CLEMENTIWOODS CONDOMINIUM,WEST COAST ROAD,Condominium,5,OCR,99 yrs lease commencing from 2006,Resale,1,2380000,-,2486,Strata,01 to 05,957,May-21
1236,THE PARC CONDOMINIUM,WEST COAST WALK,Condominium,5,OCR,Freehold,Resale,1,1500000,-,980,Strata,16 to 20,1531,May-21
1237,BLUE HORIZON,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2000,Resale,1,1458888,-,1216,Strata,21 to 25,1199,May-21
1238,THE INTERLACE,DEPOT ROAD,Condominium,4,RCR,99 yrs lease commencing from 2009,Resale,1,2900000,-,2045,Strata,11 to 15,1418,May-21
1239,ALEXIS,ALEXANDRA ROAD,Apartment,3,RCR,Freehold,Resale,1,745000,-,409,Strata,01 to 05,1821,May-21
1240,LUMIERE,MISTRI ROAD,Apartment,2,CCR,99 yrs lease commencing from 2006,Resale,1,1125000,-,678,Strata,26 to 30,1659,May-21
1241,ENG HOON MANSIONS,ENG HOON STREET,Apartment,3,RCR,Freehold,Resale,1,2000000,-,1593,Strata,01 to 05,1255,May-21
1242,ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,Apartment,5,RCR,99 yrs lease commencing from 2005,Resale,1,1480000,-,1001,Strata,06 to 10,1478,May-21
1243,THE COAST AT SENTOSA COVE,OCEAN DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2006,Resale,1,3450000,-,2024,Strata,06 to 10,1705,May-21
1244,THE VISION,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2008,Resale,1,1230000,-,904,Strata,11 to 15,1360,May-21
1245,SEASCAPE,COVE WAY,Condominium,4,CCR,99 yrs lease commencing from 2007,Resale,1,6311200,-,2971,Strata,01 to 05,2124,May-21
1246,THE GRANDHILL,PASIR PANJANG HILL,Condominium,5,RCR,Freehold,Resale,1,2220000,-,1841,Strata,01 to 05,1206,May-21
1247,THE PEARL @ MOUNT FABER,MOUNT FABER ROAD,Condominium,4,RCR,99 yrs lease commencing from 2002,Resale,1,1795000,-,1389,Strata,06 to 10,1293,May-21
1248,VARSITY PARK CONDOMINIUM,WEST COAST ROAD,Condominium,5,OCR,99 yrs lease commencing from 2004,Resale,1,1680000,-,1636,Strata,01 to 05,1027,May-21
1249,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 1999,Resale,1,1480000,-,893,Strata,01 to 05,1657,May-21
1250,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,2955000,-,1711,Strata,01 to 05,1727,May-21
1251,PALM GREEN,PASIR PANJANG ROAD,Apartment,5,RCR,Freehold,Resale,1,1580000,-,1302,Strata,01 to 05,1213,May-21
1252,THE BEACON,CANTONMENT ROAD,Apartment,2,RCR,99 yrs lease commencing from 2004,Resale,1,1572888,-,1109,Strata,11 to 15,1419,May-21
1253,LUMIERE,MISTRI ROAD,Apartment,2,CCR,99 yrs lease commencing from 2006,Resale,1,1235700,-,678,Strata,36 to 40,1822,May-21
1254,THE SAIL @ MARINA BAY,MARINA BOULEVARD,Apartment,1,CCR,99 yrs lease commencing from 2002,Resale,1,2600000,-,936,Strata,36 to 40,2776,May-21
1255,CARABELLE,WEST COAST WAY,Condominium,5,OCR,956 yrs lease commencing from 1928,Resale,1,1480000,-,1130,Strata,01 to 05,1309,May-21
1256,THE REGENCY AT TIONG BAHRU,CHAY YAN STREET,Condominium,3,RCR,Freehold,Resale,1,2500000,-,1270,Strata,31 to 35,1968,May-21
1257,COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,Resale,1,1735800,-,904,Strata,21 to 25,1920,May-21
1258,THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,3088000,-,1625,Strata,16 to 20,1900,May-21
1259,VARSITY PARK CONDOMINIUM,WEST COAST ROAD,Condominium,5,OCR,99 yrs lease commencing from 2004,Resale,1,2025000,-,1991,Strata,01 to 05,1017,May-21
1260,ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,Apartment,5,RCR,99 yrs lease commencing from 2005,Resale,1,1460000,-,1012,Strata,11 to 15,1443,May-21
1261,PASIR PANJANG COURT,PASIR PANJANG CLOSE,Apartment,5,RCR,Freehold,Resale,1,1538000,-,1335,Strata,01 to 05,1152,May-21
1262,ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,Apartment,5,RCR,99 yrs lease commencing from 2005,Resale,1,2058000,-,1432,Strata,06 to 10,1438,May-21
1263,LUMIERE,MISTRI ROAD,Apartment,2,CCR,99 yrs lease commencing from 2006,Resale,1,1213200,-,646,Strata,36 to 40,1878,May-21
1264,ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,Apartment,5,RCR,99 yrs lease commencing from 2005,Resale,1,1450000,-,980,Strata,06 to 10,1480,May-21
1265,WESTCOVE CONDOMINIUM,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 1995,Resale,1,1350000,-,1518,Strata,01 to 05,889,May-21
1266,CLEMENTIWOODS CONDOMINIUM,WEST COAST ROAD,Condominium,5,OCR,99 yrs lease commencing from 2006,Resale,1,1250000,-,1055,Strata,01 to 05,1185,May-21
1267,THE INTERLACE,DEPOT ROAD,Condominium,4,RCR,99 yrs lease commencing from 2009,Resale,1,2850000,-,2056,Strata,16 to 20,1386,May-21
1268,HERITAGE VIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1996,Resale,1,1200000,-,969,Strata,01 to 05,1239,May-21
1269,EMERALD PARK,INDUS ROAD,Condominium,3,RCR,99 yrs lease commencing from 1991,Resale,1,1180000,-,1001,Strata,01 to 05,1179,May-21
1270,CLEMENTIWOODS CONDOMINIUM,WEST COAST ROAD,Condominium,5,OCR,99 yrs lease commencing from 2006,Resale,1,1360000,-,1302,Strata,01 to 05,1044,May-21
1271,THE COAST AT SENTOSA COVE,OCEAN DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2006,Resale,1,4315000,-,2896,Strata,01 to 05,1490,May-21
1272,COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,Resale,1,1318888,-,689,Strata,36 to 40,1914,May-21
1273,THE PARC CONDOMINIUM,WEST COAST WALK,Condominium,5,OCR,Freehold,Resale,1,1600000,-,1216,Strata,16 to 20,1315,May-21
1274,ECHELON,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,1900000,-,1001,Strata,31 to 35,1898,May-21
1275,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 1999,Resale,1,1390000,-,893,Strata,01 to 05,1556,May-21
1276,BLUE HORIZON,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2000,Resale,1,1420000,-,1227,Strata,21 to 25,1157,May-21
1277,THE SAIL @ MARINA BAY,MARINA BOULEVARD,Apartment,1,CCR,99 yrs lease commencing from 2002,Resale,1,2160000,-,1184,Strata,16 to 20,1824,Apr-21
1278,THE VISION,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2008,Resale,1,1240000,-,904,Strata,11 to 15,1371,Apr-21
1279,V ON SHENTON,SHENTON WAY,Apartment,1,CCR,99 yrs lease commencing from 2011,Resale,1,1900000,-,1055,Strata,16 to 20,1801,Apr-21
1280,ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,Apartment,5,RCR,99 yrs lease commencing from 2005,Resale,1,860000,-,592,Strata,06 to 10,1453,Apr-21
1281,PEOPLE'S PARK COMPLEX,PARK ROAD,Apartment,1,RCR,99 yrs lease commencing from 1968,Resale,1,1050000,-,1173,Strata,31 to 35,895,Apr-21
1282,ICON,GOPENG STREET,Apartment,2,CCR,99 yrs lease commencing from 2002,Resale,1,1750000,-,1066,Strata,36 to 40,1642,Apr-21
1283,ECHELON,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,1420000,-,732,Strata,31 to 35,1940,Apr-21
1284,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,1830000,-,1130,Strata,01 to 05,1619,Apr-21
1285,THE FORESTA @ MOUNT FABER,WISHART ROAD,Condominium,4,RCR,Freehold,Resale,1,850000,-,431,Strata,01 to 05,1974,Apr-21
1286,THE FORESTA @ MOUNT FABER,WISHART ROAD,Condominium,4,RCR,Freehold,Resale,1,835000,-,431,Strata,01 to 05,1939,Apr-21
1287,THE PARC CONDOMINIUM,WEST COAST WALK,Condominium,5,OCR,Freehold,Resale,1,2150000,-,1421,Strata,06 to 10,1513,Apr-21
1288,BOTANNIA,WEST COAST PARK,Condominium,5,OCR,956 yrs lease commencing from 1928,Resale,1,1718000,-,1346,Strata,06 to 10,1277,Apr-21
1289,PARC RIVIERA,WEST COAST VALE,Condominium,5,OCR,99 yrs lease commencing from 2015,Resale,1,840000,-,603,Strata,11 to 15,1394,Apr-21
1290,EMERALD GARDEN,CLUB STREET,Condominium,1,RCR,999 yrs lease commencing from 1827,Resale,1,1950000,-,947,Strata,06 to 10,2059,Apr-21
1291,LUXE VILLE,PASIR PANJANG ROAD,Apartment,5,RCR,Freehold,Resale,1,1670000,-,1356,Strata,01 to 05,1231,Apr-21
1292,ENG HOON MANSIONS,ENG HOON STREET,Apartment,3,RCR,Freehold,Resale,1,1540000,-,1184,Strata,01 to 05,1301,Apr-21
1293,COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,Resale,1,1680000,-,904,Strata,06 to 10,1858,Apr-21
1294,THE METROPOLITAN CONDOMINIUM,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2006,Resale,1,1950000,-,1399,Strata,21 to 25,1394,Apr-21
1295,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 1999,Resale,1,2200000,-,1335,Strata,01 to 05,1648,Apr-21
1296,THE PEARL @ MOUNT FABER,MOUNT FABER ROAD,Condominium,4,RCR,99 yrs lease commencing from 2002,Resale,1,1680000,-,1389,Strata,01 to 05,1210,Apr-21
1297,THE OCEANFRONT @ SENTOSA COVE,OCEAN DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2005,Resale,1,2075000,-,1216,Strata,06 to 10,1706,Apr-21
1298,ONE SHENTON,SHENTON WAY,Apartment,1,CCR,99 yrs lease commencing from 2005,Resale,1,2500000,-,1593,Strata,36 to 40,1569,Apr-21
1299,MURANO,PASIR PANJANG ROAD,Apartment,5,RCR,Freehold,Resale,1,1600000,-,1550,Strata,01 to 05,1032,Apr-21
1300,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,2130000,-,1507,Strata,01 to 05,1413,Apr-21
1301,SPOTTISWOODE SUITES,SPOTTISWOODE PARK ROAD,Apartment,2,RCR,Freehold,Resale,1,1238000,-,581,Strata,16 to 20,2130,Apr-21
1302,RIVERWALK APARTMENTS,UPPER CIRCULAR ROAD,Apartment,1,RCR,99 yrs lease commencing from 1980,Resale,1,1728000,-,1259,Strata,11 to 15,1372,Apr-21
1303,ICON,GOPENG STREET,Apartment,2,CCR,99 yrs lease commencing from 2002,Resale,1,1100000,-,657,Strata,21 to 25,1675,Apr-21
1304,SEAHILL,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2011,Resale,1,980000,-,710,Strata,16 to 20,1379,Apr-21
1305,ONE SHENTON,SHENTON WAY,Apartment,1,CCR,99 yrs lease commencing from 2005,Resale,1,1840000,-,1141,Strata,31 to 35,1613,Apr-21
1306,76 SHENTON,SHENTON WAY,Apartment,2,CCR,99 yrs lease commencing from 2007,Resale,1,1238000,-,624,Strata,26 to 30,1983,Apr-21
1307,WALLICH RESIDENCE,WALLICH STREET,Apartment,2,CCR,99 yrs lease commencing from 2011,Resale,1,5268000,-,1636,Strata,46 to 50,3220,Apr-21
1308,ICON,GOPENG STREET,Apartment,2,CCR,99 yrs lease commencing from 2002,Resale,1,1000000,-,581,Strata,21 to 25,1720,Apr-21
1309,THE INTERLACE,DEPOT ROAD,Condominium,4,RCR,99 yrs lease commencing from 2009,Resale,1,3550000,-,3423,Strata,01 to 05,1037,Apr-21
1310,CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 2007,Resale,1,3200000,-,1582,Strata,01 to 05,2022,Apr-21
1311,THE OCEANFRONT @ SENTOSA COVE,OCEAN DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2005,Resale,1,2650000,-,1884,Strata,06 to 10,1407,Apr-21
1312,THE OCEANFRONT @ SENTOSA COVE,OCEAN DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2005,Resale,1,2000000,-,1216,Strata,11 to 15,1644,Apr-21
1313,TANGLIN VIEW,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 1997,Resale,1,1470000,-,1152,Strata,01 to 05,1276,Apr-21
1314,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 1999,Resale,1,1520000,-,904,Strata,06 to 10,1681,Apr-21
1315,THE TRILINQ,JALAN LEMPENG,Condominium,5,OCR,99 yrs lease commencing from 2012,Resale,1,1790000,-,1356,Strata,06 to 10,1320,Apr-21
1316,LUXE VILLE,PASIR PANJANG ROAD,Apartment,5,RCR,Freehold,Resale,1,1920000,-,1593,Strata,01 to 05,1205,Apr-21
1317,THE AZURE,OCEAN DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2005,Resale,1,2100000,-,1335,Strata,01 to 05,1573,Apr-21
1318,ALTEZ,ENGGOR STREET,Apartment,2,CCR,99 yrs lease commencing from 2008,Resale,1,1588888,-,840,Strata,31 to 35,1892,Apr-21
1319,THE PARC CONDOMINIUM,WEST COAST WALK,Condominium,5,OCR,Freehold,Resale,1,1420000,-,980,Strata,11 to 15,1450,Apr-21
1320,THE OCEANFRONT @ SENTOSA COVE,OCEAN DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2005,Resale,1,6050000,-,3025,Strata,06 to 10,2000,Apr-21
1321,THE INTERLACE,DEPOT ROAD,Condominium,4,RCR,99 yrs lease commencing from 2009,Resale,1,3200000,-,3272,Strata,01 to 05,978,Apr-21
1322,BOTANNIA,WEST COAST PARK,Condominium,5,OCR,956 yrs lease commencing from 1928,Resale,1,2118000,-,1604,Strata,01 to 05,1321,Apr-21
1323,SKYLINE RESIDENCES,TELOK BLANGAH ROAD,Condominium,4,RCR,Freehold,Resale,1,2590000,-,1346,Strata,06 to 10,1925,Apr-21
1324,THE ANCHORAGE,ALEXANDRA ROAD,Condominium,3,RCR,Freehold,Resale,1,2750000,-,1830,Strata,11 to 15,1503,Apr-21
1325,ICON,GOPENG STREET,Apartment,2,CCR,99 yrs lease commencing from 2002,Resale,1,1180000,-,700,Strata,16 to 20,1687,Apr-21
1326,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 1999,Resale,1,2130000,-,1335,Strata,01 to 05,1596,Apr-21
1327,THE TRILINQ,JALAN LEMPENG,Condominium,5,OCR,99 yrs lease commencing from 2012,Resale,1,1450000,-,936,Strata,11 to 15,1548,Apr-21
