S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
103,OLA RESIDENCES,MOUNTBATTEN ROAD,Condominium,15,RCR,Freehold,Resale,1,1450000,-,1001,Strata,01 to 05,1448,Nov-21
104,EUHABITAT,JALAN EUNOS,Condominium,14,OCR,99 yrs lease commencing from 2010,Resale,1,635000,-,517,Strata,01 to 05,1229,Nov-21
105,MONTEBLEU,MINBU ROAD,Condominium,11,CCR,Freehold,Resale,1,1380000,-,807,Strata,06 to 10,1709,Nov-21
106,EIGHT RIVERSUITES,WHAMPOA EAST,Condominium,12,RCR,99 yrs lease commencing from 2011,Resale,1,1135000,-,850,Strata,01 to 05,1335,Nov-21
107,THE WATERSIDE,TANJONG RHU ROAD,Condominium,15,RCR,Freehold,Resale,1,3850000,-,2400,Strata,01 to 05,1604,Nov-21
108,KELLETT COURT,SHELFORD ROAD,Condominium,11,CCR,Freehold,Resale,1,1650000,-,1033,Strata,01 to 05,1597,Nov-21
109,E MAISON,BRADDELL ROAD,Apartment,13,OCR,Freehold,Resale,1,1360000,-,904,Strata,01 to 05,1504,Nov-21
110,TEMBELING MANSIONS,TEMBELING ROAD,Apartment,15,RCR,Freehold,Resale,1,1200000,-,915,Strata,01 to 05,1312,Nov-21
111,OLEANDER TOWERS,LORONG 1 TOA PAYOH,Apartment,12,RCR,99 yrs lease commencing from 1995,Resale,1,990000,-,861,Strata,11 to 15,1150,Nov-21
112,PARC MONDRIAN,WOODLEIGH CLOSE,Apartment,13,RCR,Freehold,Resale,1,1439000,-,904,Strata,11 to 15,1592,Nov-21
113,26 NEWTON,NEWTON ROAD,Apartment,11,CCR,Freehold,Resale,1,1870106,-,775,Strata,16 to 20,2413,Nov-21
114,PARC ELEGANCE,TELOK KURAU ROAD,Apartment,15,OCR,Freehold,Resale,1,1230000,-,1367,Strata,01 to 05,900,Nov-21
115,LAVERNE'S LOFT,LORONG L TELOK KURAU,Apartment,15,OCR,Freehold,Resale,1,650000,-,441,Strata,01 to 05,1473,Nov-21
116,AALTO,MEYER ROAD,Condominium,15,RCR,Freehold,Resale,1,11500000,-,4424,Strata,21 to 25,2599,Nov-21
117,VILLA MARINA,JALAN SEMPADAN,Condominium,15,OCR,99 yrs lease commencing from 1995,Resale,1,1480000,-,1399,Strata,01 to 05,1058,Nov-21
118,BARTLEY RIDGE,MOUNT VERNON ROAD,Condominium,13,RCR,99 yrs lease commencing from 2012,Resale,1,1938000,-,1302,Strata,11 to 15,1488,Nov-21
119,THE LINCOLN MODERN,LINCOLN ROAD,Apartment,11,CCR,Freehold,Resale,1,2250000,-,1378,Strata,26 to 30,1633,Nov-21
120,NEWTON 18,NEWTON ROAD,Apartment,11,CCR,Freehold,Resale,1,1560000,-,807,Strata,06 to 10,1932,Nov-21
121,THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,Apartment,13,RCR,99 yrs lease commencing from 2014,Resale,1,712000,-,420,Strata,01 to 05,1696,Nov-21
122,EAST BAY GARDENS,LORONG G TELOK KURAU,Apartment,15,OCR,99 yrs lease commencing from 1995,Resale,1,1250000,-,1399,Strata,01 to 05,893,Nov-21
123,THE SERENNIA,PULASAN ROAD,Apartment,15,RCR,Freehold,Resale,1,888888,-,646,Strata,01 to 05,1376,Nov-21
124,AMBER SKYE,AMBER ROAD,Apartment,15,RCR,Freehold,Resale,1,5426400,-,3326,Strata,16 to 20,1631,Nov-21
125,HAIG 162,HAIG ROAD,Apartment,15,RCR,Freehold,Resale,1,880000,-,581,Strata,11 to 15,1514,Nov-21
126,COSTA RHU,RHU CROSS,Condominium,15,RCR,99 yrs lease commencing from 1994,Resale,1,1830000,-,1335,Strata,11 to 15,1371,Nov-21
127,BLOSSOMS @ WOODLEIGH,WOODLEIGH CLOSE,Condominium,13,RCR,Freehold,Resale,1,2020000,-,1421,Strata,01 to 05,1422,Nov-21
128,HAWAII TOWER,MEYER ROAD,Condominium,15,RCR,Freehold,Resale,1,3700000,-,2239,Strata,01 to 05,1653,Nov-21
129,THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,Apartment,13,RCR,99 yrs lease commencing from 2014,Resale,1,750000,-,420,Strata,16 to 20,1787,Nov-21
130,26 NEWTON,NEWTON ROAD,Apartment,11,CCR,Freehold,Resale,1,1838800,-,775,Strata,16 to 20,2373,Nov-21
131,NEWTON SUITES,NEWTON ROAD,Apartment,11,CCR,Freehold,Resale,1,2780000,-,1238,Strata,11 to 15,2246,Nov-21
132,DOMUS,IRRAWADDY ROAD,Apartment,12,RCR,Freehold,Resale,1,805000,-,474,Strata,06 to 10,1700,Nov-21
133,THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,Apartment,13,RCR,99 yrs lease commencing from 2014,Resale,1,940000,-,527,Strata,06 to 10,1782,Nov-21
134,COSMO,GUILLEMARD CRESCENT,Apartment,14,RCR,Freehold,Resale,1,645000,-,398,Strata,01 to 05,1620,Nov-21
135,THE SUNNIFLORA,LORONG G TELOK KURAU,Apartment,15,OCR,Freehold,Resale,1,1450000,-,1572,Strata,01 to 05,923,Nov-21
136,SHIRO,LORONG H TELOK KURAU,Apartment,15,OCR,Freehold,Resale,1,678000,-,452,Strata,01 to 05,1500,Nov-21
137,PALM OASIS,LORONG H TELOK KURAU,Apartment,15,OCR,Freehold,Resale,1,1800000,-,1615,Strata,01 to 05,1115,Nov-21
138,18 WOODSVILLE,WOODSVILLE CLOSE,Apartment,13,RCR,Freehold,Resale,1,730000,-,495,Strata,06 to 10,1474,Nov-21
139,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,1620000,-,1033,Strata,01 to 05,1568,Nov-21
140,SENNETT RESIDENCE,PHENG GECK AVENUE,Condominium,13,RCR,99 yrs lease commencing from 2011,Resale,1,1140000,-,710,Strata,11 to 15,1605,Nov-21
141,ROCHELLE AT NEWTON,KENG LEE ROAD,Condominium,11,CCR,99 yrs lease commencing from 2008,Resale,1,2938000,-,1744,Strata,11 to 15,1685,Nov-21
142,TRELLIS TOWERS,LORONG 1 TOA PAYOH,Condominium,12,RCR,Freehold,Resale,1,2570000,-,1485,Strata,06 to 10,1730,Nov-21
143,THE SEA VIEW,AMBER ROAD,Condominium,15,RCR,Freehold,Resale,1,1280000,-,560,Strata,16 to 20,2287,Nov-21
144,THE LINCOLN RESIDENCES,SURREY ROAD,Condominium,11,CCR,Freehold,Resale,1,3700000,-,1884,Strata,21 to 25,1964,Nov-21
145,NATURALIS,LORONG M TELOK KURAU,Apartment,15,OCR,Freehold,Resale,1,830000,-,560,Strata,01 to 05,1483,Nov-21
146,RAJAH TOWERS,JALAN RAJAH,Apartment,12,RCR,Freehold,Resale,1,2588000,-,2207,Strata,16 to 20,1173,Nov-21
147,NEEM TREE,JALAN KEMAMAN,Apartment,12,RCR,Freehold,Resale,1,1350000,-,818,Strata,06 to 10,1650,Nov-21
148,THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,Apartment,13,RCR,99 yrs lease commencing from 2014,Resale,1,938000,-,527,Strata,11 to 15,1778,Nov-21
149,THE LENOX,CHANGI ROAD,Apartment,14,OCR,Freehold,Resale,1,752000,-,538,Strata,01 to 05,1397,Nov-21
150,HEJI GARDENS,LORONG K TELOK KURAU,Apartment,15,OCR,Freehold,Resale,1,2300000,-,2443,Strata,01 to 05,941,Nov-21
151,FLAMINGO VALLEY,SIGLAP ROAD,Condominium,15,OCR,Freehold,Resale,1,1485000,-,990,Strata,01 to 05,1500,Nov-21
152,TREVOSE PARK,TREVOSE CRESCENT,Condominium,11,CCR,Freehold,Resale,1,3468000,-,1916,Strata,01 to 05,1810,Nov-21
153,CHELSEA LODGE,TANJONG KATONG ROAD,Apartment,15,RCR,Freehold,Resale,1,1400000,-,990,Strata,01 to 05,1414,Nov-21
154,TREVISTA,LORONG 3 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2008,Resale,1,1800000,-,1119,Strata,36 to 40,1608,Nov-21
155,DUNMAN VIEW,HAIG ROAD,Condominium,15,RCR,99 yrs lease commencing from 1997,Resale,1,1390000,-,1216,Strata,06 to 10,1143,Nov-21
156,SANCTUARY GREEN,TANJONG RHU ROAD,Condominium,15,RCR,99 yrs lease commencing from 1997,Resale,1,1400000,-,1141,Strata,06 to 10,1227,Nov-21
157,COTE D'AZUR,MARINE PARADE ROAD,Condominium,15,RCR,99 yrs lease commencing from 2001,Resale,1,1550000,-,1109,Strata,06 to 10,1398,Nov-21
158,THE TRUMPS,JALAN KEMBANGAN,Condominium,14,OCR,99 yrs lease commencing from 2000,Resale,1,850000,-,614,Strata,01 to 05,1385,Nov-21
159,MANDALE HEIGHTS,MANDALAY ROAD,Apartment,11,CCR,Freehold,Resale,1,1160000,-,764,Strata,06 to 10,1518,Nov-21
160,MOONSTONE VIEW,MOONSTONE LANE,Apartment,12,RCR,Freehold,Resale,1,1188888,-,807,Strata,06 to 10,1473,Nov-21
161,ST MICHAEL'S PLACE,JALAN TAMAN,Apartment,12,RCR,Freehold,Resale,1,1500000,-,1227,Strata,11 to 15,1222,Nov-21
162,SIMS POINT,LORONG 19 GEYLANG,Apartment,14,RCR,Freehold,Resale,1,1190000,-,1227,Strata,06 to 10,970,Nov-21
163,ORCHID APARTMENTS,ENG NEO AVENUE,Apartment,11,CCR,Freehold,Resale,1,2012000,-,1356,Strata,01 to 05,1483,Nov-21
164,GUILLEMARD SUITES,GUILLEMARD ROAD,Apartment,14,RCR,Freehold,Resale,1,780000,-,560,Strata,01 to 05,1394,Nov-21
165,LA BRISA,LORONG 28 GEYLANG,Apartment,14,RCR,Freehold,Resale,1,608888,-,409,Strata,01 to 05,1489,Nov-21
166,THE WATERINA,LORONG 40 GEYLANG,Apartment,14,RCR,Freehold,Resale,1,1630000,-,1130,Strata,01 to 05,1442,Nov-21
167,ASTON MANSIONS,LORONG 42 GEYLANG,Apartment,14,RCR,99 yrs lease commencing from 1995,Resale,1,1200000,-,1227,Strata,01 to 05,978,Nov-21
168,LAVERNE'S LOFT,LORONG L TELOK KURAU,Apartment,15,OCR,Freehold,Resale,1,635000,-,463,Strata,01 to 05,1372,Nov-21
169,DERBYSHIRE HEIGHTS,DERBYSHIRE ROAD,Apartment,11,CCR,Freehold,Resale,1,2200000,-,1507,Strata,01 to 05,1460,Nov-21
170,MANDARIN GARDENS,SIGLAP ROAD,Condominium,15,OCR,99 yrs lease commencing from 1982,Resale,1,938000,-,732,Strata,16 to 20,1282,Nov-21
171,WATERBANK AT DAKOTA,DAKOTA CRESCENT,Condominium,14,RCR,99 yrs lease commencing from 2009,Resale,1,1310000,-,883,Strata,01 to 05,1484,Nov-21
172,ONE AMBER,AMBER GARDENS,Condominium,15,RCR,Freehold,Resale,1,2545000,-,1389,Strata,11 to 15,1833,Nov-21
173,COSTA RHU,RHU CROSS,Condominium,15,RCR,99 yrs lease commencing from 1994,Resale,1,1370000,-,1012,Strata,11 to 15,1354,Nov-21
174,COTE D'AZUR,MARINE PARADE ROAD,Condominium,15,RCR,99 yrs lease commencing from 2001,Resale,1,1650000,-,1141,Strata,01 to 05,1446,Nov-21
175,BARTLEY RIDGE,MOUNT VERNON ROAD,Condominium,13,RCR,99 yrs lease commencing from 2012,Resale,1,1612888,-,1033,Strata,11 to 15,1561,Nov-21
176,BARTLEY RIDGE,MOUNT VERNON ROAD,Condominium,13,RCR,99 yrs lease commencing from 2012,Resale,1,700000,-,441,Strata,06 to 10,1586,Nov-21
177,8@WOODLEIGH,WOODLEIGH CLOSE,Condominium,13,RCR,99 yrs lease commencing from 2008,Resale,1,1350000,-,947,Strata,06 to 10,1425,Nov-21
