S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
641,HILLCREST ARCADIA,ARCADIA ROAD,Condominium,11,CCR,99 yrs lease commencing from 1975,Resale,1,1538000,-,1421,Strata,01 to 05,1082,Sep-21
642,ONE ST MICHAEL'S,ST. MICHAEL'S ROAD,Condominium,12,RCR,Freehold,Resale,1,1740000,-,1249,Strata,06 to 10,1394,Sep-21
643,ONE ST MICHAEL'S,ST. MICHAEL'S ROAD,Condominium,12,RCR,Freehold,Resale,1,1480000,-,1109,Strata,01 to 05,1335,Sep-21
644,LA SUISSE,SWISS VIEW,Condominium,11,CCR,999 yrs lease commencing from 1878,Resale,1,5180000,-,4090,Strata,06 to 10,1266,Sep-21
645,THE ARCADIA,ARCADIA ROAD,Condominium,11,CCR,99 yrs lease commencing from 1979,Resale,1,3980000,-,3821,Strata,01 to 05,1042,Sep-21
646,TRE RESIDENCES,GEYLANG EAST AVENUE 1,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,1400000,-,861,Strata,16 to 20,1626,Sep-21
647,SIGLAP V,FIRST STREET,Apartment,15,OCR,Freehold,Resale,1,739000,-,517,Strata,01 to 05,1430,Sep-21
648,THE VENUE RESIDENCES,TAI THONG CRESCENT,Apartment,13,RCR,99 yrs lease commencing from 2012,Resale,1,1860000,-,1238,Strata,11 to 15,1503,Sep-21
649,KATONG REGENCY,TANJONG KATONG ROAD,Apartment,15,RCR,Freehold,Resale,1,1045000,-,560,Strata,06 to 10,1867,Sep-21
650,PRESTIGE HEIGHTS,BALESTIER ROAD,Apartment,12,RCR,Freehold,Resale,1,1270000,-,861,Strata,16 to 20,1475,Sep-21
651,ORCHID APARTMENTS,ENG NEO AVENUE,Apartment,11,CCR,Freehold,Resale,1,2300000,-,1356,Strata,01 to 05,1696,Sep-21
652,VA RESIDENCES,BOON TECK ROAD,Apartment,12,RCR,Freehold,Resale,1,1880000,-,1690,Strata,11 to 15,1112,Sep-21
653,THREE BUCKLEY,BUCKLEY ROAD,Apartment,11,CCR,Freehold,Resale,1,3550000,-,2368,Strata,01 to 05,1499,Sep-21
654,SEA AVENUE RESIDENCES,SEA AVENUE,Apartment,15,RCR,Freehold,Resale,1,1535000,-,980,Strata,01 to 05,1567,Sep-21
655,THE OCTET,LORONG 24 GEYLANG,Apartment,14,RCR,Freehold,Resale,1,570000,-,420,Strata,01 to 05,1358,Sep-21
656,SUNNY LODGE,LORONG SALLEH,Apartment,14,OCR,Freehold,Resale,1,1250000,-,969,Strata,01 to 05,1290,Sep-21
657,SUITES @ GUILLEMARD,LIM AH WOO ROAD,Apartment,15,RCR,Freehold,Resale,1,1090000,-,1033,Strata,01 to 05,1055,Sep-21
658,SUNSHINE MANSIONS,JOO CHIAT PLACE,Apartment,15,OCR,Freehold,Resale,1,1800000,-,1711,Strata,01 to 05,1052,Sep-21
659,LINCOLN SUITES,KHIANG GUAN AVENUE,Condominium,11,CCR,Freehold,Resale,1,7768636,-,5597,Strata,26 to 30,1388,Sep-21
660,STARVILLE,LENGKONG TIGA,Condominium,14,OCR,Freehold,Resale,1,1200000,-,1216,Strata,01 to 05,987,Sep-21
661,26 NEWTON,NEWTON ROAD,Apartment,11,CCR,Freehold,Resale,1,1750000,-,850,Strata,01 to 05,2058,Sep-21
662,ONE ST MICHAEL'S,ST. MICHAEL'S ROAD,Condominium,12,RCR,Freehold,Resale,1,1378000,-,936,Strata,16 to 20,1471,Sep-21
663,FLAMINGO VALLEY,SIGLAP ROAD,Condominium,15,OCR,Freehold,Resale,1,1386000,-,958,Strata,01 to 05,1447,Sep-21
664,WATERBANK AT DAKOTA,DAKOTA CRESCENT,Condominium,14,RCR,99 yrs lease commencing from 2009,Resale,1,1800000,-,1130,Strata,01 to 05,1593,Sep-21
665,COTE D'AZUR,MARINE PARADE ROAD,Condominium,15,RCR,99 yrs lease commencing from 2001,Resale,1,2450000,-,1539,Strata,11 to 15,1592,Sep-21
666,COTE D'AZUR,MARINE PARADE ROAD,Condominium,15,RCR,99 yrs lease commencing from 2001,Resale,1,1974999,-,1389,Strata,11 to 15,1422,Sep-21
667,BARTLEY RIDGE,MOUNT VERNON ROAD,Condominium,13,RCR,99 yrs lease commencing from 2012,Resale,1,750000,-,495,Strata,06 to 10,1515,Sep-21
668,LE REVE,KAMPONG EUNOS,Condominium,14,OCR,Freehold,Resale,1,1250000,-,904,Strata,01 to 05,1382,Sep-21
669,EUHABITAT,JALAN EUNOS,Condominium,14,OCR,99 yrs lease commencing from 2010,Resale,1,685000,-,527,Strata,01 to 05,1299,Sep-21
670,THE SHORE RESIDENCES,AMBER ROAD,Condominium,15,RCR,103 yrs lease commencing from 2009,Resale,1,1650000,-,893,Strata,16 to 20,1847,Sep-21
671,THOMSON 800,THOMSON ROAD,Condominium,11,CCR,Freehold,Resale,1,2120000,-,1346,Strata,01 to 05,1576,Sep-21
672,THE OCTET,LORONG 24 GEYLANG,Apartment,14,RCR,Freehold,Resale,1,603888,-,420,Strata,01 to 05,1439,Sep-21
673,R MAISON,SOMMERVILLE WALK,Apartment,13,OCR,Freehold,Resale,1,860000,-,700,Strata,01 to 05,1229,Sep-21
674,CITY SUITES,BALESTIER ROAD,Apartment,12,RCR,Freehold,Resale,1,1100000,-,926,Strata,16 to 20,1188,Sep-21
675,CITY SUITES,BALESTIER ROAD,Apartment,12,RCR,Freehold,Resale,1,1188000,-,990,Strata,16 to 20,1200,Sep-21
676,GUILLEMARD EDGE,LORONG 30 GEYLANG,Apartment,14,RCR,Freehold,Resale,1,618000,-,409,Strata,06 to 10,1511,Sep-21
677,SERAYA BREEZE,SERAYA ROAD,Apartment,15,RCR,Freehold,Resale,1,1400000,-,1001,Strata,01 to 05,1399,Sep-21
678,EAST PALM,PALM ROAD,Apartment,15,OCR,Freehold,Resale,1,1500000,-,1163,Strata,01 to 05,1290,Sep-21
679,SOLEIL @ SINARAN,SINARAN DRIVE,Condominium,11,CCR,99 yrs lease commencing from 2006,Resale,1,3450000,-,1722,Strata,21 to 25,2003,Sep-21
680,SEVENTY SAINT PATRICK'S,ST. PATRICK'S ROAD,Condominium,15,OCR,Freehold,Resale,1,1380000,-,700,Strata,01 to 05,1972,Sep-21
681,BARTLEY RIDGE,MOUNT VERNON ROAD,Condominium,13,RCR,99 yrs lease commencing from 2012,Resale,1,2020000,-,1550,Strata,06 to 10,1303,Sep-21
682,WATERBANK AT DAKOTA,DAKOTA CRESCENT,Condominium,14,RCR,99 yrs lease commencing from 2009,Resale,1,1060000,-,624,Strata,06 to 10,1698,Sep-21
683,COTE D'AZUR,MARINE PARADE ROAD,Condominium,15,RCR,99 yrs lease commencing from 2001,Resale,1,1880000,-,1281,Strata,01 to 05,1468,Sep-21
684,CELESTIA,JOO CHIAT TERRACE,Apartment,15,RCR,Freehold,Resale,1,1480000,-,1518,Strata,01 to 05,975,Sep-21
685,SIMS RESIDENCES,LORONG 39 GEYLANG,Apartment,14,RCR,99 yrs lease commencing from 1997,Resale,1,1350000,-,1421,Strata,06 to 10,950,Sep-21
686,GALAXY TOWERS,ONAN ROAD,Apartment,15,RCR,Freehold,Resale,1,1700000,-,1399,Strata,16 to 20,1215,Sep-21
687,L'VIV,NEWTON ROAD,Apartment,11,CCR,Freehold,Resale,1,1250000,-,614,Strata,06 to 10,2037,Sep-21
688,CALLIDORA VILLE,LORONG N TELOK KURAU,Apartment,15,OCR,Freehold,Resale,1,995000,-,753,Strata,01 to 05,1321,Sep-21
689,TRILIGHT,NEWTON ROAD,Condominium,11,CCR,Freehold,Resale,1,2460000,-,1163,Strata,11 to 15,2116,Sep-21
690,SANCTUARY GREEN,TANJONG RHU ROAD,Condominium,15,RCR,99 yrs lease commencing from 1997,Resale,1,1980000,-,1399,Strata,06 to 10,1415,Sep-21
691,THE MAKENA,MEYER ROAD,Condominium,15,RCR,Freehold,Resale,1,2500000,-,1636,Strata,01 to 05,1528,Sep-21
692,LINCOLN SUITES,KHIANG GUAN AVENUE,Condominium,11,CCR,Freehold,Resale,1,3880000,-,1841,Strata,16 to 20,2108,Sep-21
693,VISTA RESIDENCES,JALAN DATOH,Condominium,12,RCR,Freehold,Resale,1,1096000,-,646,Strata,31 to 35,1697,Sep-21
694,NADIA MANSIONS,AH HOOD ROAD,Apartment,12,RCR,Freehold,Resale,1,2400000,-,2282,Strata,06 to 10,1052,Sep-21
695,THE TREELINE,LORONG G TELOK KURAU,Apartment,15,OCR,Freehold,Resale,1,1020000,-,797,Strata,01 to 05,1281,Sep-21
696,THE TIER,PEGU ROAD,Apartment,12,RCR,Freehold,Resale,1,813800,-,549,Strata,11 to 15,1482,Sep-21
697,THE VENUE RESIDENCES,TAI THONG CRESCENT,Apartment,13,RCR,99 yrs lease commencing from 2012,Resale,1,1644000,-,1130,Strata,01 to 05,1455,Sep-21
698,RITZ MANSIONS,BALESTIER ROAD,Apartment,12,RCR,Freehold,Resale,1,1840000,-,1604,Strata,01 to 05,1147,Sep-21
699,SUITES @ EUNOS,JALAN YASIN,Apartment,14,OCR,Freehold,Resale,1,848000,-,646,Strata,01 to 05,1313,Sep-21
700,THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,Apartment,13,RCR,99 yrs lease commencing from 2014,Resale,1,745000,-,420,Strata,16 to 20,1775,Sep-21
701,# 1 SUITES,LORONG 20 GEYLANG,Apartment,14,RCR,Freehold,Resale,1,668000,-,560,Strata,06 to 10,1193,Sep-21
702,368 THOMSON,THOMSON ROAD,Condominium,11,CCR,Freehold,Resale,1,1450000,-,883,Strata,11 to 15,1643,Sep-21
703,THE CRISTALLO,LORONG K TELOK KURAU,Apartment,15,OCR,Freehold,Resale,1,1080000,-,786,Strata,01 to 05,1374,Sep-21
704,EIGHT RIVERSUITES,WHAMPOA EAST,Condominium,12,RCR,99 yrs lease commencing from 2011,Resale,1,1688888,-,1076,Strata,16 to 20,1569,Sep-21
705,EIGHT RIVERSUITES,WHAMPOA EAST,Condominium,12,RCR,99 yrs lease commencing from 2011,Resale,1,780000,-,441,Strata,21 to 25,1767,Sep-21
706,COSTA RHU,RHU CROSS,Condominium,15,RCR,99 yrs lease commencing from 1994,Resale,1,1310000,-,1012,Strata,01 to 05,1295,Sep-21
707,FLAMINGO VALLEY,SIGLAP ROAD,Condominium,15,OCR,Freehold,Resale,1,1860000,-,1216,Strata,01 to 05,1529,Sep-21
708,SKY@ELEVEN,THOMSON LANE,Condominium,11,CCR,Freehold,Resale,1,4000000,-,1851,Strata,36 to 40,2161,Sep-21
709,EIGHT RIVERSUITES,WHAMPOA EAST,Condominium,12,RCR,99 yrs lease commencing from 2011,Resale,1,725000,-,441,Strata,11 to 15,1643,Sep-21
710,RADIX,JALAN WAKAFF,Apartment,15,OCR,Freehold,Resale,1,1975000,-,1884,Strata,01 to 05,1048,Sep-21
711,GUILLEMARD SUITES,GUILLEMARD ROAD,Apartment,14,RCR,Freehold,Resale,1,710000,-,527,Strata,01 to 05,1346,Sep-21
712,AMARYLLIS VILLE,NEWTON ROAD,Condominium,11,CCR,99 yrs lease commencing from 1997,Resale,1,1650000,-,958,Strata,11 to 15,1722,Sep-21
713,GUILLEMARD EDGE,LORONG 30 GEYLANG,Apartment,14,RCR,Freehold,Resale,1,780000,-,538,Strata,01 to 05,1449,Sep-21
714,10 SHELFORD,SHELFORD ROAD,Apartment,11,CCR,Freehold,Resale,1,920000,-,818,Strata,01 to 05,1125,Sep-21
715,SANTA FE MANSIONS,MARGATE ROAD,Apartment,15,RCR,Freehold,Resale,1,1650000,-,1076,Strata,11 to 15,1533,Sep-21
716,EIGHT RIVERSUITES,WHAMPOA EAST,Condominium,12,RCR,99 yrs lease commencing from 2011,Resale,1,1660000,-,1195,Strata,11 to 15,1389,Sep-21
717,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,1085000,-,700,Strata,06 to 10,1551,Sep-21
718,26 NEWTON,NEWTON ROAD,Apartment,11,CCR,Freehold,Resale,1,1838000,-,775,Strata,21 to 25,2372,Sep-21
719,THE WATERSIDE,TANJONG RHU ROAD,Condominium,15,RCR,Freehold,Resale,1,3450000,-,2142,Strata,01 to 05,1611,Sep-21
720,WATERBANK AT DAKOTA,DAKOTA CRESCENT,Condominium,14,RCR,99 yrs lease commencing from 2009,Resale,1,2040000,-,1130,Strata,16 to 20,1805,Sep-21
721,VACANZA @ EAST,LENGKONG TUJOH,Condominium,14,OCR,Freehold,Resale,1,1250000,-,1023,Strata,06 to 10,1222,Sep-21
722,EUHABITAT,JALAN EUNOS,Condominium,14,OCR,99 yrs lease commencing from 2010,Resale,1,707000,-,538,Strata,01 to 05,1314,Sep-21
723,PAVILION SQUARE,GEYLANG ROAD,Apartment,14,RCR,Freehold,Resale,1,580000,-,388,Strata,06 to 10,1497,Sep-21
724,GLOUCESTER MANSIONS,NEWTON ROAD,Apartment,11,CCR,Freehold,Resale,1,1200000,-,657,Strata,06 to 10,1828,Sep-21
725,PAVILION SQUARE,GEYLANG ROAD,Apartment,14,RCR,Freehold,Resale,1,538888,-,398,Strata,01 to 05,1353,Sep-21
726,CENTRAL IMPERIAL,LORONG 14 GEYLANG,Apartment,14,RCR,Freehold,Resale,1,695000,-,581,Strata,06 to 10,1196,Sep-21
727,26 NEWTON,NEWTON ROAD,Apartment,11,CCR,Freehold,Resale,1,1779336,-,775,Strata,06 to 10,2296,Sep-21
728,SHAW PLAZA - TWIN HEIGHTS,BALESTIER ROAD,Apartment,12,RCR,Freehold,Resale,1,2000000,-,1421,Strata,06 to 10,1408,Sep-21
729,THE SCENIC @ BRADDELL,BRADDELL ROAD,Apartment,13,OCR,Freehold,Resale,1,1250000,-,904,Strata,01 to 05,1382,Sep-21
730,MINBU VILLA,MINBU ROAD,Apartment,11,CCR,Freehold,Resale,1,2800000,-,2336,Strata,06 to 10,1199,Sep-21
731,TROPIKA EAST,FOO KIM LIN ROAD,Condominium,14,OCR,Freehold,Resale,1,1028888,-,764,Strata,01 to 05,1346,Sep-21
732,8@WOODLEIGH,WOODLEIGH CLOSE,Condominium,13,RCR,99 yrs lease commencing from 2008,Resale,1,1630000,-,1076,Strata,01 to 05,1514,Sep-21
733,ESCADA VIEW,LENGKONG EMPAT,Condominium,14,OCR,Freehold,Resale,1,1340000,-,1356,Strata,06 to 10,988,Sep-21
734,THE MAKENA,MEYER ROAD,Condominium,15,RCR,Freehold,Resale,1,2100000,-,1152,Strata,21 to 25,1823,Sep-21
735,TRILIGHT,NEWTON ROAD,Condominium,11,CCR,Freehold,Resale,1,4300000,-,2110,Strata,21 to 25,2038,Sep-21
736,SUITES@ KATONG,TANJONG KATONG ROAD,Apartment,15,RCR,Freehold,Resale,1,635000,-,388,Strata,01 to 05,1639,Sep-21
737,VETRO,MAR THOMA ROAD,Apartment,12,RCR,999 yrs lease commencing from 1882,Resale,1,739800,-,614,Strata,01 to 05,1206,Sep-21
738,THE GLYNDEBOURNE,TREVOSE CRESCENT,Condominium,11,CCR,Freehold,Resale,1,4300000,-,1991,Strata,01 to 05,2159,Sep-21
739,HAPPY MANSION,HAPPY AVENUE NORTH,Apartment,13,RCR,Freehold,Resale,1,1408000,-,1367,Strata,01 to 05,1030,Sep-21
740,COSTA ESTE,LORONG K TELOK KURAU,Apartment,15,OCR,Freehold,Resale,1,1050000,-,850,Strata,01 to 05,1235,Sep-21
741,CONDOMINIUM DEVELOPMENT,SHELFORD ROAD,Condominium,11,CCR,Freehold,Resale,1,1060000,-,635,Strata,01 to 05,1669,Sep-21
742,FERNWOOD TOWERS,FERNWOOD TERRACE,Condominium,15,OCR,Freehold,Resale,1,2180000,-,1636,Strata,11 to 15,1332,Sep-21
743,SHELFORD VIEW,SHELFORD ROAD,Condominium,11,CCR,Freehold,Resale,1,4100000,-,2691,Strata,01 to 05,1524,Sep-21
744,ASTORIA PARK,LORONG MYDIN,Condominium,14,OCR,99 yrs lease commencing from 1993,Resale,1,1060000,-,1001,Strata,11 to 15,1059,Sep-21
745,EUHABITAT,JALAN EUNOS,Condominium,14,OCR,99 yrs lease commencing from 2010,Resale,1,1440000,-,1249,Strata,01 to 05,1153,Sep-21
746,ASTON MANSIONS,LORONG 42 GEYLANG,Apartment,14,RCR,99 yrs lease commencing from 1995,Resale,1,1100000,-,1141,Strata,06 to 10,964,Sep-21
747,PRESTIGE HEIGHTS,BALESTIER ROAD,Apartment,12,RCR,Freehold,Resale,1,550000,-,334,Strata,16 to 20,1648,Sep-21
748,SMART SUITES,SIMS AVENUE,Apartment,14,RCR,Freehold,Resale,1,710000,-,484,Strata,01 to 05,1466,Sep-21
749,ATRIUM RESIDENCES,LORONG 28 GEYLANG,Apartment,14,RCR,Freehold,Resale,1,1250000,-,1001,Strata,06 to 10,1249,Sep-21
750,THE LENOX,CHANGI ROAD,Apartment,14,OCR,Freehold,Resale,1,1360000,-,1184,Strata,01 to 05,1149,Sep-21
751,GREENDALE COURT,GREENDALE AVENUE,Apartment,11,CCR,Freehold,Resale,1,2500000,-,1873,Strata,01 to 05,1335,Sep-21
752,THE TRUMPS,JALAN KEMBANGAN,Condominium,14,OCR,99 yrs lease commencing from 2000,Resale,1,1688888,-,1432,Strata,01 to 05,1180,Sep-21
753,THE LINE @ TANJONG RHU,TANJONG RHU ROAD,Condominium,15,RCR,Freehold,Resale,1,2424000,-,1055,Strata,11 to 15,2298,Sep-21
754,EUHABITAT,JALAN EUNOS,Condominium,14,OCR,99 yrs lease commencing from 2010,Resale,1,1150000,-,947,Strata,01 to 05,1214,Sep-21
755,THE CARPMAELINA,CARPMAEL ROAD,Condominium,15,RCR,Freehold,Resale,1,1590000,-,1216,Strata,01 to 05,1307,Sep-21
756,GRAND DUCHESS AT ST PATRICK'S,ST. PATRICK'S ROAD,Condominium,15,OCR,Freehold,Resale,1,3500000,-,2573,Strata,01 to 05,1360,Sep-21
757,SANT RITZ,PHENG GECK AVENUE,Condominium,13,RCR,99 yrs lease commencing from 2012,Resale,1,1020000,-,657,Strata,01 to 05,1553,Sep-21
758,SUITES @ AMBER,AMBER ROAD,Apartment,15,RCR,Freehold,Resale,1,1600000,-,947,Strata,01 to 05,1689,Sep-21
759,AIRSTREAM,ST. MICHAEL'S ROAD,Apartment,12,RCR,Freehold,Resale,1,675000,-,495,Strata,06 to 10,1363,Sep-21
760,THE MARQUE @ IRRAWADDY,SHAN ROAD,Apartment,12,RCR,Freehold,Resale,1,1900000,-,1625,Strata,16 to 20,1169,Sep-21
761,AMBER SKYE,AMBER ROAD,Apartment,15,RCR,Freehold,Resale,1,2980000,-,1335,Strata,16 to 20,2233,Sep-21
762,THE BEACON EDGE,TEMBELING ROAD,Apartment,15,RCR,Freehold,Resale,1,1168000,-,678,Strata,01 to 05,1722,Sep-21
763,SILVERSEA,MARINE PARADE ROAD,Condominium,15,RCR,99 yrs lease commencing from 2007,Resale,1,2400000,-,1485,Strata,01 to 05,1616,Sep-21
764,EIGHT RIVERSUITES,WHAMPOA EAST,Condominium,12,RCR,99 yrs lease commencing from 2011,Resale,1,1190000,-,807,Strata,16 to 20,1474,Sep-21
765,TREVISTA,LORONG 3 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2008,Resale,1,1030000,-,689,Strata,16 to 20,1495,Sep-21
766,VERTIS,AMBER GARDENS,Apartment,15,RCR,Freehold,Resale,1,1850000,-,1206,Strata,01 to 05,1535,Sep-21
767,GLOUCESTER MANSIONS,NEWTON ROAD,Apartment,11,CCR,Freehold,Resale,1,1163888,-,657,Strata,06 to 10,1773,Sep-21
768,RIVEREDGE,SAMPAN PLACE,Condominium,15,RCR,99 yrs lease commencing from 2004,Resale,1,2540000,-,1679,Strata,06 to 10,1513,Sep-21
769,FORT GARDENS,FORT ROAD,Condominium,15,RCR,Freehold,Resale,1,2150000,-,1442,Strata,06 to 10,1491,Sep-21
770,LEICESTER SUITES,LEICESTER ROAD,Apartment,13,RCR,Freehold,Resale,1,770000,-,452,Strata,06 to 10,1703,Sep-21
771,HAIG COURT,HAIG ROAD,Condominium,15,RCR,Freehold,Resale,1,2220000,-,1442,Strata,11 to 15,1539,Sep-21
772,THE MEDLEY,LORONG G TELOK KURAU,Apartment,15,OCR,Freehold,Resale,1,999000,-,807,Strata,01 to 05,1237,Sep-21
773,NEPTUNE COURT,MARINE VISTA,Apartment,15,OCR,99 yrs lease commencing from 1976,Resale,1,1290000,-,1270,Strata,21 to 25,1016,Sep-21
774,THE MEZZO,BALESTIER ROAD,Apartment,12,RCR,Freehold,Resale,1,1238888,-,840,Strata,21 to 25,1476,Sep-21
775,BOON TECK APARTMENTS,BOON TECK ROAD,Apartment,12,RCR,Freehold,Resale,1,1680000,-,1485,Strata,11 to 15,1131,Sep-21
776,TRE RESIDENCES,GEYLANG EAST AVENUE 1,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,1275000,-,861,Strata,01 to 05,1481,Sep-21
777,AMBER RESIDENCES,AMBER ROAD,Condominium,15,RCR,Freehold,Resale,1,4000000,-,2217,Strata,16 to 20,1804,Sep-21
778,THE SUNNY SPRING,LORONG 40 GEYLANG,Apartment,14,RCR,Freehold,Resale,1,1395000,-,1195,Strata,01 to 05,1168,Sep-21
779,SUITES @ EASTCOAST,UPPER EAST COAST ROAD,Condominium,15,OCR,Freehold,Resale,1,830000,-,570,Strata,01 to 05,1455,Sep-21
780,FLAMINGO VALLEY,SIGLAP ROAD,Condominium,15,OCR,Freehold,Resale,1,1950000,-,1938,Strata,01 to 05,1006,Sep-21
781,MANDARIN GARDENS,SIGLAP ROAD,Condominium,15,OCR,99 yrs lease commencing from 1982,Resale,1,1755000,-,1572,Strata,11 to 15,1117,Sep-21
782,COSTA RHU,RHU CROSS,Condominium,15,RCR,99 yrs lease commencing from 1994,Resale,1,2900000,-,1970,Strata,11 to 15,1472,Sep-21
783,TRILIGHT,NEWTON ROAD,Condominium,11,CCR,Freehold,Resale,1,4000000,-,2099,Strata,06 to 10,1906,Sep-21
784,THE BELVEDERE,MEYER ROAD,Condominium,15,RCR,Freehold,Resale,1,2820000,-,1367,Strata,16 to 20,2063,Sep-21
785,THE VIRIDIAN,JALAN AMPAS,Apartment,12,RCR,Freehold,Resale,1,1340000,-,893,Strata,06 to 10,1500,Sep-21
786,EIGHT RIVERSUITES,WHAMPOA EAST,Condominium,12,RCR,99 yrs lease commencing from 2011,Resale,1,1050000,-,700,Strata,16 to 20,1501,Sep-21
787,OCEAN PARK,EAST COAST ROAD,Condominium,15,OCR,Freehold,Resale,1,3380000,-,2110,Strata,11 to 15,1602,Sep-21
788,ETON COURT,LORONG N TELOK KURAU,Apartment,15,OCR,Freehold,Resale,1,1750000,-,1593,Strata,01 to 05,1099,Sep-21
789,THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,Apartment,13,RCR,99 yrs lease commencing from 2014,Resale,1,793800,-,441,Strata,16 to 20,1799,Sep-21
790,MOONSTONE VIEW,MOONSTONE LANE,Apartment,12,RCR,Freehold,Resale,1,1365000,-,1066,Strata,06 to 10,1281,Sep-21
791,D'MIRA,BOON TECK ROAD,Apartment,12,RCR,Freehold,Resale,1,1275000,-,969,Strata,01 to 05,1316,Sep-21
792,RIVERBAY,MAR THOMA ROAD,Apartment,12,RCR,999 yrs lease commencing from 1882,Resale,1,1030000,-,753,Strata,11 to 15,1367,Sep-21
793,L'VIV,NEWTON ROAD,Apartment,11,CCR,Freehold,Resale,1,2020000,-,990,Strata,16 to 20,2040,Sep-21
794,MODA,EAST COAST ROAD,Apartment,15,RCR,Freehold,Resale,1,1600000,-,969,Strata,11 to 15,1652,Sep-21
795,EAST BAY GARDENS,LORONG G TELOK KURAU,Apartment,15,OCR,99 yrs lease commencing from 1995,Resale,1,1500000,-,1711,Strata,01 to 05,876,Sep-21
796,NIN RESIDENCE,PHENG GECK AVENUE,Apartment,13,RCR,99 yrs lease commencing from 2010,Resale,1,1520000,-,1755,Strata,01 to 05,866,Sep-21
797,THE VERVE,JALAN RAJAH,Apartment,12,RCR,Freehold,Resale,1,675000,-,441,Strata,11 to 15,1529,Sep-21
798,RESIDENCES @ EVELYN,EVELYN ROAD,Condominium,11,CCR,Freehold,Resale,1,4600000,-,2250,Strata,06 to 10,2045,Sep-21
799,CUBE 8,THOMSON ROAD,Condominium,11,CCR,Freehold,Resale,1,2150000,-,1335,Strata,26 to 30,1611,Sep-21
800,WATERBANK AT DAKOTA,DAKOTA CRESCENT,Condominium,14,RCR,99 yrs lease commencing from 2009,Resale,1,1398000,-,1087,Strata,01 to 05,1286,Sep-21
801,FLAMINGO VALLEY,SIGLAP ROAD,Condominium,15,OCR,Freehold,Resale,1,2900000,-,1873,Strata,01 to 05,1548,Sep-21
802,MANDARIN GARDENS,SIGLAP ROAD,Condominium,15,OCR,99 yrs lease commencing from 1982,Resale,1,1600000,-,1572,Strata,01 to 05,1018,Sep-21
803,EIGHT RIVERSUITES,WHAMPOA EAST,Condominium,12,RCR,99 yrs lease commencing from 2011,Resale,1,1228000,-,936,Strata,11 to 15,1311,Sep-21
804,THE GERANIUM,MANGIS ROAD,Condominium,15,RCR,Freehold,Resale,1,1700000,-,1625,Strata,01 to 05,1046,Sep-21
805,ONE LEICESTER,LEICESTER ROAD,Condominium,13,RCR,Freehold,Resale,1,2000000,-,1636,Strata,01 to 05,1222,Sep-21
806,STARVILLE,LENGKONG TIGA,Condominium,14,OCR,Freehold,Resale,1,1680000,-,1550,Strata,06 to 10,1084,Sep-21
807,THE LUCENT,LORONG N TELOK KURAU,Apartment,15,OCR,Freehold,Resale,1,2350000,-,1561,Strata,01 to 05,1506,Sep-21
808,RESIDENCE 66,TELOK KURAU ROAD,Apartment,15,OCR,Freehold,Resale,1,1258000,-,915,Strata,01 to 05,1375,Sep-21
809,RESIDENTIAL APARTMENTS,STANGEE PLACE,Apartment,15,RCR,Freehold,Resale,1,1780000,-,1206,Strata,01 to 05,1476,Sep-21
810,PAYA LEBAR RESIDENCES,PAYA LEBAR ROAD,Apartment,14,RCR,Freehold,Resale,1,1428000,-,947,Strata,11 to 15,1508,Sep-21
811,THE TIER,PEGU ROAD,Apartment,12,RCR,Freehold,Resale,1,820000,-,538,Strata,06 to 10,1524,Sep-21
812,# 1 LOFT,LORONG 24 GEYLANG,Apartment,14,RCR,Freehold,Resale,1,710000,-,549,Strata,06 to 10,1293,Sep-21
813,PARC SEABREEZE,JOO CHIAT ROAD,Apartment,15,RCR,Freehold,Resale,1,2600000,-,1292,Strata,06 to 10,2013,Sep-21
814,HAIG APARTMENTS,HAIG ROAD,Apartment,15,RCR,Freehold,Resale,1,1830000,-,1711,Strata,01 to 05,1069,Sep-21
815,THE SERENNIA,PULASAN ROAD,Apartment,15,RCR,Freehold,Resale,1,840000,-,646,Strata,01 to 05,1301,Sep-21
816,KATONG REGENCY,TANJONG KATONG ROAD,Apartment,15,RCR,Freehold,Resale,1,982000,-,549,Strata,06 to 10,1789,Sep-21
817,NATURALIS,LORONG M TELOK KURAU,Apartment,15,OCR,Freehold,Resale,1,745000,-,517,Strata,01 to 05,1442,Sep-21
818,HILLCREST ARCADIA,ARCADIA ROAD,Condominium,11,CCR,99 yrs lease commencing from 1975,Resale,1,3050000,-,2433,Strata,06 to 10,1254,Sep-21
819,THE ATRIA AT MEYER,MEYER ROAD,Condominium,15,RCR,Freehold,Resale,1,2460000,-,1346,Strata,16 to 20,1828,Sep-21
820,KHEAM HOCK GARDENS,KHEAM HOCK ROAD,Condominium,11,CCR,Freehold,Resale,1,2600000,-,1765,Strata,01 to 05,1473,Sep-21
