S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
2167,CASA MERAH,TANAH MERAH KECHIL AVENUE,Apartment,16,OCR,99 yrs lease commencing from 2006,Resale,1,1730000,-,1550,Strata,01 to 05,1116,Jun-21
2168,KINGSFORD WATERBAY,UPPER SERANGOON VIEW,Apartment,19,OCR,99 yrs lease commencing from 2014,Resale,1,603000,-,474,Strata,06 to 10,1273,Jun-21
2169,BARTLEY RESIDENCES,LORONG HOW SUN,Apartment,19,OCR,99 yrs lease commencing from 2011,Resale,1,1688000,-,1163,Strata,11 to 15,1452,Jun-21
2170,TANGERINE GROVE,PAYA LEBAR CRESCENT,Condominium,19,OCR,Freehold,Resale,1,2450000,-,2121,Strata,01 to 05,1155,Jun-21
2171,THE BAYSHORE,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1993,Resale,1,1290000,-,1184,Strata,11 to 15,1089,Jun-21
2172,MELVILLE PARK,SIMEI STREET 1,Condominium,18,OCR,99 yrs lease commencing from 1992,Resale,1,690000,-,969,Strata,01 to 05,712,Jun-21
2173,WATERFRONT GOLD,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2009,Resale,1,1635000,-,1442,Strata,01 to 05,1134,Jun-21
2174,STRATUM,ELIAS ROAD,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,570000,-,452,Strata,01 to 05,1261,Jun-21
2175,AVILA GARDENS,FLORA ROAD,Condominium,17,OCR,Freehold,Resale,1,635000,-,603,Strata,01 to 05,1053,Jun-21
2176,THE PALETTE,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,840000,-,753,Strata,06 to 10,1115,Jun-21
2177,RIO VISTA,UPPER SERANGOON VIEW,Condominium,19,OCR,99 yrs lease commencing from 2001,Resale,1,1020000,-,1249,Strata,01 to 05,817,Jun-21
2178,BOATHOUSE RESIDENCES,UPPER SERANGOON VIEW,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,810000,-,732,Strata,01 to 05,1107,Jun-21
2179,MELVILLE PARK,SIMEI STREET 1,Condominium,18,OCR,99 yrs lease commencing from 1992,Resale,1,677000,-,958,Strata,06 to 10,707,Jun-21
2180,RIVERVALE CREST,RIVERVALE CRESCENT,Apartment,19,OCR,99 yrs lease commencing from 1997,Resale,1,890000,-,1206,Strata,06 to 10,738,Jun-21
2181,THE MINTON,HOUGANG STREET 11,Condominium,19,OCR,99 yrs lease commencing from 2007,Resale,1,1460000,-,1216,Strata,11 to 15,1200,Jun-21
2182,MY MANHATTAN,SIMEI STREET 3,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,1100000,-,883,Strata,01 to 05,1246,Jun-21
2183,RIPPLE BAY,PASIR RIS LINK,Condominium,18,OCR,99 yrs lease commencing from 2011,Resale,1,592000,-,484,Strata,06 to 10,1222,Jun-21
2184,DOUBLE BAY RESIDENCES,SIMEI STREET 4,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,1460000,-,1367,Strata,01 to 05,1068,Jun-21
2185,RIVER ISLES,EDGEDALE PLAINS,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,1180000,-,1066,Strata,06 to 10,1107,Jun-21
2186,THE LUXURIE,COMPASSVALE ROAD,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,1480000,-,1206,Strata,11 to 15,1228,Jun-21
2187,BISHAN POINT,BRIGHT HILL DRIVE,Condominium,20,RCR,99 yrs lease commencing from 1997,Resale,1,1110000,-,936,Strata,11 to 15,1185,Jun-21
2188,THE PALETTE,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,622000,-,495,Strata,06 to 10,1256,Jun-21
2189,AMARANDA GARDENS,SERANGOON AVENUE 3,Condominium,19,OCR,Freehold,Resale,1,1660000,-,1335,Strata,01 to 05,1244,Jun-21
2190,URBAN VISTA,TANAH MERAH KECHIL LINK,Condominium,16,OCR,99 yrs lease commencing from 2012,Resale,1,1450000,-,1098,Strata,06 to 10,1321,Jun-21
2191,RIVERSAILS,UPPER SERANGOON CRESCENT,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,940000,-,883,Strata,06 to 10,1065,Jun-21
2192,VUE 8 RESIDENCE,PASIR RIS HEIGHTS,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,1090000,-,1033,Strata,01 to 05,1055,Jun-21
2193,SAVANNAH CONDOPARK,SIMEI RISE,Condominium,18,OCR,99 yrs lease commencing from 2000,Resale,1,2180000,-,2680,Strata,06 to 10,813,Jun-21
2194,RIVERVALE CREST,RIVERVALE CRESCENT,Apartment,19,OCR,99 yrs lease commencing from 1997,Resale,1,775000,-,947,Strata,06 to 10,818,Jun-21
2195,EAST VILLAGE,UPPER CHANGI ROAD,Apartment,16,OCR,Freehold,Resale,1,575000,-,409,Strata,01 to 05,1406,Jun-21
2196,WATERFRONT WAVES,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2007,Resale,1,1400000,-,1302,Strata,01 to 05,1075,Jun-21
2197,SUITES @ PAYA LEBAR,UPPER PAYA LEBAR ROAD,Apartment,19,OCR,Freehold,Resale,1,595000,-,409,Strata,01 to 05,1455,Jun-21
2198,COMPASS HEIGHTS,SENGKANG SQUARE,Apartment,19,OCR,99 yrs lease commencing from 2000,Resale,1,955000,-,1066,Strata,06 to 10,896,Jun-21
2199,WATERFRONT GOLD,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2009,Resale,1,1050000,-,893,Strata,01 to 05,1175,Jun-21
2200,FLO RESIDENCE,PUNGGOL FIELD WALK,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,925000,-,926,Strata,11 to 15,999,Jun-21
2201,RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,1260000,-,1163,Strata,06 to 10,1084,Jun-21
2202,PARC OLYMPIA,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2012,Resale,1,757000,-,797,Strata,01 to 05,950,Jun-21
2203,EDELWEISS PARK CONDOMINIUM,FLORA ROAD,Condominium,17,OCR,Freehold,Resale,1,805000,-,947,Strata,01 to 05,850,Jun-21
2204,VUE 8 RESIDENCE,PASIR RIS HEIGHTS,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,806000,-,818,Strata,01 to 05,985,Jun-21
2205,COCO PALMS,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,900000,-,753,Strata,11 to 15,1194,Jun-21
2206,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,1265000,-,990,Strata,06 to 10,1277,Jun-21
2207,STRATUM,ELIAS ROAD,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,1500000,-,1346,Strata,01 to 05,1115,Jun-21
2208,SAVANNAH CONDOPARK,SIMEI RISE,Condominium,18,OCR,99 yrs lease commencing from 2000,Resale,1,1230000,-,1453,Strata,01 to 05,846,Jun-21
2209,TERRASSE,TERRASSE LANE,Condominium,19,OCR,99 yrs lease commencing from 2010,Resale,1,1605000,-,1453,Strata,01 to 05,1105,Jun-21
2210,HEDGES PARK CONDOMINIUM,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2010,Resale,1,1350000,-,1346,Strata,06 to 10,1003,Jun-21
2211,CASA CAMBIO,LIM TUA TOW ROAD,Condominium,19,OCR,Freehold,Resale,1,1610000,-,1399,Strata,01 to 05,1151,Jun-21
2212,WATERVIEW,TAMPINES AVENUE 1,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,1335000,-,1184,Strata,11 to 15,1127,Jun-21
2213,SAVANNAH CONDOPARK,SIMEI RISE,Condominium,18,OCR,99 yrs lease commencing from 2000,Resale,1,1000000,-,1227,Strata,01 to 05,815,Jun-21
2214,BLUWATERS,JALAN LOYANG BESAR,Apartment,17,OCR,946 yrs lease commencing from 1938,Resale,1,818000,-,818,Strata,01 to 05,1000,Jun-21
2215,TANAMERA CREST,PARI DEDAP WALK,Condominium,16,OCR,99 yrs lease commencing from 2000,Resale,1,775000,-,872,Strata,01 to 05,889,Jun-21
2216,SPAZIO @ KOVAN,UPPER SERANGOON ROAD,Apartment,19,OCR,Freehold,Resale,1,685000,-,484,Strata,01 to 05,1414,Jun-21
2217,WATERTOWN,PUNGGOL CENTRAL,Apartment,19,OCR,99 yrs lease commencing from 2011,Resale,1,790000,-,603,Strata,06 to 10,1311,Jun-21
2218,BLUWATERS,JALAN LOYANG BESAR,Apartment,17,OCR,946 yrs lease commencing from 1938,Resale,1,1080000,-,1195,Strata,01 to 05,904,Jun-21
2219,WATERTOWN,PUNGGOL CENTRAL,Apartment,19,OCR,99 yrs lease commencing from 2011,Resale,1,820000,-,581,Strata,11 to 15,1411,Jun-21
2220,WATERFRONT WAVES,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2007,Resale,1,1500000,-,1281,Strata,01 to 05,1171,Jun-21
2221,RIO VISTA,UPPER SERANGOON VIEW,Condominium,19,OCR,99 yrs lease commencing from 2001,Resale,1,962000,-,1238,Strata,01 to 05,777,Jun-21
2222,EDELWEISS PARK CONDOMINIUM,FLORA ROAD,Condominium,17,OCR,Freehold,Resale,1,918000,-,1055,Strata,01 to 05,870,Jun-21
2223,A TREASURE TROVE,PUNGGOL WALK,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,1250000,-,1044,Strata,06 to 10,1197,Jun-21
2224,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,1918000,-,1765,Strata,01 to 05,1087,Jun-21
2225,STRATUM,ELIAS ROAD,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,2128888,-,2142,Strata,01 to 05,994,Jun-21
2226,THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2013,Resale,1,1390000,-,1184,Strata,06 to 10,1174,Jun-21
2227,FLO RESIDENCE,PUNGGOL FIELD WALK,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,915000,-,926,Strata,11 to 15,988,Jun-21
2228,NV RESIDENCES,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,1068000,-,1109,Strata,06 to 10,963,Jun-21
2229,PARC CENTROS,PUNGGOL CENTRAL,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,920000,-,764,Strata,01 to 05,1204,Jun-21
2230,FLO RESIDENCE,PUNGGOL FIELD WALK,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,880000,-,969,Strata,06 to 10,908,Jun-21
2231,SUNGLADE,SERANGOON AVENUE 2,Condominium,19,OCR,99 yrs lease commencing from 2000,Resale,1,1510000,-,1378,Strata,01 to 05,1096,Jun-21
2232,THE PALETTE,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,1151000,-,1066,Strata,01 to 05,1080,Jun-21
2233,THE BAYSHORE,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1993,Resale,1,1025000,-,1012,Strata,16 to 20,1013,Jun-21
2234,OASIS @ ELIAS,ELIAS ROAD,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,1050000,-,1216,Strata,16 to 20,863,Jun-21
2235,DOUBLE BAY RESIDENCES,SIMEI STREET 4,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,1010000,-,936,Strata,01 to 05,1079,Jun-21
2236,URBAN VISTA,TANAH MERAH KECHIL LINK,Condominium,16,OCR,99 yrs lease commencing from 2012,Resale,1,740000,-,549,Strata,01 to 05,1348,Jun-21
2237,CAMBIO SUITES,LIM TUA TOW ROAD,Apartment,19,OCR,Freehold,Resale,1,1680000,-,1507,Strata,01 to 05,1115,Jun-21
2238,ARCHIPELAGO,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2011,Resale,1,770000,-,667,Strata,01 to 05,1154,Jun-21
2239,EVERGREEN PARK,HOUGANG AVENUE 7,Apartment,19,OCR,99 yrs lease commencing from 1995,Resale,1,840000,-,1066,Strata,11 to 15,788,Jun-21
2240,CASA MERAH,TANAH MERAH KECHIL AVENUE,Apartment,16,OCR,99 yrs lease commencing from 2006,Resale,1,1780000,-,1572,Strata,06 to 10,1133,Jun-21
2241,EDELWEISS PARK CONDOMINIUM,FLORA ROAD,Condominium,17,OCR,Freehold,Resale,1,798000,-,915,Strata,01 to 05,872,Jun-21
2242,Q BAY RESIDENCES,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,880000,-,797,Strata,06 to 10,1105,Jun-21
2243,CHANGI RISE CONDOMINIUM,SIMEI RISE,Condominium,18,OCR,99 yrs lease commencing from 2000,Resale,1,1030000,-,1259,Strata,06 to 10,818,Jun-21
2244,EDELWEISS PARK CONDOMINIUM,FLORA ROAD,Condominium,17,OCR,Freehold,Resale,1,950000,-,1055,Strata,01 to 05,901,Jun-21
2245,ARCHIPELAGO,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2011,Resale,1,950000,-,840,Strata,01 to 05,1132,Jun-21
2246,THE MINTON,HOUGANG STREET 11,Condominium,19,OCR,99 yrs lease commencing from 2007,Resale,1,1160000,-,980,Strata,11 to 15,1184,Jun-21
2247,OPTIMA @ TANAH MERAH,TANAH MERAH KECHIL AVENUE,Condominium,16,OCR,99 yrs lease commencing from 2008,Resale,1,1120000,-,947,Strata,01 to 05,1182,Jun-21
2248,Q BAY RESIDENCES,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,600000,-,527,Strata,01 to 05,1138,Jun-21
2249,SUNHAVEN,UPPER CHANGI ROAD EAST,Condominium,16,OCR,Freehold,Resale,1,1038000,-,990,Strata,06 to 10,1048,Jun-21
2250,TANAMERA CREST,PARI DEDAP WALK,Condominium,16,OCR,99 yrs lease commencing from 2000,Resale,1,945000,-,1173,Strata,06 to 10,805,Jun-21
2251,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,Resale,1,1285000,-,753,Strata,11 to 15,1705,Jun-21
2252,CARISSA PARK CONDOMINIUM,FLORA DRIVE,Condominium,17,OCR,Freehold,Resale,1,1158000,-,1238,Strata,06 to 10,935,Jun-21
2253,CHANGI RISE CONDOMINIUM,SIMEI RISE,Condominium,18,OCR,99 yrs lease commencing from 2000,Resale,1,1280000,-,1496,Strata,01 to 05,856,Jun-21
2254,BEDOK RESIDENCES,BEDOK NORTH DRIVE,Apartment,16,OCR,99 yrs lease commencing from 2011,Resale,1,1335000,-,850,Strata,06 to 10,1570,Jun-21
2255,TROPICAL SPRING,SIMEI STREET 4,Condominium,18,OCR,99 yrs lease commencing from 1997,Resale,1,1188000,-,1335,Strata,01 to 05,890,Jun-21
2256,THOMSON IMPRESSIONS,LORONG PUNTONG,Apartment,20,RCR,99 yrs lease commencing from 2015,Resale,1,749018,-,463,Strata,01 to 05,1618,Jun-21
2257,Q BAY RESIDENCES,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,1350000,-,1119,Strata,11 to 15,1206,Jun-21
2258,THE LUXURIE,COMPASSVALE ROAD,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,1756000,-,2067,Strata,01 to 05,850,Jun-21
2259,RIPPLE BAY,PASIR RIS LINK,Condominium,18,OCR,99 yrs lease commencing from 2011,Resale,1,2100000,-,2239,Strata,11 to 15,938,Jun-21
2260,KOVAN RESIDENCES,KOVAN ROAD,Condominium,19,OCR,99 yrs lease commencing from 2007,Resale,1,2280000,-,1798,Strata,11 to 15,1268,Jun-21
2261,THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2013,Resale,1,630000,-,527,Strata,06 to 10,1194,Jun-21
2262,THE GARDENS AT BISHAN,SIN MING WALK,Condominium,20,RCR,99 yrs lease commencing from 1997,Resale,1,1130000,-,883,Strata,11 to 15,1280,Jun-21
2263,A TREASURE TROVE,PUNGGOL WALK,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,1390000,-,1206,Strata,11 to 15,1153,Jun-21
2264,SKY HABITAT,BISHAN STREET 15,Condominium,20,RCR,99 yrs lease commencing from 2011,Resale,1,1930000,-,1485,Strata,01 to 05,1299,Jun-21
2265,BOATHOUSE RESIDENCES,UPPER SERANGOON VIEW,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,881800,-,840,Strata,01 to 05,1050,Jun-21
2266,THE SUMMIT,UPPER EAST COAST ROAD,Condominium,16,OCR,Freehold,Resale,1,1725000,-,1238,Strata,01 to 05,1394,Jun-21
2267,BLEU @ EAST COAST,UPPER EAST COAST ROAD,Condominium,16,OCR,Freehold,Resale,1,1438000,-,1066,Strata,01 to 05,1349,Jun-21
2268,RIVERSAILS,UPPER SERANGOON CRESCENT,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,900000,-,850,Strata,11 to 15,1058,Jun-21
2269,PALM ISLES,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2011,Resale,1,740000,-,786,Strata,01 to 05,942,Jun-21
2270,AQUARIUS BY THE PARK,BEDOK RESERVOIR VIEW,Condominium,16,OCR,99 yrs lease commencing from 1996,Resale,1,850000,-,893,Strata,11 to 15,951,Jun-21
2271,SEASTRAND,PASIR RIS LINK,Condominium,18,OCR,99 yrs lease commencing from 2011,Resale,1,615000,-,570,Strata,06 to 10,1078,Jun-21
2272,BOONVIEW,MARYMOUNT TERRACE,Condominium,20,RCR,Freehold,Resale,1,930000,-,646,Strata,01 to 05,1440,Jun-21
2273,THE PALETTE,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,1300000,-,1378,Strata,11 to 15,944,Jun-21
2274,OASIS @ ELIAS,ELIAS ROAD,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,1370000,-,1410,Strata,11 to 15,972,Jun-21
2275,KOVAN MELODY,KOVAN ROAD,Condominium,19,OCR,99 yrs lease commencing from 2004,Resale,1,1620000,-,1292,Strata,16 to 20,1254,Jun-21
2276,THOMSON THREE,BRIGHT HILL DRIVE,Apartment,20,RCR,99 yrs lease commencing from 2012,Resale,1,1428000,-,1066,Strata,21 to 25,1340,Jun-21
2277,THOMSON THREE,BRIGHT HILL DRIVE,Apartment,20,RCR,99 yrs lease commencing from 2012,Resale,1,1240000,-,732,Strata,06 to 10,1694,Jun-21
2278,KINGSFORD WATERBAY,UPPER SERANGOON VIEW,Apartment,19,OCR,99 yrs lease commencing from 2014,Resale,1,1400000,-,1109,Strata,01 to 05,1263,Jun-21
2279,REGENTVILLE,HOUGANG STREET 92,Apartment,19,OCR,99 yrs lease commencing from 1996,Resale,1,860000,-,1076,Strata,01 to 05,799,Jun-21
2280,KINGSFORD WATERBAY,UPPER SERANGOON VIEW,Apartment,19,OCR,99 yrs lease commencing from 2014,Resale,1,1360000,-,1055,Strata,01 to 05,1289,Jun-21
2281,Q BAY RESIDENCES,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,1780000,-,1733,Strata,01 to 05,1027,Jun-21
2282,BAYSHORE PARK,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1982,Resale,1,1040000,-,936,Strata,16 to 20,1111,Jun-21
2283,ECO,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2012,Resale,1,800000,-,581,Strata,06 to 10,1376,Jun-21
2284,SEASTRAND,PASIR RIS LINK,Condominium,18,OCR,99 yrs lease commencing from 2011,Resale,1,860000,-,883,Strata,11 to 15,974,Jun-21
2285,TANGERINE GROVE,PAYA LEBAR CRESCENT,Condominium,19,OCR,Freehold,Resale,1,1218000,-,926,Strata,01 to 05,1316,Jun-21
2286,ELIAS GREEN,ELIAS GREEN,Condominium,18,OCR,99 yrs lease commencing from 1991,Resale,1,1100000,-,1550,Strata,01 to 05,710,Jun-21
2287,THE PANORAMA,ANG MO KIO AVENUE 2,Condominium,20,OCR,99 yrs lease commencing from 2013,Resale,1,990000,-,678,Strata,01 to 05,1460,Jun-21
2288,WATERFRONT WAVES,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2007,Resale,1,1600000,-,1421,Strata,01 to 05,1126,Jun-21
2289,SUNGLADE,SERANGOON AVENUE 2,Condominium,19,OCR,99 yrs lease commencing from 2000,Resale,1,1265000,-,1044,Strata,11 to 15,1212,Jun-21
2290,THE PROMENADE@PELIKAT,JALAN PELIKAT,Apartment,19,OCR,Freehold,Resale,1,1354000,-,1378,Strata,01 to 05,983,Jun-21
2291,COMPASS HEIGHTS,SENGKANG SQUARE,Apartment,19,OCR,99 yrs lease commencing from 2000,Resale,1,1188000,-,1335,Strata,01 to 05,890,Jun-21
2292,THOMSON THREE,BRIGHT HILL DRIVE,Apartment,20,RCR,99 yrs lease commencing from 2012,Resale,1,1585000,-,1044,Strata,06 to 10,1518,Jun-21
2293,HOUGANG GREEN,BUANGKOK GREEN,Apartment,19,OCR,99 yrs lease commencing from 1994,Resale,1,750000,-,1141,Strata,11 to 15,657,Jun-21
2294,THE GARDENS AT BISHAN,SIN MING WALK,Condominium,20,RCR,99 yrs lease commencing from 1997,Resale,1,1248000,-,1399,Strata,01 to 05,892,Jun-21
2295,CARISSA PARK CONDOMINIUM,FLORA DRIVE,Condominium,17,OCR,Freehold,Resale,1,1223000,-,1324,Strata,01 to 05,924,Jun-21
2296,STRATFORD COURT,BEDOK RIA CRESCENT,Condominium,16,OCR,99 yrs lease commencing from 1995,Resale,1,1130000,-,1346,Strata,01 to 05,840,Jun-21
2297,BOATHOUSE RESIDENCES,UPPER SERANGOON VIEW,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,668000,-,624,Strata,01 to 05,1070,Jun-21
2298,THE INFLORA,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2012,Resale,1,1302000,-,1582,Strata,06 to 10,823,Jun-21
2299,BAYSHORE PARK,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1982,Resale,1,990000,-,936,Strata,01 to 05,1057,Jun-21
2300,WATERFRONT KEY,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2007,Resale,1,1780000,-,1518,Strata,06 to 10,1173,Jun-21
2301,EASTWOOD GREEN,EASTWOOD ROAD,Condominium,16,OCR,99 yrs lease commencing from 1995,Resale,1,865000,-,980,Strata,01 to 05,883,Jun-21
2302,D'NEST,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,960000,-,936,Strata,01 to 05,1025,Jun-21
2303,COMPASS HEIGHTS,SENGKANG SQUARE,Apartment,19,OCR,99 yrs lease commencing from 2000,Resale,1,1300000,-,1324,Strata,06 to 10,982,Jun-21
2304,CHERRYHILL,LORONG LEW LIAN,Condominium,19,OCR,Freehold,Resale,1,1933200,-,1744,Strata,01 to 05,1109,Jun-21
2305,TRILIVE,TAMPINES ROAD,Condominium,19,OCR,Freehold,Resale,1,850000,-,624,Strata,01 to 05,1361,Jun-21
2306,CARISSA PARK CONDOMINIUM,FLORA DRIVE,Condominium,17,OCR,Freehold,Resale,1,1480000,-,1647,Strata,01 to 05,899,Jun-21
2307,PARC CENTROS,PUNGGOL CENTRAL,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,1150000,-,990,Strata,06 to 10,1161,Jun-21
2308,WATERTOWN,PUNGGOL CENTRAL,Apartment,19,OCR,99 yrs lease commencing from 2011,Resale,1,1560000,-,1109,Strata,06 to 10,1407,Jun-21
2309,KINGSFORD WATERBAY,UPPER SERANGOON VIEW,Apartment,19,OCR,99 yrs lease commencing from 2014,Resale,1,1630000,-,1259,Strata,16 to 20,1294,Jun-21
2310,FLAME TREE PARK,SIN MING AVENUE,Condominium,20,RCR,Freehold,Resale,1,2570000,-,1862,Strata,06 to 10,1380,Jun-21
2311,THOMSON GRAND,SIN MING WALK,Condominium,20,RCR,99 yrs lease commencing from 2010,Resale,1,2050000,-,1389,Strata,11 to 15,1476,Jun-21
2312,THE MINTON,HOUGANG STREET 11,Condominium,19,OCR,99 yrs lease commencing from 2007,Resale,1,1415000,-,1216,Strata,01 to 05,1163,Jun-21
2313,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,1015000,-,786,Strata,06 to 10,1292,Jun-21
2314,WATERFRONT ISLE,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2009,Resale,1,1360000,-,1076,Strata,11 to 15,1263,Jun-21
2315,A TREASURE TROVE,PUNGGOL WALK,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,1400000,-,1206,Strata,06 to 10,1161,Jun-21
2316,RIVIERA RESIDENCES,RIVIERA DRIVE,Condominium,16,OCR,Freehold,Resale,1,1190000,-,786,Strata,06 to 10,1514,Jun-21
2317,RIPPLE BAY,PASIR RIS LINK,Condominium,18,OCR,99 yrs lease commencing from 2011,Resale,1,592000,-,538,Strata,11 to 15,1100,Jun-21
2318,SEA ESTA,PASIR RIS LINK,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,1560000,-,1787,Strata,11 to 15,873,Jun-21
2319,THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2013,Resale,1,1330000,-,1044,Strata,06 to 10,1274,Jun-21
2320,RIVERSAILS,UPPER SERANGOON CRESCENT,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,868000,-,883,Strata,01 to 05,983,Jun-21
2321,CARISSA PARK CONDOMINIUM,FLORA DRIVE,Condominium,17,OCR,Freehold,Resale,1,1238000,-,1324,Strata,01 to 05,935,Jun-21
2322,THE BAYSHORE,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1993,Resale,1,995000,-,980,Strata,16 to 20,1016,Jun-21
2323,WATERFRONT ISLE,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2009,Resale,1,1095000,-,904,Strata,06 to 10,1211,Jun-21
2324,SKY VUE,BISHAN STREET 15,Condominium,20,RCR,99 yrs lease commencing from 2013,Resale,1,2064000,-,1141,Strata,31 to 35,1809,Jun-21
2325,SKY HABITAT,BISHAN STREET 15,Condominium,20,RCR,99 yrs lease commencing from 2011,Resale,1,1130000,-,710,Strata,21 to 25,1591,Jun-21
2326,VUE 8 RESIDENCE,PASIR RIS HEIGHTS,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,1575000,-,1346,Strata,06 to 10,1171,Jun-21
2327,LIGHTHOUSE,JALAN LOYANG BESAR,Condominium,17,OCR,99 yrs lease commencing from 1993,Resale,1,820000,-,1216,Strata,01 to 05,674,Jun-21
2328,MIDTOWN RESIDENCES,UPPER SERANGOON ROAD,Apartment,19,OCR,99 yrs lease commencing from 2013,Resale,1,880000,-,646,Strata,06 to 10,1363,Jun-21
2329,JANSEN 28,JANSEN ROAD,Apartment,19,OCR,999 yrs lease commencing from 1876,Resale,1,1450000,-,1690,Strata,01 to 05,858,Jun-21
2330,CASA ROSA,LORONG ONG LYE,Condominium,19,OCR,99 yrs lease commencing from 1998,Resale,1,1100000,-,1130,Strata,01 to 05,973,Jun-21
