S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
1,THE QUARTZ,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2005,Resale,1,1590000,-,1367,Strata,06 to 10,1163,Dec-21
2,THE PALETTE,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,670000,-,506,Strata,06 to 10,1324,Dec-21
3,AQUARIUS BY THE PARK,BEDOK RESERVOIR VIEW,Condominium,16,OCR,99 yrs lease commencing from 1996,Resale,1,885000,-,1098,Strata,01 to 05,806,Dec-21
4,D'NEST,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,2000000,-,1765,Strata,01 to 05,1133,Dec-21
5,PALM ISLES,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2011,Resale,1,808000,-,807,Strata,01 to 05,1001,Dec-21
6,BARTLEY RESIDENCES,LORONG HOW SUN,Apartment,19,OCR,99 yrs lease commencing from 2011,Resale,1,1150000,-,797,Strata,06 to 10,1444,Dec-21
7,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,1180000,-,893,Strata,06 to 10,1321,Dec-21
8,HEDGES PARK CONDOMINIUM,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2010,Resale,1,800000,-,797,Strata,06 to 10,1004,Dec-21
9,THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2013,Resale,1,1250000,-,1109,Strata,01 to 05,1127,Dec-21
10,THE DAFFODIL,UPPER EAST COAST ROAD,Apartment,16,OCR,Freehold,Resale,1,1000000,-,969,Strata,B1 to B5,1032,Dec-21
11,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,1015000,-,904,Strata,01 to 05,1123,Dec-21
12,THE QUINN,BARTLEY ROAD,Apartment,19,OCR,Freehold,Resale,1,870000,-,560,Strata,01 to 05,1554,Dec-21
13,CARDIFF RESIDENCE,CARDIFF GROVE,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,605050,-,409,Strata,01 to 05,1479,Dec-21
14,D'NEST,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,1350000,-,1130,Strata,01 to 05,1194,Dec-21
15,THE SPRINGBLOOM,SERANGOON AVENUE 3,Condominium,19,OCR,99 yrs lease commencing from 1995,Resale,1,1300000,-,1130,Strata,06 to 10,1150,Dec-21
16,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,1140000,-,840,Strata,06 to 10,1358,Dec-21
17,A TREASURE TROVE,PUNGGOL WALK,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,1292000,-,1044,Strata,01 to 05,1237,Dec-21
18,UBER 388,UPPER EAST COAST ROAD,Condominium,16,OCR,Freehold,Resale,1,2500000,-,1518,Strata,01 to 05,1647,Dec-21
19,MODENA,SIMEI STREET 4,Condominium,18,OCR,99 yrs lease commencing from 1997,Resale,1,1690000,-,1561,Strata,06 to 10,1083,Dec-21
20,SKY HABITAT,BISHAN STREET 15,Condominium,20,RCR,99 yrs lease commencing from 2011,Resale,1,2250000,-,1356,Strata,26 to 30,1659,Dec-21
21,WATERTOWN,PUNGGOL CENTRAL,Apartment,19,OCR,99 yrs lease commencing from 2011,Resale,1,1370000,-,915,Strata,11 to 15,1497,Dec-21
22,THE MINTON,HOUGANG STREET 11,Condominium,19,OCR,99 yrs lease commencing from 2007,Resale,1,1448000,-,1346,Strata,16 to 20,1076,Dec-21
23,COCO PALMS,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,1810000,-,1378,Strata,11 to 15,1314,Nov-21
24,RIO VISTA,UPPER SERANGOON VIEW,Condominium,19,OCR,99 yrs lease commencing from 2001,Resale,1,1370000,-,1378,Strata,01 to 05,994,Nov-21
25,WATERVIEW,TAMPINES AVENUE 1,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,1238000,-,1130,Strata,01 to 05,1095,Nov-21
26,D'NEST,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,615000,-,484,Strata,01 to 05,1270,Nov-21
27,RIVER ISLES,EDGEDALE PLAINS,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,1618000,-,1475,Strata,16 to 20,1097,Nov-21
28,STARS OF KOVAN,UPPER SERANGOON ROAD,Apartment,19,OCR,99 yrs lease commencing from 2015,Resale,1,1250000,-,743,Strata,11 to 15,1683,Nov-21
29,PALM GROVE CONDOMINIUM,PALM GROVE AVENUE,Condominium,19,OCR,999 yrs lease commencing from 1878,Resale,1,2438000,-,1841,Strata,01 to 05,1325,Nov-21
30,LIVIA,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,1550000,-,1539,Strata,06 to 10,1007,Nov-21
31,COASTAL BREEZE RESIDENCES,LOYANG BESAR CLOSE,Condominium,17,OCR,99 yrs lease commencing from 2008,Resale,1,1244888,-,1335,Strata,01 to 05,933,Nov-21
32,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,Resale,1,2418000,-,1389,Strata,16 to 20,1741,Nov-21
33,RIO VISTA,UPPER SERANGOON VIEW,Condominium,19,OCR,99 yrs lease commencing from 2001,Resale,1,1265000,-,1378,Strata,11 to 15,918,Nov-21
34,WATERFRONT GOLD,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2009,Resale,1,760000,-,581,Strata,11 to 15,1308,Nov-21
35,THE CLEARWATER,BEDOK RESERVOIR VIEW,Condominium,16,OCR,99 yrs lease commencing from 1997,Resale,1,1310000,-,1227,Strata,11 to 15,1068,Nov-21
36,GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,Resale,1,1608000,-,1141,Strata,11 to 15,1409,Nov-21
37,LAGUNA 88,EASTWOOD ROAD,Condominium,16,OCR,99 yrs lease commencing from 1995,Resale,1,2000000,-,2357,Strata,01 to 05,848,Nov-21
38,FERRARIA PARK CONDOMINIUM,FLORA DRIVE,Condominium,17,OCR,Freehold,Resale,1,890000,-,883,Strata,01 to 05,1008,Nov-21
39,PARC OLYMPIA,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2012,Resale,1,608000,-,495,Strata,06 to 10,1228,Nov-21
40,BEDOK RESIDENCES,BEDOK NORTH DRIVE,Apartment,16,OCR,99 yrs lease commencing from 2011,Resale,1,2218000,-,1485,Strata,06 to 10,1493,Nov-21
41,3@SANDILANDS,SANDILANDS ROAD,Apartment,19,OCR,999 yrs lease commencing from 1886,Resale,1,905000,-,775,Strata,01 to 05,1168,Nov-21
42,WATERTOWN,PUNGGOL CENTRAL,Apartment,19,OCR,99 yrs lease commencing from 2011,Resale,1,772188,-,527,Strata,06 to 10,1464,Nov-21
43,KINGSFORD WATERBAY,UPPER SERANGOON VIEW,Apartment,19,OCR,99 yrs lease commencing from 2014,Resale,1,768000,-,624,Strata,06 to 10,1230,Nov-21
44,THE SPRINGBLOOM,SERANGOON AVENUE 3,Condominium,19,OCR,99 yrs lease commencing from 1995,Resale,1,1700000,-,1453,Strata,01 to 05,1170,Nov-21
45,TERRASSE,TERRASSE LANE,Condominium,19,OCR,99 yrs lease commencing from 2010,Resale,1,1350000,-,1109,Strata,01 to 05,1218,Nov-21
46,COSTA DEL SOL,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1997,Resale,1,1900000,-,1227,Strata,21 to 25,1548,Nov-21
47,THE TAPESTRY,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2017,Resale,1,1380000,-,926,Strata,01 to 05,1491,Nov-21
48,AQUARIUS BY THE PARK,BEDOK RESERVOIR VIEW,Condominium,16,OCR,99 yrs lease commencing from 1996,Resale,1,825000,-,893,Strata,01 to 05,923,Nov-21
49,SEASTRAND,PASIR RIS LINK,Condominium,18,OCR,99 yrs lease commencing from 2011,Resale,1,643000,-,581,Strata,01 to 05,1106,Nov-21
50,SEA ESTA,PASIR RIS LINK,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,1210000,-,1098,Strata,06 to 10,1102,Nov-21
51,WATERTOWN,PUNGGOL CENTRAL,Apartment,19,OCR,99 yrs lease commencing from 2011,Resale,1,815000,-,560,Strata,11 to 15,1456,Nov-21
52,SUNHAVEN,UPPER CHANGI ROAD EAST,Condominium,16,OCR,Freehold,Resale,1,1338000,-,1281,Strata,06 to 10,1045,Nov-21
53,ESTELLA GARDENS,FLORA ROAD,Condominium,17,OCR,Freehold,Resale,1,680000,-,657,Strata,06 to 10,1036,Nov-21
54,EDELWEISS PARK CONDOMINIUM,FLORA ROAD,Condominium,17,OCR,Freehold,Resale,1,1150000,-,1281,Strata,01 to 05,898,Nov-21
55,KINGSFORD WATERBAY,UPPER SERANGOON VIEW,Apartment,19,OCR,99 yrs lease commencing from 2014,Resale,1,775000,-,614,Strata,06 to 10,1263,Nov-21
56,KINGSFORD WATERBAY,UPPER SERANGOON VIEW,Apartment,19,OCR,99 yrs lease commencing from 2014,Resale,1,600000,-,474,Strata,06 to 10,1267,Nov-21
57,FLO RESIDENCE,PUNGGOL FIELD WALK,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,1650000,-,2067,Strata,16 to 20,798,Nov-21
58,SUNGLADE,SERANGOON AVENUE 2,Condominium,19,OCR,99 yrs lease commencing from 2000,Resale,1,1660000,-,1518,Strata,01 to 05,1094,Nov-21
59,D'NEST,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,1672000,-,1410,Strata,06 to 10,1186,Nov-21
60,NV RESIDENCES,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,818000,-,797,Strata,06 to 10,1027,Nov-21
61,RIPPLE BAY,PASIR RIS LINK,Condominium,18,OCR,99 yrs lease commencing from 2011,Resale,1,1570000,-,1281,Strata,06 to 10,1226,Nov-21
62,THE BAYSHORE,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1993,Resale,1,1150000,-,980,Strata,26 to 30,1174,Nov-21
63,THE MINTON,HOUGANG STREET 11,Condominium,19,OCR,99 yrs lease commencing from 2007,Resale,1,820000,-,710,Strata,01 to 05,1154,Nov-21
64,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,1510000,-,1141,Strata,01 to 05,1323,Nov-21
65,DOUBLE BAY RESIDENCES,SIMEI STREET 4,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,1460000,-,1313,Strata,11 to 15,1112,Nov-21
66,COCO PALMS,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,660000,-,463,Strata,11 to 15,1426,Nov-21
67,A TREASURE TROVE,PUNGGOL WALK,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,1300000,-,1044,Strata,11 to 15,1245,Nov-21
68,GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,Resale,1,1500000,-,883,Strata,11 to 15,1699,Nov-21
69,KEW GREEN,KEW CRESCENT,Condominium,16,OCR,99 yrs lease commencing from 1994,Resale,1,2600000,-,2992,Strata,-,869,Nov-21
70,WATERVIEW,TAMPINES AVENUE 1,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,1320000,-,1184,Strata,06 to 10,1115,Nov-21
71,CHANGI RISE CONDOMINIUM,SIMEI RISE,Condominium,18,OCR,99 yrs lease commencing from 2000,Resale,1,1270000,-,1475,Strata,01 to 05,861,Nov-21
72,MELVILLE PARK,SIMEI STREET 1,Condominium,18,OCR,99 yrs lease commencing from 1992,Resale,1,745000,-,958,Strata,06 to 10,778,Nov-21
73,DOUBLE BAY RESIDENCES,SIMEI STREET 4,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,1080000,-,936,Strata,06 to 10,1153,Nov-21
74,KINGSFORD WATERBAY,UPPER SERANGOON VIEW,Apartment,19,OCR,99 yrs lease commencing from 2014,Resale,1,1068000,-,893,Strata,11 to 15,1195,Nov-21
75,THE PROMENADE@PELIKAT,JALAN PELIKAT,Apartment,19,OCR,Freehold,Resale,1,620000,-,452,Strata,01 to 05,1371,Nov-21
76,BRADDELL VIEW,BRADDELL HILL,Apartment,20,RCR,103 yrs lease commencing from 1977,Resale,1,1835000,-,1798,Strata,01 to 05,1021,Nov-21
77,WATERTOWN,PUNGGOL CENTRAL,Apartment,19,OCR,99 yrs lease commencing from 2011,Resale,1,840000,-,570,Strata,01 to 05,1472,Nov-21
78,THE GLADES,BEDOK RISE,Condominium,16,OCR,99 yrs lease commencing from 2013,Resale,1,715000,-,484,Strata,01 to 05,1476,Nov-21
79,RIPPLE BAY,PASIR RIS LINK,Condominium,18,OCR,99 yrs lease commencing from 2011,Resale,1,878000,-,764,Strata,06 to 10,1149,Nov-21
80,WATERVIEW,TAMPINES AVENUE 1,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,830000,-,786,Strata,01 to 05,1056,Nov-21
81,CLOVER BY THE PARK,BISHAN STREET 25,Condominium,20,RCR,99 yrs lease commencing from 2007,Resale,1,3300000,-,2573,Strata,36 to 40,1283,Nov-21
82,THE GLADES,BEDOK RISE,Condominium,16,OCR,99 yrs lease commencing from 2013,Resale,1,992000,-,678,Strata,01 to 05,1463,Nov-21
83,PARC CENTROS,PUNGGOL CENTRAL,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,1400000,-,1141,Strata,11 to 15,1227,Nov-21
84,THE MINTON,HOUGANG STREET 11,Condominium,19,OCR,99 yrs lease commencing from 2007,Resale,1,1070000,-,980,Strata,01 to 05,1092,Nov-21
85,DAHLIA PARK CONDOMINIUM,FLORA DRIVE,Condominium,17,OCR,Freehold,Resale,1,1167000,-,1270,Strata,06 to 10,919,Nov-21
86,Q BAY RESIDENCES,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,935000,-,797,Strata,06 to 10,1174,Nov-21
87,THE PALETTE,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,1230000,-,1066,Strata,11 to 15,1154,Nov-21
88,COCO PALMS,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,1025000,-,904,Strata,01 to 05,1134,Nov-21
89,SIN MING PLAZA,SIN MING ROAD,Apartment,20,RCR,Freehold,Resale,1,2250000,-,2142,Strata,01 to 05,1050,Nov-21
90,PALM GROVE CONDOMINIUM,PALM GROVE AVENUE,Condominium,19,OCR,999 yrs lease commencing from 1878,Resale,1,1888000,-,1496,Strata,01 to 05,1262,Nov-21
91,THE GARDENS AT BISHAN,SIN MING WALK,Condominium,20,RCR,99 yrs lease commencing from 1997,Resale,1,1550000,-,1227,Strata,11 to 15,1263,Nov-21
92,STARS OF KOVAN,UPPER SERANGOON ROAD,Apartment,19,OCR,99 yrs lease commencing from 2015,Resale,1,1220000,-,743,Strata,11 to 15,1643,Nov-21
93,WATERTOWN,PUNGGOL CENTRAL,Apartment,19,OCR,99 yrs lease commencing from 2011,Resale,1,835000,-,603,Strata,11 to 15,1385,Nov-21
94,THOMSON THREE,BRIGHT HILL DRIVE,Apartment,20,RCR,99 yrs lease commencing from 2012,Resale,1,1860000,-,1141,Strata,06 to 10,1630,Nov-21
95,THE INFLORA,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2012,Resale,1,830000,-,818,Strata,01 to 05,1015,Nov-21
96,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,2600000,-,2067,Strata,16 to 20,1258,Nov-21
97,KINGSFORD WATERBAY,UPPER SERANGOON VIEW,Apartment,19,OCR,99 yrs lease commencing from 2014,Resale,1,650000,-,474,Strata,11 to 15,1372,Nov-21
98,THE LUXURIE,COMPASSVALE ROAD,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,998000,-,797,Strata,01 to 05,1253,Nov-21
99,D'NEST,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,610000,-,484,Strata,01 to 05,1259,Nov-21
100,A TREASURE TROVE,PUNGGOL WALK,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,1450000,-,1206,Strata,01 to 05,1203,Nov-21
101,THE GARDENS AT BISHAN,SIN MING WALK,Condominium,20,RCR,99 yrs lease commencing from 1997,Resale,1,995000,-,883,Strata,01 to 05,1127,Nov-21
102,THE GARDENS AT BISHAN,SIN MING WALK,Condominium,20,RCR,99 yrs lease commencing from 1997,Resale,1,1480000,-,1152,Strata,11 to 15,1285,Nov-21
103,COCO PALMS,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,1185000,-,915,Strata,01 to 05,1295,Nov-21
104,GRANDEUR 8,ANG MO KIO CENTRAL 3,Condominium,20,OCR,99 yrs lease commencing from 2002,Resale,1,1247000,-,1130,Strata,06 to 10,1103,Nov-21
105,THE GLADES,BEDOK RISE,Condominium,16,OCR,99 yrs lease commencing from 2013,Resale,1,655000,-,484,Strata,01 to 05,1352,Nov-21
106,KOVAN MELODY,KOVAN ROAD,Condominium,19,OCR,99 yrs lease commencing from 2004,Resale,1,1080000,-,872,Strata,06 to 10,1239,Nov-21
107,PALM ISLES,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2011,Resale,1,608000,-,517,Strata,01 to 05,1177,Nov-21
108,PALM ISLES,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2011,Resale,1,610000,-,517,Strata,01 to 05,1181,Nov-21
109,BAYSHORE PARK,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1982,Resale,1,1070000,-,936,Strata,06 to 10,1143,Nov-21
110,THE FLORENTINE,FLORENCE ROAD,Apartment,19,OCR,947 yrs lease commencing from 1934,Resale,1,1800000,-,1787,Strata,01 to 05,1007,Nov-21
111,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,Resale,1,1150000,-,915,Strata,01 to 05,1257,Nov-21
112,ESTELLA GARDENS,FLORA ROAD,Condominium,17,OCR,Freehold,Resale,1,653000,-,657,Strata,06 to 10,995,Nov-21
113,WATERFRONT GOLD,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2009,Resale,1,1570000,-,1227,Strata,01 to 05,1279,Nov-21
114,RIVERVALE CREST,RIVERVALE CRESCENT,Apartment,19,OCR,99 yrs lease commencing from 1997,Resale,1,930000,-,1195,Strata,11 to 15,778,Nov-21
115,THE TROPICA,TAMPINES AVENUE 1,Condominium,18,OCR,99 yrs lease commencing from 1996,Resale,1,1188000,-,1238,Strata,01 to 05,960,Nov-21
116,URBAN VISTA,TANAH MERAH KECHIL LINK,Condominium,16,OCR,99 yrs lease commencing from 2012,Resale,1,635000,-,441,Strata,06 to 10,1439,Nov-21
117,PARC CENTROS,PUNGGOL CENTRAL,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,2300000,-,1991,Strata,16 to 20,1155,Nov-21
118,SEA ESTA,PASIR RIS LINK,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,1650000,-,1744,Strata,01 to 05,946,Nov-21
119,PARC OLYMPIA,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2012,Resale,1,1450000,-,1485,Strata,01 to 05,976,Nov-21
120,GRANDEUR 8,ANG MO KIO CENTRAL 3,Condominium,20,OCR,99 yrs lease commencing from 2002,Resale,1,1430000,-,1259,Strata,01 to 05,1135,Nov-21
121,KOVAN REGENCY,KOVAN RISE,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,1745000,-,1130,Strata,06 to 10,1544,Nov-21
122,AVILA GARDENS,FLORA ROAD,Condominium,17,OCR,Freehold,Resale,1,1750000,-,1755,Strata,01 to 05,997,Nov-21
123,KOVAN MELODY,KOVAN ROAD,Condominium,19,OCR,99 yrs lease commencing from 2004,Resale,1,1158000,-,872,Strata,11 to 15,1328,Nov-21
124,THE MINTON,HOUGANG STREET 11,Condominium,19,OCR,99 yrs lease commencing from 2007,Resale,1,795000,-,700,Strata,11 to 15,1136,Nov-21
125,COASTAL BREEZE RESIDENCES,LOYANG BESAR CLOSE,Condominium,17,OCR,99 yrs lease commencing from 2008,Resale,1,1024000,-,1173,Strata,01 to 05,873,Nov-21
126,BARTLEY RESIDENCES,LORONG HOW SUN,Apartment,19,OCR,99 yrs lease commencing from 2011,Resale,1,1530000,-,1076,Strata,01 to 05,1421,Nov-21
127,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,1288000,-,926,Strata,11 to 15,1391,Nov-21
128,URBAN VISTA,TANAH MERAH KECHIL LINK,Condominium,16,OCR,99 yrs lease commencing from 2012,Resale,1,1150000,-,850,Strata,06 to 10,1352,Nov-21
129,THE SPRINGBLOOM,SERANGOON AVENUE 3,Condominium,19,OCR,99 yrs lease commencing from 1995,Resale,1,1850000,-,1647,Strata,11 to 15,1123,Nov-21
130,WATERVIEW,TAMPINES AVENUE 1,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,928000,-,926,Strata,01 to 05,1002,Nov-21
131,THE WATERLINE,POH HUAT ROAD WEST,Condominium,19,OCR,Freehold,Resale,1,1000000,-,883,Strata,01 to 05,1133,Nov-21
132,THE BAYSHORE,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1993,Resale,1,1740000,-,1432,Strata,26 to 30,1215,Nov-21
133,GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 2016,Resale,1,1300000,-,893,Strata,01 to 05,1455,Nov-21
134,ADANA @ THOMSON,OLD UPPER THOMSON ROAD,Apartment,20,OCR,Freehold,Resale,1,1645000,-,947,Strata,01 to 05,1737,Nov-21
135,COCO PALMS,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,1280000,-,915,Strata,11 to 15,1399,Nov-21
136,THE INFLORA,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2012,Resale,1,1516000,-,1464,Strata,06 to 10,1036,Nov-21
137,THE MINTON,HOUGANG STREET 11,Condominium,19,OCR,99 yrs lease commencing from 2007,Resale,1,1600000,-,1733,Strata,01 to 05,923,Nov-21
138,PARC VERA,HOUGANG STREET 32,Condominium,19,OCR,99 yrs lease commencing from 2010,Resale,1,1200000,-,1141,Strata,06 to 10,1052,Nov-21
139,TROPICANA CONDOMINIUM,JALAN TIGA RATUS,Condominium,16,OCR,999 yrs lease commencing from 1885,Resale,1,1680000,-,1679,Strata,01 to 05,1000,Nov-21
140,EAST VILLAGE,UPPER CHANGI ROAD,Apartment,16,OCR,Freehold,Resale,1,680000,-,506,Strata,01 to 05,1344,Nov-21
141,SKY VUE,BISHAN STREET 15,Condominium,20,RCR,99 yrs lease commencing from 2013,Resale,1,880000,-,484,Strata,16 to 20,1817,Nov-21
142,EASTPOINT GREEN,SIMEI STREET 3,Condominium,18,OCR,99 yrs lease commencing from 1996,Resale,1,930000,-,1173,Strata,06 to 10,793,Nov-21
143,HEDGES PARK CONDOMINIUM,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2010,Resale,1,800000,-,797,Strata,06 to 10,1004,Nov-21
144,SANDY PALM,JALAN LOYANG BESAR,Condominium,17,OCR,99 yrs lease commencing from 1996,Resale,1,980000,-,1249,Strata,01 to 05,785,Nov-21
145,CHANGI COURT,UPPER CHANGI ROAD EAST,Condominium,16,OCR,Freehold,Resale,1,1388000,-,1184,Strata,06 to 10,1172,Nov-21
146,KINGSFORD WATERBAY,UPPER SERANGOON VIEW,Apartment,19,OCR,99 yrs lease commencing from 2014,Resale,1,890000,-,721,Strata,01 to 05,1234,Nov-21
147,MELVILLE PARK,SIMEI STREET 1,Condominium,18,OCR,99 yrs lease commencing from 1992,Resale,1,955000,-,1346,Strata,01 to 05,710,Nov-21
148,BOTANIQUE AT BARTLEY,UPPER PAYA LEBAR ROAD,Condominium,19,OCR,99 yrs lease commencing from 2014,Resale,1,1080000,-,657,Strata,16 to 20,1645,Nov-21
149,THE CALYPSO,UPPER EAST COAST ROAD,Apartment,16,OCR,Freehold,Resale,1,1150000,-,764,Strata,01 to 05,1505,Nov-21
150,VUE 8 RESIDENCE,PASIR RIS HEIGHTS,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,903000,-,775,Strata,06 to 10,1165,Nov-21
151,CHERRYHILL,LORONG LEW LIAN,Condominium,19,OCR,Freehold,Resale,1,1700000,-,1668,Strata,01 to 05,1019,Nov-21
152,STARS OF KOVAN,UPPER SERANGOON ROAD,Apartment,19,OCR,99 yrs lease commencing from 2015,Resale,1,1320000,-,743,Strata,11 to 15,1777,Nov-21
153,PALM ISLES,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2011,Resale,1,790000,-,807,Strata,01 to 05,979,Nov-21
154,PARC OLYMPIA,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2012,Resale,1,610000,-,646,Strata,01 to 05,945,Nov-21
155,BOTANIQUE AT BARTLEY,UPPER PAYA LEBAR ROAD,Condominium,19,OCR,99 yrs lease commencing from 2014,Resale,1,780000,-,517,Strata,01 to 05,1510,Nov-21
156,BOTANIQUE AT BARTLEY,UPPER PAYA LEBAR ROAD,Condominium,19,OCR,99 yrs lease commencing from 2014,Resale,1,805000,-,517,Strata,11 to 15,1558,Nov-21
157,PARBURY HILL CONDOMINIUM,PARBURY AVENUE,Condominium,16,OCR,Freehold,Resale,1,1880000,-,1475,Strata,01 to 05,1275,Nov-21
158,COCO PALMS,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,690000,-,463,Strata,11 to 15,1491,Nov-21
159,PARC CENTROS,PUNGGOL CENTRAL,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,1473000,-,1163,Strata,11 to 15,1267,Nov-21
160,WATERFRONT KEY,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2007,Resale,1,1450000,-,1206,Strata,01 to 05,1203,Nov-21
161,THE GLADES,BEDOK RISE,Condominium,16,OCR,99 yrs lease commencing from 2013,Resale,1,818000,-,506,Strata,06 to 10,1617,Nov-21
162,CASAFINA,BEDOK SOUTH AVENUE 1,Condominium,16,OCR,99 yrs lease commencing from 1996,Resale,1,1260000,-,1399,Strata,01 to 05,900,Nov-21
163,EDEN VIEW,EDEN GROVE,Apartment,19,OCR,Freehold,Resale,1,1340000,-,1055,Strata,01 to 05,1270,Nov-21
164,D'PAVILION,UPPER SERANGOON ROAD,Apartment,19,OCR,Freehold,Resale,1,1268000,-,1130,Strata,01 to 05,1122,Nov-21
165,PARK RESIDENCES KOVAN,UPPER SERANGOON ROAD,Apartment,19,OCR,Freehold,Resale,1,585000,-,323,Strata,01 to 05,1812,Nov-21
166,THE MINTON,HOUGANG STREET 11,Condominium,19,OCR,99 yrs lease commencing from 2007,Resale,1,1250000,-,1109,Strata,01 to 05,1127,Nov-21
167,THE SANTORINI,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2013,Resale,1,868000,-,743,Strata,06 to 10,1169,Nov-21
