S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
328,THE ESTUARY,YISHUN AVENUE 1,Condominium,27,OCR,99 yrs lease commencing from 2008,Resale,1,1520000,-,1528,Strata,01 to 05,994,Jul-21
329,THE ESTUARY,YISHUN AVENUE 1,Condominium,27,OCR,99 yrs lease commencing from 2008,Resale,1,1500000,-,1453,Strata,11 to 15,1032,Jun-21
330,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,808000,-,667,Strata,01 to 05,1211,Jun-21
331,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,820000,-,753,Strata,06 to 10,1088,Jun-21
332,THE WISTERIA,YISHUN RING ROAD,Apartment,27,OCR,99 yrs lease commencing from 2015,Resale,1,782000,-,635,Strata,01 to 05,1231,Jun-21
333,GRANDE VISTA,CACTUS DRIVE,Condominium,28,OCR,999 yrs lease commencing from 1886,Resale,1,1830000,-,1647,Strata,01 to 05,1111,Jun-21
334,RIVERTREES RESIDENCES,FERNVALE CLOSE,Apartment,28,OCR,99 yrs lease commencing from 2013,Resale,1,713000,-,581,Strata,06 to 10,1227,Jun-21
335,THE NAUTICAL,JALAN SENDUDOK,Condominium,27,OCR,99 yrs lease commencing from 2011,Resale,1,820000,-,764,Strata,01 to 05,1073,Jun-21
336,YISHUN SAPPHIRE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,930000,-,1216,Strata,01 to 05,765,Jun-21
337,SKIES MILTONIA,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2012,Resale,1,900000,-,743,Strata,11 to 15,1212,Jun-21
338,THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,880000,-,861,Strata,01 to 05,1022,Jun-21
339,THE NAUTICAL,JALAN SENDUDOK,Condominium,27,OCR,99 yrs lease commencing from 2011,Resale,1,826800,-,764,Strata,01 to 05,1082,Jun-21
340,SYMPHONY SUITES,YISHUN CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2014,Resale,1,900000,-,893,Strata,11 to 15,1007,Jun-21
341,SKIES MILTONIA,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2012,Resale,1,1180000,-,1184,Strata,06 to 10,997,Jun-21
342,SKIES MILTONIA,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2012,Resale,1,623000,-,527,Strata,06 to 10,1181,Jun-21
343,SYMPHONY SUITES,YISHUN CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2014,Resale,1,768000,-,689,Strata,06 to 10,1115,Jun-21
344,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,818000,-,678,Strata,06 to 10,1206,Jun-21
345,EIGHT COURTYARDS,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,1273000,-,1227,Strata,11 to 15,1037,Jun-21
346,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,778800,-,592,Strata,16 to 20,1315,Jun-21
347,THE ESTUARY,YISHUN AVENUE 1,Condominium,27,OCR,99 yrs lease commencing from 2008,Resale,1,850000,-,926,Strata,01 to 05,918,Jun-21
348,THE ESTUARY,YISHUN AVENUE 1,Condominium,27,OCR,99 yrs lease commencing from 2008,Resale,1,1300000,-,1302,Strata,01 to 05,998,Jun-21
349,RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 yrs lease commencing from 2013,Resale,1,1195000,-,1055,Strata,11 to 15,1133,Jun-21
350,SELETARIS,SEMBAWANG ROAD,Condominium,27,OCR,Freehold,Resale,1,1130000,-,1206,Strata,01 to 05,937,Jun-21
351,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,881000,-,850,Strata,16 to 20,1036,Jun-21
352,YISHUN SAPPHIRE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,920000,-,1152,Strata,11 to 15,799,Jun-21
353,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,875000,-,721,Strata,01 to 05,1213,Jun-21
354,THE GREENWICH,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2009,Resale,1,1358000,-,1302,Strata,01 to 05,1043,Jun-21
355,SELETAR PARK RESIDENCE,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2011,Resale,1,668000,-,592,Strata,01 to 05,1128,Jun-21
356,SERENITY PARK,TAMARIND ROAD,Condominium,28,OCR,Freehold,Resale,1,1400000,-,1313,Strata,01 to 05,1066,Jun-21
357,THE NAUTICAL,JALAN SENDUDOK,Condominium,27,OCR,99 yrs lease commencing from 2011,Resale,1,1150000,-,1130,Strata,01 to 05,1018,Jun-21
358,THE NAUTICAL,JALAN SENDUDOK,Condominium,27,OCR,99 yrs lease commencing from 2011,Resale,1,960000,-,969,Strata,01 to 05,991,Jun-21
359,EIGHT COURTYARDS,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,925000,-,958,Strata,11 to 15,966,Jun-21
360,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,1700000,-,1442,Strata,11 to 15,1179,Jun-21
361,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,1200000,-,980,Strata,11 to 15,1225,Jun-21
362,SELETAR PARK RESIDENCE,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2011,Resale,1,685000,-,592,Strata,01 to 05,1157,Jun-21
363,GRANDE VISTA,CACTUS DRIVE,Condominium,28,OCR,999 yrs lease commencing from 1886,Resale,1,2938888,-,3477,Strata,06 to 10,845,Jun-21
364,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,770000,-,592,Strata,16 to 20,1301,Jun-21
365,ORCHID PARK CONDOMINIUM,YISHUN STREET 81,Condominium,27,OCR,99 yrs lease commencing from 1991,Resale,1,800000,-,1141,Strata,01 to 05,701,Jun-21
366,GRANDE VISTA,CACTUS DRIVE,Condominium,28,OCR,999 yrs lease commencing from 1886,Resale,1,1420000,-,1238,Strata,01 to 05,1147,Jun-21
367,ORCHID PARK CONDOMINIUM,YISHUN STREET 81,Condominium,27,OCR,99 yrs lease commencing from 1991,Resale,1,908000,-,1249,Strata,01 to 05,727,Jun-21
368,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,1510000,-,1238,Strata,21 to 25,1220,Jun-21
369,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,900000,-,883,Strata,16 to 20,1020,Jun-21
370,THE WISTERIA,YISHUN RING ROAD,Apartment,27,OCR,99 yrs lease commencing from 2015,Resale,1,598000,-,441,Strata,01 to 05,1355,Jun-21
371,YISHUN EMERALD,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,818000,-,1001,Strata,11 to 15,817,Jun-21
372,NINE RESIDENCES,YISHUN AVENUE 9,Apartment,27,OCR,99 yrs lease commencing from 2013,Resale,1,1060000,-,904,Strata,11 to 15,1172,Jun-21
373,SELETARIS,SEMBAWANG ROAD,Condominium,27,OCR,Freehold,Resale,1,1433000,-,1615,Strata,01 to 05,888,Jun-21
374,SKIES MILTONIA,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2012,Resale,1,812000,-,743,Strata,06 to 10,1093,Jun-21
375,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,843000,-,667,Strata,21 to 25,1263,Jun-21
376,SELETAR PARK RESIDENCE,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2011,Resale,1,1000000,-,840,Strata,01 to 05,1191,May-21
377,SUNRISE GARDENS,SUNRISE AVENUE,Condominium,28,OCR,99 yrs lease commencing from 1995,Resale,1,870000,-,1066,Strata,01 to 05,816,May-21
378,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,1630000,-,1378,Strata,06 to 10,1183,May-21
379,THE ESTUARY,YISHUN AVENUE 1,Condominium,27,OCR,99 yrs lease commencing from 2008,Resale,1,1380000,-,1313,Strata,06 to 10,1051,May-21
380,NINE RESIDENCES,YISHUN AVENUE 9,Apartment,27,OCR,99 yrs lease commencing from 2013,Resale,1,865000,-,710,Strata,11 to 15,1218,May-21
381,THE ESTUARY,YISHUN AVENUE 1,Condominium,27,OCR,99 yrs lease commencing from 2008,Resale,1,1500000,-,1528,Strata,01 to 05,981,May-21
382,SKIES MILTONIA,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2012,Resale,1,798000,-,743,Strata,06 to 10,1074,May-21
383,GOODLINK PARK,SEMBAWANG ROAD,Apartment,27,OCR,Freehold,Resale,1,1300000,-,2077,Strata,01 to 05,626,May-21
384,THE NAUTICAL,JALAN SENDUDOK,Condominium,27,OCR,99 yrs lease commencing from 2011,Resale,1,790000,-,764,Strata,01 to 05,1034,May-21
385,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,848000,-,797,Strata,06 to 10,1065,May-21
386,THE WISTERIA,YISHUN RING ROAD,Apartment,27,OCR,99 yrs lease commencing from 2015,Resale,1,850000,-,710,Strata,11 to 15,1196,May-21
387,NORTHWOOD,JALAN MATA AYER,Condominium,27,OCR,Freehold,Resale,1,2000000,-,2228,Strata,01 to 05,898,May-21
388,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,780000,-,581,Strata,11 to 15,1342,May-21
389,SKIES MILTONIA,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2012,Resale,1,595000,-,484,Strata,11 to 15,1228,May-21
390,SYMPHONY SUITES,YISHUN CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2014,Resale,1,740000,-,689,Strata,01 to 05,1074,May-21
391,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,1680000,-,1367,Strata,16 to 20,1229,May-21
392,SYMPHONY SUITES,YISHUN CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2014,Resale,1,1220000,-,1023,Strata,11 to 15,1193,May-21
393,THE ESTUARY,YISHUN AVENUE 1,Condominium,27,OCR,99 yrs lease commencing from 2008,Resale,1,1355000,-,1302,Strata,01 to 05,1040,May-21
394,YISHUN EMERALD,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,1048000,-,1432,Strata,16 to 20,732,May-21
395,RIVERTREES RESIDENCES,FERNVALE CLOSE,Apartment,28,OCR,99 yrs lease commencing from 2013,Resale,1,1650000,-,1356,Strata,11 to 15,1217,May-21
396,EIGHT COURTYARDS,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,660000,-,549,Strata,11 to 15,1202,May-21
397,THE ESTUARY,YISHUN AVENUE 1,Condominium,27,OCR,99 yrs lease commencing from 2008,Resale,1,680000,-,603,Strata,16 to 20,1128,May-21
398,CANBERRA RESIDENCES,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,625000,-,700,Strata,01 to 05,893,May-21
399,YISHUN EMERALD,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,1020000,-,1389,Strata,16 to 20,735,May-21
400,THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,1830000,-,2077,Strata,01 to 05,881,May-21
401,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,918000,-,883,Strata,16 to 20,1040,May-21
402,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,868000,-,743,Strata,16 to 20,1169,May-21
403,SELETAR PARK RESIDENCE,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2011,Resale,1,633000,-,527,Strata,01 to 05,1200,May-21
404,GRANDE VISTA,CACTUS DRIVE,Condominium,28,OCR,999 yrs lease commencing from 1886,Resale,1,1700000,-,1636,Strata,01 to 05,1039,May-21
405,SKIES MILTONIA,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2012,Resale,1,580000,-,484,Strata,01 to 05,1197,May-21
406,RIVERTREES RESIDENCES,FERNVALE CLOSE,Apartment,28,OCR,99 yrs lease commencing from 2013,Resale,1,883000,-,732,Strata,06 to 10,1206,May-21
407,GRANDE VISTA,CACTUS DRIVE,Condominium,28,OCR,999 yrs lease commencing from 1886,Resale,1,1868000,-,1636,Strata,01 to 05,1142,May-21
408,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,758888,-,592,Strata,11 to 15,1282,May-21
409,SUNRISE GARDENS,SUNRISE AVENUE,Condominium,28,OCR,99 yrs lease commencing from 1995,Resale,1,988888,-,1281,Strata,01 to 05,772,May-21
410,SELETAR PARK RESIDENCE,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2011,Resale,1,600000,-,527,Strata,01 to 05,1138,May-21
411,SYMPHONY SUITES,YISHUN CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2014,Resale,1,1045000,-,915,Strata,11 to 15,1142,May-21
412,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,760000,-,592,Strata,16 to 20,1284,May-21
413,SELETAR PARK RESIDENCE,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2011,Resale,1,970000,-,840,Strata,01 to 05,1155,May-21
414,RIVERTREES RESIDENCES,FERNVALE CLOSE,Apartment,28,OCR,99 yrs lease commencing from 2013,Resale,1,710000,-,581,Strata,01 to 05,1221,May-21
415,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,810000,-,667,Strata,06 to 10,1214,May-21
416,THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,790000,-,840,Strata,01 to 05,941,May-21
417,RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 yrs lease commencing from 2013,Resale,1,1250000,-,1055,Strata,11 to 15,1185,May-21
418,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,768000,-,592,Strata,11 to 15,1297,May-21
419,RIVERTREES RESIDENCES,FERNVALE CLOSE,Apartment,28,OCR,99 yrs lease commencing from 2013,Resale,1,1500000,-,1206,Strata,06 to 10,1244,May-21
420,SERENITY PARK,TAMARIND ROAD,Condominium,28,OCR,Freehold,Resale,1,1678000,-,1582,Strata,01 to 05,1060,May-21
421,YISHUN EMERALD,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,845000,-,1033,Strata,01 to 05,818,May-21
422,NINE RESIDENCES,YISHUN AVENUE 9,Apartment,27,OCR,99 yrs lease commencing from 2013,Resale,1,665000,-,570,Strata,06 to 10,1166,May-21
423,THE NAUTICAL,JALAN SENDUDOK,Condominium,27,OCR,99 yrs lease commencing from 2011,Resale,1,1280088,-,1389,Strata,01 to 05,922,May-21
424,YISHUN EMERALD,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,1100000,-,1399,Strata,06 to 10,786,May-21
425,THE NAUTICAL,JALAN SENDUDOK,Condominium,27,OCR,99 yrs lease commencing from 2011,Resale,1,863000,-,915,Strata,01 to 05,943,May-21
426,SELETAR PARK RESIDENCE,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2011,Resale,1,715000,-,646,Strata,01 to 05,1107,May-21
427,EIGHT COURTYARDS,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,898000,-,893,Strata,11 to 15,1005,May-21
428,THE NAUTICAL,JALAN SENDUDOK,Condominium,27,OCR,99 yrs lease commencing from 2011,Resale,1,560000,-,441,Strata,01 to 05,1269,May-21
429,EIGHT COURTYARDS,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,838000,-,861,Strata,11 to 15,973,May-21
430,RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 yrs lease commencing from 2013,Resale,1,1245000,-,1055,Strata,11 to 15,1180,May-21
431,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,825000,-,753,Strata,11 to 15,1095,May-21
432,SYMPHONY SUITES,YISHUN CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2014,Resale,1,847000,-,786,Strata,01 to 05,1078,May-21
433,EIGHT COURTYARDS,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,888000,-,1012,Strata,06 to 10,878,May-21
434,SELETAR PARK RESIDENCE,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2011,Resale,1,1000000,-,840,Strata,01 to 05,1191,May-21
435,SUNRISE GARDENS,SUNRISE AVENUE,Condominium,28,OCR,99 yrs lease commencing from 1995,Resale,1,685000,-,818,Strata,01 to 05,837,May-21
436,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,925000,-,883,Strata,16 to 20,1048,Apr-21
437,RIVERTREES RESIDENCES,FERNVALE CLOSE,Apartment,28,OCR,99 yrs lease commencing from 2013,Resale,1,738000,-,581,Strata,01 to 05,1270,Apr-21
438,RIVERTREES RESIDENCES,FERNVALE CLOSE,Apartment,28,OCR,99 yrs lease commencing from 2013,Resale,1,1028000,-,872,Strata,16 to 20,1179,Apr-21
439,RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 yrs lease commencing from 2013,Resale,1,1500000,-,1335,Strata,01 to 05,1124,Apr-21
440,EIGHT COURTYARDS,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,1040000,-,1087,Strata,06 to 10,957,Apr-21
441,THE SENSORIA,JALAN ULU SEMBAWANG,Condominium,27,OCR,Freehold,Resale,1,1210000,-,1184,Strata,01 to 05,1022,Apr-21
442,EUPHONY GARDENS,JALAN MATA AYER,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,1400000,-,1830,Strata,01 to 05,765,Apr-21
443,SELETAR PARK RESIDENCE,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2011,Resale,1,1055000,-,840,Strata,01 to 05,1257,Apr-21
444,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,620000,-,452,Strata,06 to 10,1371,Apr-21
445,ORCHID PARK CONDOMINIUM,YISHUN STREET 81,Condominium,27,OCR,99 yrs lease commencing from 1991,Resale,1,990000,-,1249,Strata,06 to 10,793,Apr-21
446,YISHUN SAPPHIRE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,1100000,-,1346,Strata,06 to 10,818,Apr-21
447,RIVERTREES RESIDENCES,FERNVALE CLOSE,Apartment,28,OCR,99 yrs lease commencing from 2013,Resale,1,1280000,-,1119,Strata,01 to 05,1143,Apr-21
448,SUNRISE GARDENS,SUNRISE AVENUE,Condominium,28,OCR,99 yrs lease commencing from 1995,Resale,1,1450000,-,1690,Strata,01 to 05,858,Apr-21
449,THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,760000,-,840,Strata,01 to 05,905,Apr-21
450,YISHUN SAPPHIRE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,740000,-,1001,Strata,06 to 10,739,Apr-21
451,RIVERTREES RESIDENCES,FERNVALE CLOSE,Apartment,28,OCR,99 yrs lease commencing from 2013,Resale,1,1680000,-,1356,Strata,16 to 20,1239,Apr-21
452,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,848000,-,667,Strata,21 to 25,1271,Apr-21
453,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,818000,-,667,Strata,06 to 10,1226,Apr-21
454,RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 yrs lease commencing from 2013,Resale,1,1150000,-,1055,Strata,01 to 05,1090,Apr-21
455,SERENITY PARK,TAMARIND ROAD,Condominium,28,OCR,Freehold,Resale,1,1690000,-,1593,Strata,01 to 05,1061,Apr-21
456,THE NAUTICAL,JALAN SENDUDOK,Condominium,27,OCR,99 yrs lease commencing from 2011,Resale,1,1100000,-,1259,Strata,01 to 05,873,Apr-21
457,NORTHWOOD,JALAN MATA AYER,Condominium,27,OCR,Freehold,Resale,1,1250000,-,1313,Strata,01 to 05,952,Apr-21
458,RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 yrs lease commencing from 2013,Resale,1,605000,-,495,Strata,16 to 20,1222,Apr-21
459,SKIES MILTONIA,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2012,Resale,1,1218000,-,1184,Strata,11 to 15,1029,Apr-21
460,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,960000,-,893,Strata,01 to 05,1075,Apr-21
461,EUPHONY GARDENS,JALAN MATA AYER,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,890000,-,1216,Strata,01 to 05,732,Apr-21
462,NORTHWOOD,JALAN MATA AYER,Condominium,27,OCR,Freehold,Resale,1,2000000,-,2228,Strata,01 to 05,898,Apr-21
463,ORCHID PARK CONDOMINIUM,YISHUN STREET 81,Condominium,27,OCR,99 yrs lease commencing from 1991,Resale,1,700000,-,872,Strata,06 to 10,803,Apr-21
464,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,1525000,-,1238,Strata,11 to 15,1232,Apr-21
465,EIGHT COURTYARDS,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,1000000,-,969,Strata,06 to 10,1032,Apr-21
466,RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 yrs lease commencing from 2013,Resale,1,1228000,-,1216,Strata,01 to 05,1010,Apr-21
467,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,838000,-,667,Strata,16 to 20,1256,Apr-21
468,THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,777500,-,840,Strata,01 to 05,926,Apr-21
469,SERENITY PARK,TAMARIND ROAD,Condominium,28,OCR,Freehold,Resale,1,1150000,-,1098,Strata,01 to 05,1047,Apr-21
470,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,1055000,-,893,Strata,11 to 15,1181,Apr-21
471,GRANDE VISTA,CACTUS DRIVE,Condominium,28,OCR,999 yrs lease commencing from 1886,Resale,1,1838000,-,1647,Strata,01 to 05,1116,Apr-21
472,THE GREENWICH,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2009,Resale,1,775000,-,657,Strata,01 to 05,1180,Apr-21
473,THE NAUTICAL,JALAN SENDUDOK,Condominium,27,OCR,99 yrs lease commencing from 2011,Resale,1,790000,-,786,Strata,01 to 05,1005,Apr-21
474,THE ESTUARY,YISHUN AVENUE 1,Condominium,27,OCR,99 yrs lease commencing from 2008,Resale,1,660000,-,592,Strata,16 to 20,1115,Apr-21
475,THE NAUTICAL,JALAN SENDUDOK,Condominium,27,OCR,99 yrs lease commencing from 2011,Resale,1,1138000,-,1302,Strata,01 to 05,874,Apr-21
476,SKIES MILTONIA,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2012,Resale,1,1160000,-,1173,Strata,06 to 10,989,Apr-21
477,SKIES MILTONIA,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2012,Resale,1,790000,-,743,Strata,01 to 05,1064,Apr-21
478,THE GREENWICH,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2009,Resale,1,978000,-,904,Strata,01 to 05,1082,Apr-21
479,SEMBAWANG COTTAGE,SEMBAWANG ROAD,Apartment,27,OCR,Freehold,Resale,1,1465000,-,2282,Strata,01 to 05,642,Apr-21
480,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,1440000,-,1227,Strata,16 to 20,1174,Apr-21
481,EUPHONY GARDENS,JALAN MATA AYER,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,708888,-,980,Strata,01 to 05,724,Apr-21
482,SKIES MILTONIA,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2012,Resale,1,795000,-,721,Strata,11 to 15,1102,Apr-21
483,RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 yrs lease commencing from 2013,Resale,1,1158000,-,1044,Strata,11 to 15,1109,Apr-21
484,D'BANYAN,JALAN SENDUDOK,Apartment,27,OCR,999 yrs lease commencing from 1885,Resale,1,933000,-,1163,Strata,01 to 05,803,Apr-21
485,CANBERRA RESIDENCES,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,973888,-,1076,Strata,01 to 05,905,Apr-21
486,SELETAR SPRINGS CONDOMINIUM,GERALD DRIVE,Condominium,28,OCR,99 yrs lease commencing from 1997,Resale,1,1310000,-,1561,Strata,01 to 05,839,Apr-21
487,SELETAR SPRINGS CONDOMINIUM,GERALD DRIVE,Condominium,28,OCR,99 yrs lease commencing from 1997,Resale,1,985000,-,1335,Strata,01 to 05,738,Apr-21
488,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,870000,-,635,Strata,21 to 25,1370,Apr-21
489,THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,1200000,-,1141,Strata,01 to 05,1052,Apr-21
490,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,1500000,-,1636,Strata,01 to 05,917,Apr-21
491,RIVERTREES RESIDENCES,FERNVALE CLOSE,Apartment,28,OCR,99 yrs lease commencing from 2013,Resale,1,910000,-,732,Strata,16 to 20,1243,Apr-21
492,THE NAUTICAL,JALAN SENDUDOK,Condominium,27,OCR,99 yrs lease commencing from 2011,Resale,1,560000,-,441,Strata,01 to 05,1269,Apr-21
493,CANBERRA RESIDENCES,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,1100000,-,1324,Strata,01 to 05,831,Apr-21
