S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
14,RESIDENTIAL APARTMENTS,FLANDERS SQUARE,Apartment,8,RCR,Freehold,Resale,1,1660000,-,1410,Strata,01 to 05,1177,Dec-21
15,THE VERMONT ON CAIRNHILL,CAIRNHILL RISE,Apartment,9,CCR,Freehold,Resale,1,3366000,-,1442,Strata,06 to 10,2334,Dec-21
16,WU DE BUILDING,BEATTY ROAD,Apartment,8,RCR,Freehold,Resale,1,1300000,-,1259,Strata,01 to 05,1032,Nov-21
17,MOUNT SOPHIA SUITES,SOPHIA ROAD,Apartment,9,CCR,Freehold,Resale,1,1233000,-,678,Strata,01 to 05,1818,Nov-21
18,THE PIER AT ROBERTSON,MOHAMED SULTAN ROAD,Apartment,9,CCR,Freehold,Resale,1,1360000,-,743,Strata,01 to 05,1831,Nov-21
19,WU DE BUILDING,BEATTY ROAD,Apartment,8,RCR,Freehold,Resale,1,1300000,-,1259,Strata,01 to 05,1032,Nov-21
20,THE INSPIRA,ARNASALAM CHETTY ROAD,Condominium,9,CCR,Freehold,Resale,1,1950000,-,936,Strata,06 to 10,2082,Nov-21
21,HILLTOPS,CAIRNHILL CIRCLE,Condominium,9,CCR,Freehold,Resale,1,7724000,-,2379,Strata,16 to 20,3247,Nov-21
22,CITY LOFT,RACE COURSE ROAD,Apartment,8,RCR,Freehold,Resale,1,586000,-,344,Strata,01 to 05,1701,Nov-21
23,THE ARC AT DRAYCOTT,DRAYCOTT DRIVE,Apartment,10,CCR,Freehold,Resale,1,3250000,-,1270,Strata,16 to 20,2559,Nov-21
24,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,1290000,-,840,Strata,01 to 05,1536,Nov-21
25,THE SERENADE @ HOLLAND,HOLLAND ROAD,Condominium,10,CCR,99 yrs lease commencing from 2001,Resale,1,2650000,-,1905,Strata,06 to 10,1391,Nov-21
26,CITY LOFT,RACE COURSE ROAD,Apartment,8,RCR,Freehold,Resale,1,630000,-,377,Strata,01 to 05,1672,Nov-21
27,ST REGIS RESIDENCES SINGAPORE,TANGLIN ROAD,Apartment,10,CCR,999 yrs lease commencing from 1995,Resale,1,10050000,-,3757,Strata,16 to 20,2675,Nov-21
28,SOPHIA RESIDENCE,SOPHIA ROAD,Condominium,9,CCR,Freehold,Resale,1,3448888,-,1819,Strata,11 to 15,1896,Nov-21
29,CITYSCAPE @FARRER PARK,MERGUI ROAD,Condominium,8,RCR,Freehold,Resale,1,1920000,-,1378,Strata,06 to 10,1394,Nov-21
30,THE IMPERIAL,JALAN RUMBIA,Condominium,9,CCR,Freehold,Resale,1,4510000,-,1991,Strata,01 to 05,2265,Nov-21
31,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,Resale,1,2600000,-,1346,Strata,16 to 20,1932,Nov-21
32,TANGLIN RESIDENCES,ST. MARTIN'S DRIVE,Condominium,10,CCR,Freehold,Resale,1,8162500,-,4930,Strata,-,1656,Nov-21
33,THE LAURELS,CAIRNHILL ROAD,Condominium,9,CCR,Freehold,Resale,1,9750000,-,4833,Strata,16 to 20,2017,Nov-21
34,ASPEN HEIGHTS,RIVER VALLEY ROAD,Condominium,9,CCR,999 yrs lease commencing from 1841,Resale,1,1910000,-,1044,Strata,06 to 10,1829,Nov-21
35,LEONIE TOWERS,LEONIE HILL,Apartment,9,CCR,Freehold,Resale,1,5200000,-,2960,Strata,16 to 20,1757,Nov-21
36,THE PIER AT ROBERTSON,MOHAMED SULTAN ROAD,Apartment,9,CCR,Freehold,Resale,1,2300000,-,1055,Strata,01 to 05,2180,Nov-21
37,RESIDENTIAL APARTMENTS,BRISTOL ROAD,Apartment,8,RCR,Freehold,Resale,1,1408888,-,1313,Strata,01 to 05,1073,Nov-21
38,THE MORNINGSIDE,JALAN KUALA,Apartment,9,CCR,Freehold,Resale,1,3430000,-,1722,Strata,06 to 10,1992,Nov-21
39,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,1400000,-,786,Strata,16 to 20,1782,Nov-21
40,WATERSCAPE AT CAVENAGH,CAVENAGH ROAD,Apartment,9,CCR,Freehold,Resale,1,2550000,-,1313,Strata,06 to 10,1942,Nov-21
41,LUSH ON HOLLAND HILL,HOLLAND HILL,Condominium,10,CCR,Freehold,Resale,1,2700000,-,1561,Strata,06 to 10,1730,Nov-21
42,8 @ MOUNT SOPHIA,MOUNT SOPHIA,Condominium,9,CCR,103 yrs lease commencing from 2002,Resale,1,2300000,-,1378,Strata,01 to 05,1669,Nov-21
43,THE LOFT,NASSIM HILL,Condominium,10,CCR,99 yrs lease commencing from 1999,Resale,1,2950000,-,1572,Strata,01 to 05,1877,Nov-21
44,KERRISDALE,STURDEE ROAD,Condominium,8,RCR,99 yrs lease commencing from 1998,Resale,1,1270000,-,990,Strata,06 to 10,1282,Nov-21
45,ROBERTSON EDGE,TONG WATT ROAD,Apartment,9,CCR,999 yrs lease commencing from 1841,Resale,1,912000,-,431,Strata,06 to 10,2118,Nov-21
46,RV SUITES,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,Resale,1,950000,-,517,Strata,06 to 10,1839,Nov-21
47,HOA NAM BUILDING,FOCH ROAD,Apartment,8,RCR,Freehold,Resale,1,1050000,-,850,Strata,11 to 15,1235,Nov-21
48,THE REGALIA,RIVER VALLEY CLOSE,Apartment,9,CCR,Freehold,Resale,1,2188000,-,1216,Strata,11 to 15,1799,Nov-21
49,SCOTTS SQUARE,SCOTTS ROAD,Apartment,9,CCR,Freehold,Resale,1,2236100,-,635,Strata,26 to 30,3521,Nov-21
50,VISIONCREST,OXLEY RISE,Apartment,9,CCR,Freehold,Resale,1,2750000,-,1227,Strata,06 to 10,2241,Nov-21
51,THE BOUTIQ,KILLINEY ROAD,Apartment,9,CCR,Freehold,Resale,1,1778000,-,1184,Strata,06 to 10,1502,Nov-21
52,BALMORAL POINT,BALMORAL ROAD,Apartment,10,CCR,Freehold,Resale,1,4437000,-,2530,Strata,01 to 05,1754,Nov-21
53,ST THOMAS COURT,ST. THOMAS WALK,Apartment,9,CCR,Freehold,Resale,1,2050000,-,1119,Strata,06 to 10,1831,Nov-21
54,DUKES RESIDENCE,DUKE'S ROAD,Apartment,10,CCR,Freehold,Resale,1,3190000,-,1701,Strata,01 to 05,1876,Nov-21
55,8 @ MOUNT SOPHIA,MOUNT SOPHIA,Condominium,9,CCR,103 yrs lease commencing from 2002,Resale,1,2188888,-,1346,Strata,06 to 10,1627,Nov-21
56,MARTIN PLACE RESIDENCES,MARTIN PLACE,Condominium,9,CCR,Freehold,Resale,1,3550000,-,1421,Strata,16 to 20,2499,Nov-21
57,ZENITH,ZION ROAD,Apartment,10,CCR,999 yrs lease commencing from 1877,Resale,1,1740000,-,1130,Strata,06 to 10,1540,Nov-21
58,WATERSCAPE AT CAVENAGH,CAVENAGH ROAD,Apartment,9,CCR,Freehold,Resale,1,2220000,-,1184,Strata,01 to 05,1875,Nov-21
59,WATERMARK ROBERTSON QUAY,RODYK STREET,Apartment,9,CCR,Freehold,Resale,1,3180000,-,1636,Strata,06 to 10,1944,Nov-21
60,VANADIUM,HERTFORD ROAD,Apartment,8,RCR,Freehold,Resale,1,1728000,-,1281,Strata,01 to 05,1349,Nov-21
61,THE BALMORAL,BALMORAL PARK,Condominium,10,CCR,Freehold,Resale,1,9980000,-,6028,Strata,06 to 10,1656,Nov-21
62,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,Resale,1,7900000,-,2928,Strata,01 to 05,2698,Nov-21
63,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,1350000,-,786,Strata,11 to 15,1718,Nov-21
64,SPRING GROVE,GRANGE ROAD,Condominium,10,CCR,99 yrs lease commencing from 1991,Resale,1,1540888,-,1012,Strata,06 to 10,1523,Nov-21
65,ONE DUCHESS,DUCHESS ROAD,Apartment,10,CCR,999 yrs lease commencing from 1875,Resale,1,2073776,-,904,Strata,01 to 05,2294,Nov-21
66,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,Resale,1,1820000,-,1012,Strata,01 to 05,1799,Nov-21
67,CAIRNHILL CREST,CAIRNHILL CIRCLE,Condominium,9,CCR,Freehold,Resale,1,2400000,-,1206,Strata,06 to 10,1991,Nov-21
68,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,Resale,1,3630000,-,1894,Strata,16 to 20,1916,Nov-21
69,PATERSON RESIDENCE,PATERSON ROAD,Condominium,9,CCR,Freehold,Resale,1,3368000,-,1313,Strata,16 to 20,2565,Nov-21
70,KENTISH COURT,OXFORD ROAD,Apartment,8,RCR,99 yrs lease commencing from 1995,Resale,1,1400000,-,1270,Strata,06 to 10,1102,Nov-21
71,MILL POINT,ZION CLOSE,Apartment,10,CCR,999 yrs lease commencing from 1877,Resale,1,2000000,-,1012,Strata,06 to 10,1977,Nov-21
72,WATERSCAPE AT CAVENAGH,CAVENAGH ROAD,Apartment,9,CCR,Freehold,Resale,1,1980000,-,1055,Strata,01 to 05,1877,Nov-21
73,CITY GATE,BEACH ROAD,Apartment,7,RCR,99 yrs lease commencing from 2014,Resale,1,1380000,-,678,Strata,26 to 30,2035,Nov-21
74,LOFT@HOLLAND,HOLLAND ROAD,Apartment,10,CCR,Freehold,Resale,1,813000,-,323,Strata,01 to 05,2518,Nov-21
75,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,Resale,1,2600000,-,1119,Strata,01 to 05,2323,Nov-21
76,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,Resale,1,1560000,-,689,Strata,01 to 05,2264,Nov-21
77,STEVENS LOFT,STEVENS DRIVE,Apartment,10,CCR,Freehold,Resale,1,3600000,-,2174,Strata,01 to 05,1656,Nov-21
78,MUTIARA CREST,JALAN MUTIARA,Apartment,10,CCR,Freehold,Resale,1,2350000,-,1335,Strata,01 to 05,1761,Nov-21
79,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,Resale,1,2400000,-,1216,Strata,06 to 10,1973,Nov-21
80,SCOTTS SQUARE,SCOTTS ROAD,Apartment,9,CCR,Freehold,Resale,1,1930000,-,624,Strata,11 to 15,3091,Nov-21
81,URBAN SUITES,HULLET ROAD,Condominium,9,CCR,Freehold,Resale,1,4180000,-,1550,Strata,06 to 10,2697,Nov-21
82,TANGLIN HILL MEADOWS,TANGLIN HILL,Condominium,10,CCR,Freehold,Resale,1,4250000,-,2002,Strata,01 to 05,2123,Nov-21
83,JOOL SUITES,SING JOO WALK,Apartment,8,RCR,Freehold,Resale,1,850000,-,700,Strata,01 to 05,1215,Nov-21
84,THE PIER AT ROBERTSON,MOHAMED SULTAN ROAD,Apartment,9,CCR,Freehold,Resale,1,1450000,-,678,Strata,06 to 10,2138,Nov-21
85,SECOND AVENUE JUNCTION,BUKIT TIMAH ROAD,Apartment,10,CCR,Freehold,Resale,1,2250000,-,1507,Strata,01 to 05,1493,Nov-21
86,ALBA,CAIRNHILL RISE,Apartment,9,CCR,Freehold,Resale,1,26380000,-,6437,Strata,16 to 20,4098,Nov-21
87,ARDMORE PARK,ARDMORE PARK,Condominium,10,CCR,Freehold,Resale,1,11000000,-,2885,Strata,21 to 25,3813,Nov-21
88,CASABELLA,DUCHESS AVENUE,Condominium,10,CCR,Freehold,Resale,1,2500888,-,1292,Strata,01 to 05,1936,Nov-21
89,MERA SPRINGS,CARLISLE ROAD,Condominium,8,RCR,Freehold,Resale,1,2038000,-,1292,Strata,01 to 05,1578,Nov-21
90,PALM SPRING,EWE BOON ROAD,Condominium,10,CCR,Freehold,Resale,1,6000000,-,2939,Strata,06 to 10,2042,Nov-21
91,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,2060000,-,1216,Strata,21 to 25,1694,Nov-21
92,SIGNATURE AT LEWIS,LEWIS ROAD,Apartment,10,CCR,Freehold,Resale,1,995000,-,635,Strata,01 to 05,1567,Nov-21
93,THE METZ,DEVONSHIRE ROAD,Condominium,9,CCR,Freehold,Resale,1,1500000,-,581,Strata,21 to 25,2581,Nov-21
94,CONCOURSE SKYLINE,BEACH ROAD,Apartment,7,RCR,99 yrs lease commencing from 2008,Resale,1,2500000,-,1109,Strata,21 to 25,2255,Nov-21
95,REIGNWOOD HAMILTON SCOTTS,SCOTTS ROAD,Apartment,9,CCR,Freehold,Resale,1,9000000,-,2756,Strata,21 to 25,3266,Nov-21
96,PRISTINE HEIGHTS,MERGUI ROAD,Apartment,8,RCR,Freehold,Resale,1,1100000,-,732,Strata,06 to 10,1503,Nov-21
97,CITYSCAPE @FARRER PARK,MERGUI ROAD,Condominium,8,RCR,Freehold,Resale,1,1480000,-,969,Strata,16 to 20,1528,Nov-21
98,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,Resale,1,1250000,-,700,Strata,01 to 05,1787,Nov-21
99,VIZ AT HOLLAND,QUEENSWAY,Condominium,10,CCR,Freehold,Resale,1,1765000,-,1109,Strata,01 to 05,1592,Nov-21
100,TOMLINSON HEIGHTS,TOMLINSON ROAD,Condominium,10,CCR,Freehold,Resale,1,8800000,-,2745,Strata,01 to 05,3206,Nov-21
101,ASPEN HEIGHTS,RIVER VALLEY ROAD,Condominium,9,CCR,999 yrs lease commencing from 1841,Resale,1,3338000,-,1582,Strata,11 to 15,2110,Nov-21
102,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,1125000,-,635,Strata,06 to 10,1771,Nov-21
103,PARVIS,HOLLAND HILL,Condominium,10,CCR,Freehold,Resale,1,2100000,-,990,Strata,01 to 05,2121,Nov-21
104,ESTILO,WILKIE ROAD,Apartment,9,CCR,Freehold,Resale,1,1810000,-,1184,Strata,01 to 05,1529,Nov-21
105,SOPHIA HILLS,MOUNT SOPHIA,Condominium,9,CCR,99 yrs lease commencing from 2013,Resale,1,1170000,-,592,Strata,01 to 05,1976,Nov-21
106,R66 APARTMENTS,RANGOON ROAD,Apartment,8,RCR,Freehold,Resale,1,1518000,-,1249,Strata,01 to 05,1216,Nov-21
107,RESIDENCES @ SOMME,PETAIN ROAD,Apartment,8,RCR,Freehold,Resale,1,980000,-,678,Strata,01 to 05,1445,Nov-21
108,CONDOMINIUM DEVELOPMENT,HOLLAND ROAD,Condominium,10,CCR,Freehold,Resale,1,2908000,-,1894,Strata,01 to 05,1535,Nov-21
109,TANGLIN PARK,RIDLEY PARK,Condominium,10,CCR,Freehold,Resale,1,2438000,-,1119,Strata,01 to 05,2178,Nov-21
110,ASPEN HEIGHTS,RIVER VALLEY ROAD,Condominium,9,CCR,999 yrs lease commencing from 1841,Resale,1,1800000,-,883,Strata,06 to 10,2039,Nov-21
111,ARDMORE II,ARDMORE PARK,Condominium,10,CCR,Freehold,Resale,1,6680000,-,2024,Strata,21 to 25,3301,Nov-21
112,THE TESSARINA,WILBY ROAD,Condominium,10,CCR,Freehold,Resale,1,2950000,-,1604,Strata,01 to 05,1839,Nov-21
113,SOPHIA HILLS,MOUNT SOPHIA,Condominium,9,CCR,99 yrs lease commencing from 2013,Resale,1,2040000,-,1012,Strata,01 to 05,2016,Nov-21
114,THE BOUTIQ,KILLINEY ROAD,Apartment,9,CCR,Freehold,Resale,1,1500000,-,807,Strata,01 to 05,1858,Nov-21
115,RESIDENTIAL APARTMENTS,HOOT KIAM ROAD,Apartment,10,CCR,Freehold,Resale,1,1330000,-,1012,Strata,01 to 05,1314,Nov-21
116,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,4000000,-,2454,Strata,11 to 15,1630,Nov-21
117,WATERFORD RESIDENCE,KIM YAM ROAD,Apartment,9,CCR,999 yrs lease commencing from 1841,Resale,1,3150000,-,1819,Strata,06 to 10,1732,Nov-21
118,THE PIER AT ROBERTSON,MOHAMED SULTAN ROAD,Apartment,9,CCR,Freehold,Resale,1,1980000,-,936,Strata,01 to 05,2114,Nov-21
119,1919,SOPHIA ROAD,Apartment,9,CCR,Freehold,Resale,1,1000000,-,635,Strata,01 to 05,1575,Nov-21
120,THE BENCOOLEN,BENCOOLEN STREET,Apartment,7,RCR,99 yrs lease commencing from 1995,Resale,1,1190000,-,883,Strata,16 to 20,1348,Nov-21
121,DUO RESIDENCES,FRASER STREET,Apartment,7,CCR,99 yrs lease commencing from 2011,Resale,1,1400000,-,710,Strata,06 to 10,1971,Nov-21
122,CITY SQUARE RESIDENCES,KITCHENER LINK,Condominium,8,RCR,Freehold,Resale,1,1200000,-,570,Strata,21 to 25,2103,Nov-21
123,LUMA,RIVER VALLEY GROVE,Apartment,9,CCR,Freehold,Resale,1,1445000,-,743,Strata,21 to 25,1946,Nov-21
124,OLEANAS RESIDENCE,KIM YAM ROAD,Condominium,9,CCR,Freehold,Resale,1,2790000,-,1550,Strata,06 to 10,1800,Nov-21
125,CITYLIGHTS,JELLICOE ROAD,Condominium,8,RCR,99 yrs lease commencing from 2004,Resale,1,1051500,-,592,Strata,31 to 35,1776,Nov-21
126,HOLLAND TOWER,HOLLAND HEIGHTS,Apartment,10,CCR,Freehold,Resale,1,2448000,-,1873,Strata,11 to 15,1307,Nov-21
127,WATERSCAPE AT CAVENAGH,CAVENAGH ROAD,Apartment,9,CCR,Freehold,Resale,1,2180000,-,1184,Strata,01 to 05,1841,Nov-21
128,KUM HING COURT,TOMLINSON ROAD,Apartment,10,CCR,Freehold,Resale,1,4250000,-,1625,Strata,01 to 05,2615,Nov-21
129,THE BOULEVARD RESIDENCE,CUSCADEN WALK,Apartment,10,CCR,Freehold,Resale,1,5550000,-,2034,Strata,11 to 15,2728,Nov-21
130,PATERSON RESIDENCE,PATERSON ROAD,Condominium,9,CCR,Freehold,Resale,1,5000000,-,2013,Strata,21 to 25,2484,Nov-21
131,NATHAN PLACE,NATHAN ROAD,Condominium,10,CCR,Freehold,Resale,1,1290000,-,732,Strata,01 to 05,1762,Nov-21
132,GOODWOOD GRAND,BALMORAL ROAD,Apartment,10,CCR,Freehold,Resale,1,2638888,-,1044,Strata,01 to 05,2527,Nov-21
133,EDEN RESIDENCES CAPITOL,STAMFORD ROAD,Apartment,6,CCR,99 yrs lease commencing from 2011,Resale,1,10500000,-,3369,Strata,06 to 10,3117,Nov-21
134,THE LEGEND,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,Resale,1,2288000,-,1496,Strata,11 to 15,1529,Nov-21
135,SCOTTS SQUARE,SCOTTS ROAD,Apartment,9,CCR,Freehold,Resale,1,2299500,-,624,Strata,36 to 40,3683,Nov-21
136,ASTRID MEADOWS,CORONATION ROAD WEST,Condominium,10,CCR,Freehold,Resale,1,5500000,-,2583,Strata,01 to 05,2129,Nov-21
137,RV EDGE,SHANGHAI ROAD,Apartment,10,CCR,Freehold,Resale,1,895000,-,463,Strata,06 to 10,1934,Nov-21
138,TEXTILE CENTRE,JALAN SULTAN,Apartment,7,RCR,99 yrs lease commencing from 1970,Resale,1,880000,-,915,Strata,11 to 15,962,Nov-21
139,KIM SIA COURT,JALAN JINTAN,Apartment,9,CCR,Freehold,Resale,1,2938000,-,1421,Strata,06 to 10,2068,Nov-21
140,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,Resale,1,1465000,-,818,Strata,11 to 15,1791,Nov-21
141,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,Resale,1,1900000,-,947,Strata,01 to 05,2006,Nov-21
142,THE LADYHILL,LADY HILL ROAD,Condominium,10,CCR,Freehold,Resale,1,8000000,-,3843,Strata,01 to 05,2082,Nov-21
143,PINETREE CONDOMINIUM,BALMORAL PARK,Condominium,10,CCR,Freehold,Resale,1,2000000,-,1216,Strata,01 to 05,1644,Nov-21
144,RIVERIA GARDENS,RIVER VALLEY GROVE,Apartment,9,CCR,Freehold,Resale,1,2277150,-,969,Strata,21 to 25,2351,Nov-21
145,THE QUAYSIDE,ROBERTSON QUAY,Apartment,9,CCR,99 yrs lease commencing from 1994,Resale,1,2400000,-,1647,Strata,01 to 05,1457,Nov-21
146,CITYSCAPE @FARRER PARK,MERGUI ROAD,Condominium,8,RCR,Freehold,Resale,1,1610000,-,1076,Strata,16 to 20,1496,Nov-21
147,ASPEN HEIGHTS,RIVER VALLEY ROAD,Condominium,9,CCR,999 yrs lease commencing from 1841,Resale,1,2618000,-,1324,Strata,06 to 10,1977,Nov-21
148,CITY SQUARE RESIDENCES,KITCHENER LINK,Condominium,8,RCR,Freehold,Resale,1,2180000,-,1690,Strata,01 to 05,1290,Nov-21
149,LEONIE TOWERS,LEONIE HILL,Apartment,9,CCR,Freehold,Resale,1,5360000,-,2960,Strata,06 to 10,1811,Nov-21
150,THE PLAZA,BEACH ROAD,Apartment,7,CCR,99 yrs lease commencing from 1968,Resale,1,850000,-,764,Strata,21 to 25,1112,Nov-21
151,CAIRNHILL RESIDENCES,CAIRNHILL CIRCLE,Apartment,9,CCR,Freehold,Resale,1,2550000,-,1163,Strata,06 to 10,2194,Nov-21
152,SCOTTS SQUARE,SCOTTS ROAD,Apartment,9,CCR,Freehold,Resale,1,2326100,-,624,Strata,36 to 40,3726,Nov-21
153,LE SOMME,SOMME ROAD,Apartment,8,RCR,Freehold,Resale,1,820000,-,495,Strata,01 to 05,1656,Nov-21
154,SCOTTS HIGHPARK,SCOTTS ROAD,Condominium,9,CCR,Freehold,Resale,1,8200000,-,3466,Strata,06 to 10,2366,Nov-21
155,ONE DEVONSHIRE,DEVONSHIRE ROAD,Condominium,9,CCR,Freehold,Resale,1,6320000,-,2400,Strata,21 to 25,2633,Nov-21
156,THE SCOTTS TOWER,SCOTTS ROAD,Condominium,9,CCR,103 yrs lease commencing from 2010,Resale,1,1850000,-,807,Strata,16 to 20,2292,Nov-21
157,THE QUAYSIDE,ROBERTSON QUAY,Apartment,9,CCR,99 yrs lease commencing from 1994,Resale,1,2110000,-,1335,Strata,06 to 10,1581,Nov-21
158,RIVERGATE,ROBERTSON QUAY,Apartment,9,CCR,Freehold,Resale,1,2700000,-,1033,Strata,31 to 35,2613,Nov-21
159,ONE BALMORAL,BALMORAL ROAD,Condominium,10,CCR,Freehold,Resale,1,3800000,-,1410,Strata,06 to 10,2695,Nov-21
160,MELROSE PARK,KELLOCK ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,Resale,1,3050000,-,1292,Strata,06 to 10,2361,Nov-21
161,BOTANIC GARDENS VIEW,TAMAN SERASI,Apartment,10,CCR,Freehold,Resale,1,3280000,-,1410,Strata,06 to 10,2326,Nov-21
162,SOPHIA RESIDENCE,SOPHIA ROAD,Condominium,9,CCR,Freehold,Resale,1,2510000,-,1378,Strata,01 to 05,1822,Nov-21
163,TRIBECA,KIM SENG ROAD,Condominium,9,CCR,Freehold,Resale,1,1250000,-,517,Strata,26 to 30,2419,Nov-21
164,THE SIXTH AVENUE RESIDENCES,SIXTH AVENUE,Condominium,10,CCR,Freehold,Resale,1,2695000,-,1356,Strata,01 to 05,1987,Nov-21
165,CONCOURSE SKYLINE,BEACH ROAD,Apartment,7,RCR,99 yrs lease commencing from 2008,Resale,1,2300000,-,1109,Strata,31 to 35,2075,Nov-21
166,CITYLIGHTS,JELLICOE ROAD,Condominium,8,RCR,99 yrs lease commencing from 2004,Resale,1,1485000,-,872,Strata,31 to 35,1703,Nov-21
167,KERRISDALE,STURDEE ROAD,Condominium,8,RCR,99 yrs lease commencing from 1998,Resale,1,3288000,-,2788,Strata,26 to 30,1179,Nov-21
168,MACKENZIE 88,MACKENZIE ROAD,Apartment,9,CCR,Freehold,Resale,1,760000,-,463,Strata,06 to 10,1642,Nov-21
169,CITYLIGHTS,JELLICOE ROAD,Condominium,8,RCR,99 yrs lease commencing from 2004,Resale,1,2850000,-,1851,Strata,36 to 40,1539,Nov-21
170,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,2950000,-,1604,Strata,26 to 30,1839,Nov-21
171,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,2305000,-,1356,Strata,21 to 25,1700,Nov-21
172,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,2420000,-,1399,Strata,26 to 30,1729,Nov-21
173,ESPADA,ST. THOMAS WALK,Apartment,9,CCR,Freehold,Resale,1,1242000,-,560,Strata,26 to 30,2219,Nov-21
174,LUCKY PLAZA,ORCHARD ROAD,Apartment,9,CCR,Freehold,Resale,1,1750000,-,872,Strata,11 to 15,2007,Nov-21
175,STARLIGHT SUITES,RIVER VALLEY CLOSE,Apartment,9,CCR,Freehold,Resale,1,3450000,-,1862,Strata,06 to 10,1853,Nov-21
176,THE HERMITAGE,SARKIES ROAD,Apartment,10,CCR,Freehold,Resale,1,1550000,-,775,Strata,01 to 05,2000,Nov-21
177,MARTIN NO 38,MARTIN ROAD,Apartment,9,CCR,Freehold,Resale,1,2800000,-,1130,Strata,06 to 10,2477,Nov-21
178,1919,SOPHIA ROAD,Apartment,9,CCR,Freehold,Resale,1,1180000,-,560,Strata,01 to 05,2108,Nov-21
