S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
379,MONTVIEW,MOUNT SINAI DRIVE,Condominium,10,CCR,Freehold,Resale,1,2800000,-,1701,Strata,01 to 05,1646,Oct-21
380,URBAN RESORT CONDOMINIUM,CAIRNHILL ROAD,Condominium,9,CCR,Freehold,Resale,1,6080000,-,2530,Strata,06 to 10,2404,Oct-21
381,THE CORNWALL,CORNWALL GARDENS,Condominium,10,CCR,Freehold,Resale,1,2160000,-,1044,Strata,01 to 05,2069,Oct-21
382,DUO RESIDENCES,FRASER STREET,Apartment,7,CCR,99 yrs lease commencing from 2011,Resale,1,1880000,-,818,Strata,11 to 15,2298,Oct-21
383,STUDIOS @ MARNE,MARNE ROAD,Apartment,8,RCR,Freehold,Resale,1,770000,-,506,Strata,06 to 10,1522,Oct-21
384,WATERSCAPE AT CAVENAGH,CAVENAGH ROAD,Apartment,9,CCR,Freehold,Resale,1,2550000,-,1313,Strata,01 to 05,1942,Oct-21
385,KENTISH COURT,OXFORD ROAD,Apartment,8,RCR,99 yrs lease commencing from 1995,Resale,1,1180000,-,1055,Strata,06 to 10,1119,Oct-21
386,SOPHIA RESIDENCE,SOPHIA ROAD,Condominium,9,CCR,Freehold,Resale,1,2280000,-,1604,Strata,01 to 05,1422,Oct-21
387,ZENITH,ZION ROAD,Apartment,10,CCR,999 yrs lease commencing from 1877,Resale,1,910000,-,474,Strata,01 to 05,1921,Sep-21
388,THE ORANGE GROVE,ORANGE GROVE ROAD,Condominium,10,CCR,Freehold,Resale,1,5050000,-,2691,Strata,01 to 05,1877,Sep-21
389,GLENTREES,MOUNT SINAI LANE,Condominium,10,CCR,999 yrs lease commencing from 1885,Resale,1,4280000,-,3671,Strata,01 to 05,1166,Sep-21
390,THE DRAYCOTT,DRAYCOTT PARK,Apartment,10,CCR,Freehold,Resale,1,5050000,-,2637,Strata,16 to 20,1915,Sep-21
391,LE WILKIE,WILKIE ROAD,Apartment,9,CCR,Freehold,Resale,1,1720000,-,1206,Strata,01 to 05,1427,Sep-21
392,LOFT @ NATHAN,NATHAN ROAD,Apartment,10,CCR,Freehold,Resale,1,790000,-,388,Strata,01 to 05,2039,Sep-21
393,MARTIN EDGE,MARTIN ROAD,Apartment,9,CCR,Freehold,Resale,1,1300000,-,936,Strata,06 to 10,1388,Sep-21
394,LEONIE PARC VIEW,LEONIE HILL ROAD,Apartment,9,CCR,Freehold,Resale,1,5200000,-,2250,Strata,16 to 20,2311,Sep-21
395,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,Resale,1,9700000,-,4607,Strata,01 to 05,2105,Sep-21
396,SOMMERVILLE PARK,FARRER DRIVE,Condominium,10,CCR,Freehold,Resale,1,3800000,-,1948,Strata,01 to 05,1950,Sep-21
397,DUCHESS CREST,DUCHESS AVENUE,Condominium,10,CCR,99 yrs lease commencing from 1995,Resale,1,2650000,-,1733,Strata,01 to 05,1529,Sep-21
398,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,2033000,-,1216,Strata,11 to 15,1671,Sep-21
399,SCOTTS SQUARE,SCOTTS ROAD,Apartment,9,CCR,Freehold,Resale,1,2249100,-,624,Strata,31 to 35,3603,Sep-21
400,URBAN SUITES,HULLET ROAD,Condominium,9,CCR,Freehold,Resale,1,5000000,-,1604,Strata,11 to 15,3118,Sep-21
401,RANGOON 88,RANGOON ROAD,Apartment,8,RCR,Freehold,Resale,1,710000,-,441,Strata,01 to 05,1609,Sep-21
402,THE PIER AT ROBERTSON,MOHAMED SULTAN ROAD,Apartment,9,CCR,Freehold,Resale,1,1500000,-,732,Strata,06 to 10,2049,Sep-21
403,ONE OXLEY RISE,OXLEY RISE,Apartment,9,CCR,Freehold,Resale,1,1450000,-,753,Strata,01 to 05,1924,Sep-21
404,PINEWOOD GARDENS,BALMORAL PARK,Condominium,10,CCR,Freehold,Resale,1,3349400,-,1625,Strata,01 to 05,2061,Sep-21
405,PATERSON RESIDENCE,PATERSON ROAD,Condominium,9,CCR,Freehold,Resale,1,3195000,-,1313,Strata,01 to 05,2433,Sep-21
406,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,2330000,-,1507,Strata,01 to 05,1546,Sep-21
407,HILLTOPS,CAIRNHILL CIRCLE,Condominium,9,CCR,Freehold,Resale,1,5668000,-,1733,Strata,01 to 05,3271,Sep-21
408,ROBERTSON 100,ROBERTSON QUAY,Apartment,9,CCR,Freehold,Resale,1,2300000,-,1152,Strata,01 to 05,1997,Sep-21
409,MUTIARA CREST,JALAN MUTIARA,Apartment,10,CCR,Freehold,Resale,1,2500000,-,1313,Strata,11 to 15,1904,Sep-21
410,RESIDENTIAL APARTMENTS,RANGOON ROAD,Apartment,8,RCR,Freehold,Resale,1,1700000,-,1884,Strata,01 to 05,902,Sep-21
411,THE INSPIRA,ARNASALAM CHETTY ROAD,Condominium,9,CCR,Freehold,Resale,1,2620000,-,1216,Strata,06 to 10,2154,Sep-21
412,OLEANAS RESIDENCE,KIM YAM ROAD,Condominium,9,CCR,Freehold,Resale,1,3020000,-,1636,Strata,06 to 10,1846,Sep-21
413,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,Resale,1,2300000,-,1206,Strata,01 to 05,1908,Sep-21
414,FONTANA HEIGHTS,MOUNT SINAI RISE,Condominium,10,CCR,Freehold,Resale,1,8188600,-,4758,Strata,01 to 05,1721,Sep-21
415,UP@ROBERTSON QUAY,ROBERTSON QUAY,Apartment,9,CCR,99 yrs lease commencing from 2011,Resale,1,1128000,-,463,Strata,06 to 10,2437,Sep-21
416,KIM SIA COURT,JALAN JINTAN,Apartment,9,CCR,Freehold,Resale,1,2100000,-,1066,Strata,06 to 10,1971,Sep-21
417,WHARTON VALE,SOPHIA ROAD,Apartment,9,CCR,Freehold,Resale,1,950000,-,624,Strata,06 to 10,1522,Sep-21
418,CLYDES RESIDENCE,MERGUI ROAD,Apartment,8,RCR,Freehold,Resale,1,1300000,-,1023,Strata,06 to 10,1271,Sep-21
419,SIGNATURE AT LEWIS,LEWIS ROAD,Apartment,10,CCR,Freehold,Resale,1,3000000,-,1841,Strata,06 to 10,1630,Sep-21
420,RANGOON 88,RANGOON ROAD,Apartment,8,RCR,Freehold,Resale,1,675000,-,441,Strata,01 to 05,1529,Sep-21
421,THE TRILLIUM,KIM SENG ROAD,Condominium,9,CCR,Freehold,Resale,1,6150000,-,2390,Strata,21 to 25,2574,Sep-21
422,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,1488000,-,786,Strata,31 to 35,1894,Sep-21
423,HOLLAND RESIDENCES,TAMAN WARNA,Condominium,10,CCR,Freehold,Resale,1,1980000,-,969,Strata,01 to 05,2044,Sep-21
424,SCOTTS SQUARE,SCOTTS ROAD,Apartment,9,CCR,Freehold,Resale,1,2267700,-,624,Strata,31 to 35,3632,Sep-21
425,GLENTREES,MOUNT SINAI LANE,Condominium,10,CCR,999 yrs lease commencing from 1885,Resale,1,2400000,-,1442,Strata,01 to 05,1664,Sep-21
426,ARDMORE THREE,ARDMORE PARK,Condominium,10,CCR,Freehold,Resale,1,6500000,-,1776,Strata,06 to 10,3660,Sep-21
427,CITYLIGHTS,JELLICOE ROAD,Condominium,8,RCR,99 yrs lease commencing from 2004,Resale,1,2000000,-,1356,Strata,11 to 15,1475,Sep-21
428,THE MARBELLA,MOUNT SINAI RISE,Condominium,10,CCR,Freehold,Resale,1,2088000,-,1076,Strata,21 to 25,1940,Sep-21
429,CITYVISTA RESIDENCES,PECK HAY ROAD,Condominium,9,CCR,Freehold,Resale,1,4063888,-,2142,Strata,06 to 10,1897,Sep-21
430,POLLEN & BLEU,FARRER DRIVE,Condominium,10,CCR,99 yrs lease commencing from 2012,Resale,1,1250000,-,603,Strata,06 to 10,2074,Sep-21
431,RIVERGATE,ROBERTSON QUAY,Apartment,9,CCR,Freehold,Resale,1,7280000,-,3100,Strata,41 to 45,2348,Sep-21
432,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,1830000,-,1033,Strata,16 to 20,1771,Sep-21
433,SUITES @ OWEN,OWEN ROAD,Apartment,8,RCR,Freehold,Resale,1,600000,-,366,Strata,01 to 05,1639,Sep-21
434,LEONIE PARC VIEW,LEONIE HILL ROAD,Apartment,9,CCR,Freehold,Resale,1,4980000,-,2250,Strata,21 to 25,2214,Sep-21
435,CITYLIGHTS,JELLICOE ROAD,Condominium,8,RCR,99 yrs lease commencing from 2004,Resale,1,2112000,-,1421,Strata,21 to 25,1486,Sep-21
436,THE LAURELS,CAIRNHILL ROAD,Condominium,9,CCR,Freehold,Resale,1,2380000,-,883,Strata,11 to 15,2696,Sep-21
437,THE IMPERIAL,JALAN RUMBIA,Condominium,9,CCR,Freehold,Resale,1,2200000,-,980,Strata,06 to 10,2246,Sep-21
438,THE BOULEVARD RESIDENCE,CUSCADEN WALK,Apartment,10,CCR,Freehold,Resale,1,5200000,-,2034,Strata,26 to 30,2556,Sep-21
439,DUKES RESIDENCE,DUKE'S ROAD,Apartment,10,CCR,Freehold,Resale,1,2150000,-,1076,Strata,01 to 05,1997,Sep-21
440,FOUR SEASONS PARK,CUSCADEN WALK,Condominium,10,CCR,Freehold,Resale,1,9500000,-,2874,Strata,06 to 10,3306,Sep-21
441,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,Resale,1,968000,-,420,Strata,01 to 05,2306,Sep-21
442,8 @ MOUNT SOPHIA,MOUNT SOPHIA,Condominium,9,CCR,103 yrs lease commencing from 2002,Resale,1,1720000,-,1033,Strata,06 to 10,1664,Sep-21
443,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,Resale,1,3298000,-,1701,Strata,06 to 10,1939,Sep-21
444,WATERSCAPE AT CAVENAGH,CAVENAGH ROAD,Apartment,9,CCR,Freehold,Resale,1,2500000,-,1313,Strata,01 to 05,1904,Sep-21
445,CAIRNHILL NINE,CAIRNHILL ROAD,Apartment,9,CCR,99 yrs lease commencing from 2014,Resale,1,1742500,-,732,Strata,06 to 10,2381,Sep-21
446,WILKIE COURT,WILKIE ROAD,Apartment,9,CCR,Freehold,Resale,1,1360000,-,980,Strata,01 to 05,1388,Sep-21
447,MELROSE PARK,KELLOCK ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,Resale,1,7388800,-,5231,Strata,16 to 20,1412,Sep-21
448,CONDOMINIUM DEVELOPMENT,HOLLAND ROAD,Condominium,10,CCR,Freehold,Resale,1,2860000,-,1722,Strata,01 to 05,1661,Sep-21
449,LE NOUVEL ARDMORE,ARDMORE PARK,Condominium,10,CCR,Freehold,Resale,1,18460000,-,3843,Strata,06 to 10,4804,Sep-21
450,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,1128000,-,635,Strata,16 to 20,1776,Sep-21
451,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,3080000,-,1711,Strata,11 to 15,1800,Sep-21
452,KENTISH COURT,OXFORD ROAD,Apartment,8,RCR,99 yrs lease commencing from 1995,Resale,1,1220000,-,1087,Strata,01 to 05,1122,Sep-21
453,CITYLIGHTS,JELLICOE ROAD,Condominium,8,RCR,99 yrs lease commencing from 2004,Resale,1,1188888,-,678,Strata,16 to 20,1753,Sep-21
454,PARC EMILY,MOUNT EMILY ROAD,Condominium,9,CCR,Freehold,Resale,1,1720088,-,893,Strata,01 to 05,1925,Sep-21
455,CAVENAGH HOUSE,CLEMENCEAU AVENUE NORTH,Apartment,9,CCR,Freehold,Resale,1,3050000,-,1701,Strata,11 to 15,1793,Sep-21
456,POLLEN & BLEU,FARRER DRIVE,Condominium,10,CCR,99 yrs lease commencing from 2012,Resale,1,2200000,-,1184,Strata,06 to 10,1858,Sep-21
457,CITYLIGHTS,JELLICOE ROAD,Condominium,8,RCR,99 yrs lease commencing from 2004,Resale,1,1960000,-,1421,Strata,11 to 15,1379,Sep-21
458,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,2180000,-,1346,Strata,11 to 15,1620,Sep-21
459,DUCHESS CREST,DUCHESS AVENUE,Condominium,10,CCR,99 yrs lease commencing from 1995,Resale,1,1950000,-,1421,Strata,01 to 05,1372,Sep-21
460,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,1128000,-,635,Strata,16 to 20,1776,Sep-21
461,HILLTOPS,CAIRNHILL CIRCLE,Condominium,9,CCR,Freehold,Resale,1,4974000,-,1550,Strata,16 to 20,3209,Sep-21
462,SIGNATURE AT LEWIS,LEWIS ROAD,Apartment,10,CCR,Freehold,Resale,1,1750000,-,980,Strata,01 to 05,1787,Sep-21
463,DORMER PARK,JERVOIS ROAD,Condominium,10,CCR,Freehold,Resale,1,2250000,-,1238,Strata,01 to 05,1818,Sep-21
464,JERVOIS JADE APARTMENTS,JERVOIS CLOSE,Apartment,10,CCR,99 yrs lease commencing from 1998,Resale,1,1260000,-,1044,Strata,06 to 10,1207,Sep-21
465,RESIDENTIAL APARTMENTS,HOLLAND HILL,Apartment,10,CCR,Freehold,Resale,1,2200000,-,1518,Strata,06 to 10,1450,Sep-21
466,STELLAR RV,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,Resale,1,1340000,-,840,Strata,06 to 10,1596,Sep-21
467,ROBERTSON 100,ROBERTSON QUAY,Apartment,9,CCR,Freehold,Resale,1,1500000,-,786,Strata,01 to 05,1909,Sep-21
468,ROBIN RESIDENCES,ROBIN DRIVE,Condominium,10,CCR,Freehold,Resale,1,1068000,-,409,Strata,01 to 05,2611,Sep-21
469,OUE TWIN PEAKS,LEONIE HILL ROAD,Condominium,9,CCR,99 yrs lease commencing from 2010,Resale,1,1338000,-,549,Strata,21 to 25,2437,Sep-21
470,TYRWHITT 139,TYRWHITT ROAD,Apartment,8,RCR,Freehold,Resale,1,1060000,-,926,Strata,06 to 10,1145,Sep-21
471,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,Resale,1,3200000,-,1572,Strata,01 to 05,2036,Sep-21
472,SPRING GROVE,GRANGE ROAD,Condominium,10,CCR,99 yrs lease commencing from 1991,Resale,1,1650000,-,1012,Strata,16 to 20,1631,Sep-21
473,LE NOUVEL ARDMORE,ARDMORE PARK,Condominium,10,CCR,Freehold,Resale,1,26300000,-,5360,Strata,06 to 10,4906,Sep-21
474,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,Resale,1,960000,-,420,Strata,01 to 05,2287,Sep-21
475,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,3050888,-,1981,Strata,06 to 10,1540,Sep-21
476,LOFT @ NATHAN,NATHAN ROAD,Apartment,10,CCR,Freehold,Resale,1,1400000,-,872,Strata,06 to 10,1606,Sep-21
477,ST MARTIN'S APARTMENT,ST. MARTIN'S DRIVE,Apartment,10,CCR,Freehold,Resale,1,2350000,-,926,Strata,01 to 05,2539,Sep-21
478,RANGOON 88,RANGOON ROAD,Apartment,8,RCR,Freehold,Resale,1,685000,-,420,Strata,01 to 05,1632,Sep-21
479,RV SUITES,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,Resale,1,970888,-,538,Strata,01 to 05,1804,Sep-21
480,RIVERGATE,ROBERTSON QUAY,Apartment,9,CCR,Freehold,Resale,1,5200000,-,1894,Strata,26 to 30,2745,Sep-21
481,ST REGIS RESIDENCES SINGAPORE,TANGLIN ROAD,Apartment,10,CCR,999 yrs lease commencing from 1995,Resale,1,9390000,-,3757,Strata,06 to 10,2500,Sep-21
482,VISIONCREST,OXLEY RISE,Apartment,9,CCR,Freehold,Resale,1,2020000,-,926,Strata,01 to 05,2182,Sep-21
483,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,Resale,1,3030000,-,1572,Strata,01 to 05,1928,Sep-21
484,QUINTERRA,HOLLAND ROAD,Apartment,10,CCR,99 yrs lease commencing from 2006,Resale,1,2030000,-,1389,Strata,06 to 10,1462,Sep-21
485,BALMORAL HILLS,BALMORAL PARK,Condominium,10,CCR,Freehold,Resale,1,4010000,-,1841,Strata,06 to 10,2179,Sep-21
486,THE TOMLINSON,CUSCADEN ROAD,Apartment,10,CCR,Freehold,Resale,1,5350000,-,2347,Strata,06 to 10,2280,Sep-21
487,DUCHESS RESIDENCES,DUCHESS AVENUE,Condominium,10,CCR,999 yrs lease commencing from 1875,Resale,1,6200000,-,3305,Strata,01 to 05,1876,Sep-21
488,ST REGIS RESIDENCES SINGAPORE,TANGLIN ROAD,Apartment,10,CCR,999 yrs lease commencing from 1995,Resale,1,9500000,-,3757,Strata,06 to 10,2529,Sep-21
489,ONE JERVOIS,JERVOIS CLOSE,Condominium,10,CCR,Freehold,Resale,1,2060000,-,1066,Strata,06 to 10,1933,Sep-21
490,CITY SQUARE RESIDENCES,KITCHENER LINK,Condominium,8,RCR,Freehold,Resale,1,1850000,-,1195,Strata,01 to 05,1548,Sep-21
491,SPRING GROVE,GRANGE ROAD,Condominium,10,CCR,99 yrs lease commencing from 1991,Resale,1,2769850,-,1787,Strata,06 to 10,1550,Sep-21
492,CITYLIGHTS,JELLICOE ROAD,Condominium,8,RCR,99 yrs lease commencing from 2004,Resale,1,2090000,-,1421,Strata,21 to 25,1471,Sep-21
493,PINEWOOD GARDENS,BALMORAL PARK,Condominium,10,CCR,Freehold,Resale,1,3430000,-,1948,Strata,01 to 05,1761,Sep-21
494,ROBERTSON EDGE,TONG WATT ROAD,Apartment,9,CCR,999 yrs lease commencing from 1841,Resale,1,880000,-,431,Strata,01 to 05,2044,Sep-21
495,CITY SQUARE RESIDENCES,KITCHENER LINK,Condominium,8,RCR,Freehold,Resale,1,1900000,-,1206,Strata,01 to 05,1576,Sep-21
496,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,2150000,-,1367,Strata,11 to 15,1573,Sep-21
497,D' DALVEY,DALVEY ESTATE,Apartment,10,CCR,Freehold,Resale,1,2230000,-,1206,Strata,01 to 05,1850,Sep-21
498,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,Resale,1,3300000,-,1894,Strata,01 to 05,1742,Sep-21
499,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,Resale,1,6450000,-,2659,Strata,01 to 05,2426,Sep-21
500,HOLLAND RESIDENCES,TAMAN WARNA,Condominium,10,CCR,Freehold,Resale,1,2925000,-,1884,Strata,01 to 05,1553,Sep-21
501,ASPEN HEIGHTS,RIVER VALLEY ROAD,Condominium,9,CCR,999 yrs lease commencing from 1841,Resale,1,2970000,-,1324,Strata,06 to 10,2243,Sep-21
502,KERRISDALE,STURDEE ROAD,Condominium,8,RCR,99 yrs lease commencing from 1998,Resale,1,1630000,-,1270,Strata,16 to 20,1283,Sep-21
503,NOUVEL 18,ANDERSON ROAD,Condominium,10,CCR,Freehold,Resale,1,6416000,-,1862,Strata,31 to 35,3445,Sep-21
504,DRAYCOTT EIGHT,DRAYCOTT PARK,Condominium,10,CCR,99 yrs lease commencing from 1997,Resale,1,2500000,-,1432,Strata,21 to 25,1746,Sep-21
505,HILLTOPS,CAIRNHILL CIRCLE,Condominium,9,CCR,Freehold,Resale,1,4069000,-,1335,Strata,06 to 10,3049,Sep-21
506,PATERSON SUITES,PATERSON ROAD,Condominium,9,CCR,Freehold,Resale,1,4890000,-,1679,Strata,16 to 20,2912,Sep-21
507,THE VERV @ RV,RIVER VALLEY ROAD,Apartment,9,CCR,Freehold,Resale,1,1950000,-,1001,Strata,06 to 10,1948,Sep-21
508,8 @ MOUNT SOPHIA,MOUNT SOPHIA,Condominium,9,CCR,103 yrs lease commencing from 2002,Resale,1,1688000,-,1033,Strata,06 to 10,1634,Sep-21
509,GLENTREES,MOUNT SINAI LANE,Condominium,10,CCR,999 yrs lease commencing from 1885,Resale,1,2468000,-,1442,Strata,01 to 05,1711,Sep-21
510,BLISS REGALIA,SING AVENUE,Apartment,8,RCR,Freehold,Resale,1,830000,-,646,Strata,01 to 05,1285,Sep-21
511,CORONATION SHOPPING PLAZA,BUKIT TIMAH ROAD,Apartment,10,CCR,Freehold,Resale,1,2800000,-,1927,Strata,01 to 05,1453,Sep-21
512,THE BELMONT,BELMONT ROAD,Apartment,10,CCR,Freehold,Resale,1,6000000,-,3100,Strata,01 to 05,1935,Sep-21
513,CITY SQUARE RESIDENCES,KITCHENER LINK,Condominium,8,RCR,Freehold,Resale,1,955000,-,570,Strata,01 to 05,1674,Sep-21
514,THE LOFT,NASSIM HILL,Condominium,10,CCR,99 yrs lease commencing from 1999,Resale,1,2830000,-,1528,Strata,01 to 05,1852,Sep-21
515,CONDOMINIUM DEVELOPMENT,HOLLAND ROAD,Condominium,10,CCR,Freehold,Resale,1,1600000,-,980,Strata,06 to 10,1633,Sep-21
516,HOLLAND RESIDENCES,TAMAN WARNA,Condominium,10,CCR,Freehold,Resale,1,3760000,-,2250,Strata,01 to 05,1671,Sep-21
517,THE INSPIRA,ARNASALAM CHETTY ROAD,Condominium,9,CCR,Freehold,Resale,1,4000000,-,2260,Strata,11 to 15,1770,Sep-21
518,MARTIN NO 38,MARTIN ROAD,Apartment,9,CCR,Freehold,Resale,1,2430000,-,969,Strata,06 to 10,2508,Sep-21
519,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,Resale,1,2332288,-,1216,Strata,16 to 20,1917,Sep-21
520,CASABELLA,DUCHESS AVENUE,Condominium,10,CCR,Freehold,Resale,1,2430000,-,1313,Strata,01 to 05,1850,Sep-21
521,LUMA,RIVER VALLEY GROVE,Apartment,9,CCR,Freehold,Resale,1,1420000,-,743,Strata,16 to 20,1912,Sep-21
522,THE BENCOOLEN,BENCOOLEN STREET,Apartment,7,RCR,99 yrs lease commencing from 1995,Resale,1,1200000,-,926,Strata,06 to 10,1296,Sep-21
523,RIVERGATE,ROBERTSON QUAY,Apartment,9,CCR,Freehold,Resale,1,3520000,-,1496,Strata,06 to 10,2353,Sep-21
524,ST MARTIN'S APARTMENT,ST. MARTIN'S DRIVE,Apartment,10,CCR,Freehold,Resale,1,2155000,-,926,Strata,01 to 05,2328,Sep-21
525,ST THOMAS SUITES,ST. THOMAS WALK,Condominium,9,CCR,Freehold,Resale,1,5470000,-,2605,Strata,16 to 20,2100,Sep-21
526,BALMORAL CREST,BALMORAL CRESCENT,Apartment,10,CCR,Freehold,Resale,1,2000000,-,1098,Strata,01 to 05,1822,Sep-21
527,LOFT @ RANGOON,RANGOON ROAD,Apartment,8,RCR,Freehold,Resale,1,720000,-,495,Strata,01 to 05,1454,Sep-21
528,STURDEE VIEW,STURDEE ROAD NORTH,Apartment,8,RCR,Freehold,Resale,1,1650000,-,1475,Strata,01 to 05,1119,Sep-21
529,SCOTTS SQUARE,SCOTTS ROAD,Apartment,9,CCR,Freehold,Resale,1,2165100,-,624,Strata,31 to 35,3468,Sep-21
530,1919,SOPHIA ROAD,Apartment,9,CCR,Freehold,Resale,1,1600000,-,786,Strata,01 to 05,2036,Sep-21
531,LOFT @ NATHAN,NATHAN ROAD,Apartment,10,CCR,Freehold,Resale,1,828888,-,441,Strata,01 to 05,1878,Sep-21
532,RIVERGATE,ROBERTSON QUAY,Apartment,9,CCR,Freehold,Resale,1,2740000,-,1055,Strata,36 to 40,2597,Sep-21
533,PARC EMILY,MOUNT EMILY ROAD,Condominium,9,CCR,Freehold,Resale,1,1770000,-,990,Strata,01 to 05,1787,Sep-21
534,1919,SOPHIA ROAD,Apartment,9,CCR,Freehold,Resale,1,1180000,-,560,Strata,01 to 05,2108,Sep-21
535,RESIDENTIAL APARTMENTS,SING AVENUE,Apartment,8,RCR,Freehold,Resale,1,1350000,-,1259,Strata,01 to 05,1072,Sep-21
536,THE LIGHT @ CAIRNHILL,CAIRNHILL CIRCLE,Condominium,9,CCR,Freehold,Resale,1,3600000,-,1658,Strata,11 to 15,2172,Sep-21
537,CHELSEA GARDENS,WALSHE ROAD,Condominium,10,CCR,Freehold,Resale,1,4400000,-,2508,Strata,01 to 05,1754,Sep-21
538,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,3688000,-,2034,Strata,16 to 20,1813,Sep-21
539,RIVERGATE,ROBERTSON QUAY,Apartment,9,CCR,Freehold,Resale,1,3650000,-,1507,Strata,11 to 15,2422,Sep-21
540,THE LIGHT @ CAIRNHILL,CAIRNHILL CIRCLE,Condominium,9,CCR,Freehold,Resale,1,3550000,-,1690,Strata,06 to 10,2101,Sep-21
541,CITYSCAPE @FARRER PARK,MERGUI ROAD,Condominium,8,RCR,Freehold,Resale,1,1610000,-,1119,Strata,16 to 20,1438,Sep-21
542,THE PIER AT ROBERTSON,MOHAMED SULTAN ROAD,Apartment,9,CCR,Freehold,Resale,1,3668000,-,1959,Strata,06 to 10,1872,Sep-21
543,REGENCY PARK,NATHAN ROAD,Condominium,10,CCR,Freehold,Resale,1,4500000,-,2250,Strata,01 to 05,2000,Sep-21
544,YONG AN PARK,RIVER VALLEY ROAD,Condominium,9,CCR,Freehold,Resale,1,12500000,-,6577,Strata,21 to 25,1901,Sep-21
545,ESPADA,ST. THOMAS WALK,Apartment,9,CCR,Freehold,Resale,1,1442888,-,646,Strata,16 to 20,2234,Sep-21
546,BELLERIVE,KENG CHIN ROAD,Apartment,10,CCR,Freehold,Resale,1,3900000,-,2734,Strata,11 to 15,1426,Sep-21
547,SOPHIA RESIDENCE,SOPHIA ROAD,Condominium,9,CCR,Freehold,Resale,1,2510000,-,1432,Strata,01 to 05,1753,Sep-21
548,THE PLAZA,BEACH ROAD,Apartment,7,CCR,99 yrs lease commencing from 1968,Resale,1,788000,-,678,Strata,21 to 25,1162,Sep-21
549,CITY SQUARE RESIDENCES,KITCHENER LINK,Condominium,8,RCR,Freehold,Resale,1,2588000,-,1518,Strata,06 to 10,1705,Sep-21
550,ST THOMAS SUITES,ST. THOMAS WALK,Condominium,9,CCR,Freehold,Resale,1,6850000,-,3401,Strata,26 to 30,2014,Sep-21
551,TANGLIN PARK,RIDLEY PARK,Condominium,10,CCR,Freehold,Resale,1,2150000,-,1033,Strata,01 to 05,2081,Sep-21
552,THE MERASAGA,JALAN MERAH SAGA,Condominium,10,CCR,99 yrs lease commencing from 1991,Resale,1,1610000,-,958,Strata,06 to 10,1681,Sep-21
553,VIVACE,TONG WATT ROAD,Apartment,9,CCR,999 yrs lease commencing from 1841,Resale,1,940000,-,452,Strata,01 to 05,2079,Sep-21
554,THE MERLOT,KENG LEE ROAD,Apartment,8,RCR,Freehold,Resale,1,710000,-,517,Strata,01 to 05,1374,Sep-21
555,REGENCY LODGE,SHANGHAI ROAD,Apartment,10,CCR,Freehold,Resale,1,2300000,-,1270,Strata,06 to 10,1811,Sep-21
556,LEONIE HILL RESIDENCES,LEONIE HILL ROAD,Apartment,9,CCR,Freehold,Resale,1,2446000,-,1141,Strata,11 to 15,2144,Sep-21
557,THE TATE RESIDENCES,CLAYMORE ROAD,Condominium,9,CCR,Freehold,Resale,1,8800000,-,3208,Strata,06 to 10,2743,Sep-21
