S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
29,ROSEWOOD SUITES,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2008,Resale,1,670000,-,689,Strata,01 to 05,973,Nov-21
30,THE CREEK @ BUKIT,TOH TUCK ROAD,Condominium,21,RCR,Freehold,Resale,1,1680000,-,969,Strata,01 to 05,1734,Nov-21
31,WOODGROVE CONDOMINIUM,WOODGROVE DRIVE,Condominium,25,OCR,99 yrs lease commencing from 1997,Resale,1,1460000,-,2034,Strata,01 to 05,718,Nov-21
32,LAKE GRANDE,JURONG LAKE LINK,Condominium,22,OCR,99 yrs lease commencing from 2015,Resale,1,1040000,-,667,Strata,01 to 05,1558,Nov-21
33,THE BEVERLY,TOH TUCK ROAD,Apartment,21,RCR,Freehold,Resale,1,2880000,-,1884,Strata,01 to 05,1529,Nov-21
34,ENG KONG GREEN,ENG KONG CRESCENT,Condominium,21,RCR,Freehold,Resale,1,1150000,-,840,Strata,01 to 05,1370,Nov-21
35,1 KING ALBERT PARK,KING ALBERT PARK,Condominium,21,RCR,Freehold,Resale,1,2180000,-,1259,Strata,01 to 05,1731,Nov-21
36,HILLTOP GROVE,HILLVIEW AVENUE,Condominium,23,OCR,99 yrs lease commencing from 1996,Resale,1,1328888,-,1324,Strata,06 to 10,1004,Nov-21
37,MAYSPRINGS,PETIR ROAD,Apartment,23,OCR,99 yrs lease commencing from 1994,Resale,1,835000,-,915,Strata,01 to 05,913,Nov-21
38,MAYSPRINGS,PETIR ROAD,Apartment,23,OCR,99 yrs lease commencing from 1994,Resale,1,1150000,-,1302,Strata,06 to 10,883,Nov-21
39,LAKE GRANDE,JURONG LAKE LINK,Condominium,22,OCR,99 yrs lease commencing from 2015,Resale,1,1190000,-,775,Strata,16 to 20,1535,Nov-21
40,PALM GARDENS,HONG SAN WALK,Condominium,23,OCR,99 yrs lease commencing from 1996,Resale,1,940000,-,1206,Strata,01 to 05,780,Nov-21
41,PARKVIEW APARTMENTS,BUKIT BATOK STREET 25,Apartment,23,OCR,99 yrs lease commencing from 1994,Resale,1,852000,-,1119,Strata,01 to 05,761,Nov-21
42,HILLINGTON GREEN,HILLVIEW AVENUE,Condominium,23,OCR,999 yrs lease commencing from 1883,Resale,1,2300000,-,1927,Strata,01 to 05,1194,Nov-21
43,PARC ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,1150000,-,1625,Strata,01 to 05,708,Nov-21
44,THE WOODGROVE,WOODGROVE DRIVE,Apartment,25,OCR,99 yrs lease commencing from 1996,Resale,1,772000,-,1033,Strata,06 to 10,747,Nov-21
45,PALM GARDENS,HONG SAN WALK,Condominium,23,OCR,99 yrs lease commencing from 1996,Resale,1,1050000,-,1206,Strata,11 to 15,871,Nov-21
46,LAKE GRANDE,JURONG LAKE LINK,Condominium,22,OCR,99 yrs lease commencing from 2015,Resale,1,820000,-,517,Strata,06 to 10,1587,Nov-21
47,GLENDALE PARK,HILLVIEW AVENUE,Condominium,23,OCR,Freehold,Resale,1,1950000,-,1313,Strata,06 to 10,1485,Nov-21
48,LAKEVILLE,JURONG LAKE LINK,Condominium,22,OCR,99 yrs lease commencing from 2013,Resale,1,1700000,-,1141,Strata,11 to 15,1490,Nov-21
49,HILLSTA,PHOENIX ROAD,Condominium,23,OCR,99 yrs lease commencing from 2011,Resale,1,900000,-,764,Strata,21 to 25,1178,Nov-21
50,THE TENNERY,WOODLANDS ROAD,Apartment,23,OCR,99 yrs lease commencing from 2010,Resale,1,770000,-,614,Strata,16 to 20,1255,Nov-21
51,HILLION RESIDENCES,JELEBU ROAD,Apartment,23,OCR,99 yrs lease commencing from 2013,Resale,1,720000,-,474,Strata,11 to 15,1520,Nov-21
52,THE CASCADIA,BUKIT TIMAH ROAD,Condominium,21,RCR,Freehold,Resale,1,2780000,-,1582,Strata,01 to 05,1757,Nov-21
53,THE CASCADIA,BUKIT TIMAH ROAD,Condominium,21,RCR,Freehold,Resale,1,2700000,-,1421,Strata,06 to 10,1900,Nov-21
54,PINE GROVE,PINE GROVE,Condominium,21,RCR,99 yrs lease commencing from 1984,Resale,1,1820888,-,1690,Strata,06 to 10,1077,Nov-21
55,THE RAINTREE,BUKIT DRIVE,Condominium,21,OCR,99 yrs lease commencing from 2003,Resale,1,1668000,-,1410,Strata,01 to 05,1183,Nov-21
56,MAYSPRINGS,PETIR ROAD,Apartment,23,OCR,99 yrs lease commencing from 1994,Resale,1,840000,-,915,Strata,06 to 10,918,Nov-21
57,THE LANAI,HILLVIEW AVENUE,Condominium,23,OCR,999 yrs lease commencing from 1885,Resale,1,1358000,-,958,Strata,06 to 10,1418,Nov-21
58,THE LAKESHORE,JURONG WEST STREET 41,Condominium,22,OCR,99 yrs lease commencing from 2002,Resale,1,1020000,-,861,Strata,06 to 10,1185,Nov-21
59,HILLVIEW HEIGHTS,HILLVIEW AVENUE,Condominium,23,OCR,Freehold,Resale,1,2300000,-,1668,Strata,06 to 10,1379,Nov-21
60,CASHEW HEIGHTS CONDOMINIUM,CASHEW ROAD,Condominium,23,OCR,999 yrs lease commencing from 1882,Resale,1,2200000,-,1658,Strata,01 to 05,1327,Nov-21
61,LAKEHOLMZ,CORPORATION ROAD,Condominium,22,OCR,99 yrs lease commencing from 2001,Resale,1,1430000,-,1518,Strata,06 to 10,942,Nov-21
62,THE CREEK @ BUKIT,TOH TUCK ROAD,Condominium,21,RCR,Freehold,Resale,1,1720000,-,926,Strata,01 to 05,1858,Nov-21
63,TEACHER'S HOUSING ESTATE,KALIDASA AVENUE,Apartment,26,OCR,999 yrs lease commencing from 1885,Resale,1,1160000,-,1195,Strata,01 to 05,971,Nov-21
64,WOODHAVEN,WOODGROVE AVENUE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,693000,-,635,Strata,01 to 05,1091,Nov-21
65,TREE HOUSE,CHESTNUT AVENUE,Condominium,23,OCR,99 yrs lease commencing from 2009,Resale,1,1508000,-,1152,Strata,11 to 15,1309,Nov-21
66,HILLVISTA,ELIZABETH DRIVE,Condominium,23,OCR,Freehold,Resale,1,1780000,-,1238,Strata,01 to 05,1438,Nov-21
67,PARC OASIS,JURONG EAST AVENUE 1,Condominium,22,OCR,99 yrs lease commencing from 1991,Resale,1,1310000,-,1399,Strata,01 to 05,936,Nov-21
68,THE MAYFAIR,JURONG EAST STREET 32,Condominium,22,OCR,99 yrs lease commencing from 1996,Resale,1,1218000,-,1227,Strata,01 to 05,993,Nov-21
69,PALM GARDENS,HONG SAN WALK,Condominium,23,OCR,99 yrs lease commencing from 1996,Resale,1,1045000,-,1216,Strata,11 to 15,859,Nov-21
70,FLORIDIAN,BUKIT TIMAH ROAD,Condominium,21,RCR,Freehold,Resale,1,2030000,-,969,Strata,06 to 10,2095,Nov-21
71,THE WARREN,CHOA CHU KANG LOOP,Condominium,23,OCR,99 yrs lease commencing from 2001,Resale,1,1030000,-,1066,Strata,06 to 10,967,Nov-21
72,CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1993,Resale,1,924000,-,947,Strata,01 to 05,975,Nov-21
73,ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2000,Resale,1,980000,-,1173,Strata,11 to 15,835,Nov-21
74,HILLTOP GROVE,HILLVIEW AVENUE,Condominium,23,OCR,99 yrs lease commencing from 1996,Resale,1,1156000,-,1324,Strata,01 to 05,873,Nov-21
75,MAYSPRINGS,PETIR ROAD,Apartment,23,OCR,99 yrs lease commencing from 1994,Resale,1,1462000,-,1561,Strata,21 to 25,937,Nov-21
76,MAYSPRINGS,PETIR ROAD,Apartment,23,OCR,99 yrs lease commencing from 1994,Resale,1,1080000,-,1292,Strata,01 to 05,836,Nov-21
77,THE CREEK @ BUKIT,TOH TUCK ROAD,Condominium,21,RCR,Freehold,Resale,1,1650000,-,926,Strata,01 to 05,1782,Nov-21
78,PINE GROVE,PINE GROVE,Condominium,21,RCR,99 yrs lease commencing from 1984,Resale,1,1950000,-,1927,Strata,01 to 05,1012,Nov-21
79,HIGHGATE,TOH TUCK ROAD,Condominium,21,RCR,Freehold,Resale,1,1920000,-,1324,Strata,06 to 10,1450,Nov-21
80,ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2000,Resale,1,910000,-,1173,Strata,06 to 10,776,Nov-21
81,HILLBROOKS,HILLVIEW AVENUE,Condominium,23,OCR,Freehold,Resale,1,1430000,-,1076,Strata,06 to 10,1329,Nov-21
82,SYMPHONY HEIGHTS,HUME AVENUE,Condominium,21,OCR,Freehold,Resale,1,1368000,-,926,Strata,01 to 05,1478,Nov-21
83,MAYSPRINGS,PETIR ROAD,Apartment,23,OCR,99 yrs lease commencing from 1994,Resale,1,873000,-,818,Strata,11 to 15,1067,Nov-21
84,THE CENTRIS,JURONG WEST CENTRAL 3,Apartment,22,OCR,99 yrs lease commencing from 2006,Resale,1,1300000,-,1561,Strata,16 to 20,833,Nov-21
85,HAZEL PARK CONDOMINIUM,HAZEL PARK TERRACE,Condominium,23,OCR,999 yrs lease commencing from 1882,Resale,1,1815000,-,1367,Strata,01 to 05,1328,Nov-21
86,SIGNATURE PARK,TOH TUCK ROAD,Condominium,21,RCR,Freehold,Resale,1,1580000,-,1055,Strata,06 to 10,1498,Nov-21
87,WOODGROVE CONDOMINIUM,WOODGROVE DRIVE,Condominium,25,OCR,99 yrs lease commencing from 1997,Resale,1,1535000,-,1970,Strata,01 to 05,779,Nov-21
88,LAKEVILLE,JURONG LAKE LINK,Condominium,22,OCR,99 yrs lease commencing from 2013,Resale,1,1690000,-,1324,Strata,01 to 05,1276,Nov-21
89,THE LAKESHORE,JURONG WEST STREET 41,Condominium,22,OCR,99 yrs lease commencing from 2002,Resale,1,1208000,-,1184,Strata,11 to 15,1020,Nov-21
90,THE SKYWOODS,DAIRY FARM HEIGHTS,Condominium,23,OCR,99 yrs lease commencing from 2012,Resale,1,1351020,-,1012,Strata,01 to 05,1335,Nov-21
91,THE BEVERLY,TOH TUCK ROAD,Apartment,21,RCR,Freehold,Resale,1,1945000,-,2153,Strata,01 to 05,903,Nov-21
92,ROYAL COURT,JALAN RAJAWALI,Apartment,21,RCR,Freehold,Resale,1,1370000,-,1055,Strata,01 to 05,1299,Nov-21
93,NORTHVALE,CHOA CHU KANG LOOP,Apartment,23,OCR,99 yrs lease commencing from 1995,Resale,1,690000,-,721,Strata,06 to 10,957,Nov-21
94,THE LAKEFRONT RESIDENCES,LAKESIDE DRIVE,Condominium,22,OCR,99 yrs lease commencing from 2010,Resale,1,1500000,-,1206,Strata,01 to 05,1244,Nov-21
95,THE BEVERLY,TOH TUCK ROAD,Apartment,21,RCR,Freehold,Resale,1,2700000,-,2992,Strata,01 to 05,902,Nov-21
96,THE CASCADIA,BUKIT TIMAH ROAD,Condominium,21,RCR,Freehold,Resale,1,1670000,-,872,Strata,06 to 10,1915,Nov-21
97,TREE HOUSE,CHESTNUT AVENUE,Condominium,23,OCR,99 yrs lease commencing from 2009,Resale,1,1480000,-,1152,Strata,11 to 15,1285,Nov-21
98,PARC ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,800000,-,829,Strata,01 to 05,965,Nov-21
99,THE CASCADIA,BUKIT TIMAH ROAD,Condominium,21,RCR,Freehold,Resale,1,1030000,-,581,Strata,06 to 10,1772,Nov-21
100,THE TENNERY,WOODLANDS ROAD,Apartment,23,OCR,99 yrs lease commencing from 2010,Resale,1,899000,-,850,Strata,01 to 05,1057,Nov-21
101,PINE GROVE,PINE GROVE,Condominium,21,RCR,99 yrs lease commencing from 1984,Resale,1,1818000,-,1755,Strata,06 to 10,1036,Nov-21
102,WOODHAVEN,WOODGROVE AVENUE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,905000,-,850,Strata,01 to 05,1064,Nov-21
103,MAYSPRINGS,PETIR ROAD,Apartment,23,OCR,99 yrs lease commencing from 1994,Resale,1,800000,-,904,Strata,01 to 05,885,Nov-21
104,HILLSTA,PHOENIX ROAD,Condominium,23,OCR,99 yrs lease commencing from 2011,Resale,1,1050000,-,990,Strata,16 to 20,1060,Nov-21
105,PARC VISTA,CORPORATION ROAD,Condominium,22,OCR,99 yrs lease commencing from 1995,Resale,1,1250000,-,1259,Strata,06 to 10,993,Nov-21
106,HILLVIEW REGENCY,BUKIT BATOK EAST AVENUE 2,Condominium,23,OCR,99 yrs lease commencing from 2000,Resale,1,900000,-,969,Strata,01 to 05,929,Nov-21
107,THE STERLING,BUKIT TIMAH ROAD,Condominium,21,RCR,Freehold,Resale,1,3780000,-,1948,Strata,06 to 10,1940,Nov-21
108,THE JADE,BUKIT BATOK CENTRAL LINK,Condominium,23,OCR,99 yrs lease commencing from 2001,Resale,1,1480000,-,1346,Strata,16 to 20,1100,Nov-21
109,CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1993,Resale,1,1188800,-,1152,Strata,01 to 05,1032,Nov-21
110,PALM GARDENS,HONG SAN WALK,Condominium,23,OCR,99 yrs lease commencing from 1996,Resale,1,990000,-,1206,Strata,11 to 15,821,Nov-21
111,ECO SANCTUARY,CHESTNUT AVENUE,Condominium,23,OCR,99 yrs lease commencing from 2012,Resale,1,860000,-,667,Strata,01 to 05,1289,Nov-21
112,NATURA@HILLVIEW,HILLVIEW TERRACE,Apartment,23,OCR,Freehold,Resale,1,1356888,-,1216,Strata,06 to 10,1116,Nov-21
113,LAKEVILLE,JURONG LAKE LINK,Condominium,22,OCR,99 yrs lease commencing from 2013,Resale,1,1005000,-,635,Strata,06 to 10,1582,Nov-21
114,J GATEWAY,GATEWAY DRIVE,Condominium,22,OCR,99 yrs lease commencing from 2012,Resale,1,880000,-,474,Strata,06 to 10,1858,Nov-21
115,PARC ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,566888,-,431,Strata,01 to 05,1317,Nov-21
116,FORESQUE RESIDENCES,PETIR ROAD,Condominium,23,OCR,99 yrs lease commencing from 2011,Resale,1,860000,-,667,Strata,21 to 25,1289,Nov-21
117,REGENT GROVE,CHOA CHU KANG NORTH 7,Condominium,23,OCR,99 yrs lease commencing from 1997,Resale,1,970000,-,1259,Strata,06 to 10,770,Nov-21
118,HILLVIEW REGENCY,BUKIT BATOK EAST AVENUE 2,Condominium,23,OCR,99 yrs lease commencing from 2000,Resale,1,1100000,-,1130,Strata,21 to 25,973,Nov-21
119,CLEMENTI PARK,SUNSET WAY,Condominium,21,OCR,Freehold,Resale,1,1780000,-,1421,Strata,01 to 05,1253,Nov-21
120,GRAND REGENCY,JALAN RAJAWALI,Apartment,21,RCR,Freehold,Resale,1,1150000,-,818,Strata,01 to 05,1406,Nov-21
121,CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1993,Resale,1,1540000,-,1410,Strata,06 to 10,1092,Nov-21
122,PARC OASIS,JURONG EAST AVENUE 1,Condominium,22,OCR,99 yrs lease commencing from 1991,Resale,1,1180000,-,1227,Strata,06 to 10,962,Nov-21
123,THE HILLIER,HILLVIEW RISE,Apartment,23,OCR,99 yrs lease commencing from 2011,Resale,1,1238000,-,840,Strata,16 to 20,1475,Nov-21
124,SIGNATURE PARK,TOH TUCK ROAD,Condominium,21,RCR,Freehold,Resale,1,2138000,-,1421,Strata,01 to 05,1505,Nov-21
125,MI CASA,CHOA CHU KANG AVENUE 3,Condominium,23,OCR,99 yrs lease commencing from 2008,Resale,1,1000000,-,1119,Strata,01 to 05,893,Nov-21
126,GUILIN VIEW,BUKIT BATOK STREET 52,Condominium,23,OCR,99 yrs lease commencing from 1996,Resale,1,801000,-,861,Strata,21 to 25,930,Nov-21
127,GUILIN VIEW,BUKIT BATOK STREET 52,Condominium,23,OCR,99 yrs lease commencing from 1996,Resale,1,1220000,-,1259,Strata,11 to 15,969,Nov-21
128,HILLVIEW GREEN,HUME AVENUE,Condominium,21,OCR,999 yrs lease commencing from 1883,Resale,1,1802000,-,1582,Strata,06 to 10,1139,Nov-21
129,GUILIN VIEW,BUKIT BATOK STREET 52,Condominium,23,OCR,99 yrs lease commencing from 1996,Resale,1,980000,-,1195,Strata,01 to 05,820,Nov-21
130,HAZEL PARK CONDOMINIUM,HAZEL PARK TERRACE,Condominium,23,OCR,999 yrs lease commencing from 1882,Resale,1,3590000,-,2874,Strata,16 to 20,1249,Nov-21
131,HILLION RESIDENCES,JELEBU ROAD,Apartment,23,OCR,99 yrs lease commencing from 2013,Resale,1,726888,-,474,Strata,06 to 10,1535,Nov-21
132,NORTHVALE,CHOA CHU KANG LOOP,Apartment,23,OCR,99 yrs lease commencing from 1995,Resale,1,1200000,-,1668,Strata,01 to 05,719,Nov-21
133,WOODHAVEN,WOODGROVE AVENUE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,1216000,-,1119,Strata,01 to 05,1086,Nov-21
134,CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1993,Resale,1,1565000,-,1410,Strata,11 to 15,1110,Nov-21
135,ECO SANCTUARY,CHESTNUT AVENUE,Condominium,23,OCR,99 yrs lease commencing from 2012,Resale,1,1000000,-,732,Strata,11 to 15,1366,Nov-21
136,LAKE GRANDE,JURONG LAKE LINK,Condominium,22,OCR,99 yrs lease commencing from 2015,Resale,1,850000,-,517,Strata,11 to 15,1645,Nov-21
137,THE CASCADIA,BUKIT TIMAH ROAD,Condominium,21,RCR,Freehold,Resale,1,2280000,-,1184,Strata,01 to 05,1926,Nov-21
138,MEADOWS @ PEIRCE,UPPER THOMSON ROAD,Condominium,26,OCR,Freehold,Resale,1,888000,-,635,Strata,06 to 10,1398,Nov-21
139,THE SKYWOODS,DAIRY FARM HEIGHTS,Condominium,23,OCR,99 yrs lease commencing from 2012,Resale,1,1600000,-,1195,Strata,01 to 05,1339,Nov-21
140,GUILIN VIEW,BUKIT BATOK STREET 52,Condominium,23,OCR,99 yrs lease commencing from 1996,Resale,1,1150000,-,1259,Strata,06 to 10,913,Nov-21
141,KINGSFORD . HILLVIEW PEAK,HILLVIEW RISE,Condominium,23,OCR,99 yrs lease commencing from 2012,Resale,1,1100000,-,850,Strata,06 to 10,1294,Nov-21
142,ROSEWOOD SUITES,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2008,Resale,1,640000,-,667,Strata,01 to 05,959,Nov-21
143,LAKEHOLMZ,CORPORATION ROAD,Condominium,22,OCR,99 yrs lease commencing from 2001,Resale,1,990000,-,1023,Strata,11 to 15,968,Nov-21
144,CLEMENTI PARK,SUNSET WAY,Condominium,21,OCR,Freehold,Resale,1,2841600,-,2368,Strata,01 to 05,1200,Nov-21
145,NICON GARDENS,CHOA CHU KANG ROAD,Condominium,23,OCR,99 yrs lease commencing from 1981,Resale,1,1200000,-,2013,Strata,-,596,Nov-21
146,J GATEWAY,GATEWAY DRIVE,Condominium,22,OCR,99 yrs lease commencing from 2012,Resale,1,880000,-,506,Strata,11 to 15,1739,Nov-21
147,HILLVIEW GREEN,HUME AVENUE,Condominium,21,OCR,999 yrs lease commencing from 1883,Resale,1,1160000,-,980,Strata,01 to 05,1184,Nov-21
148,PARC OASIS,JURONG EAST AVENUE 1,Condominium,22,OCR,99 yrs lease commencing from 1991,Resale,1,1420000,-,1378,Strata,11 to 15,1031,Nov-21
149,THE LAKESHORE,JURONG WEST STREET 41,Condominium,22,OCR,99 yrs lease commencing from 2002,Resale,1,1050000,-,861,Strata,06 to 10,1219,Nov-21
150,SIGNATURE PARK,TOH TUCK ROAD,Condominium,21,RCR,Freehold,Resale,1,2000000,-,1421,Strata,01 to 05,1408,Nov-21
151,CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1993,Resale,1,1180000,-,1216,Strata,01 to 05,970,Oct-21
152,HUME PARK II,HUME AVENUE,Condominium,21,OCR,Freehold,Resale,1,2005000,-,1356,Strata,06 to 10,1478,Oct-21
153,ECO SANCTUARY,CHESTNUT AVENUE,Condominium,23,OCR,99 yrs lease commencing from 2012,Resale,1,850000,-,667,Strata,01 to 05,1274,Oct-21
154,HILLTOP GROVE,HILLVIEW AVENUE,Condominium,23,OCR,99 yrs lease commencing from 1996,Resale,1,1180000,-,1238,Strata,06 to 10,953,Oct-21
155,THE HILLIER,HILLVIEW RISE,Apartment,23,OCR,99 yrs lease commencing from 2011,Resale,1,1310000,-,807,Strata,26 to 30,1623,Oct-21
156,THE LAKEFRONT RESIDENCES,LAKESIDE DRIVE,Condominium,22,OCR,99 yrs lease commencing from 2010,Resale,1,1330000,-,1023,Strata,01 to 05,1301,Oct-21
157,MAYSPRINGS,PETIR ROAD,Apartment,23,OCR,99 yrs lease commencing from 1994,Resale,1,1450000,-,1550,Strata,21 to 25,935,Oct-21
158,REGENT HEIGHTS,BUKIT BATOK EAST AVENUE 5,Condominium,23,OCR,99 yrs lease commencing from 1995,Resale,1,800000,-,1023,Strata,06 to 10,782,Oct-21
159,LAKE GRANDE,JURONG LAKE LINK,Condominium,22,OCR,99 yrs lease commencing from 2015,Resale,1,1340000,-,904,Strata,01 to 05,1482,Oct-21
160,THE BROOKS II,SPRINGSIDE GREEN,Apartment,26,OCR,Freehold,Resale,1,980000,-,710,Strata,01 to 05,1379,Oct-21
161,NATURA@HILLVIEW,HILLVIEW TERRACE,Apartment,23,OCR,Freehold,Resale,1,742000,-,538,Strata,06 to 10,1379,Oct-21
162,SIGNATURE PARK,TOH TUCK ROAD,Condominium,21,RCR,Freehold,Resale,1,1400000,-,1023,Strata,01 to 05,1369,Oct-21
163,ROOTS @ TRANSIT,TRANSIT ROAD,Apartment,26,OCR,99 yrs lease commencing from 2014,Resale,1,852800,-,667,Strata,01 to 05,1278,Oct-21
164,GLENDALE PARK,HILLVIEW AVENUE,Condominium,23,OCR,Freehold,Resale,1,1480000,-,1270,Strata,01 to 05,1165,Oct-21
165,PALM GARDENS,HONG SAN WALK,Condominium,23,OCR,99 yrs lease commencing from 1996,Resale,1,960000,-,1216,Strata,06 to 10,789,Oct-21
166,HILLINGTON GREEN,HILLVIEW AVENUE,Condominium,23,OCR,999 yrs lease commencing from 1883,Resale,1,1980000,-,1776,Strata,01 to 05,1115,Oct-21
167,BINJAI PARK,BINJAI PARK,Apartment,21,RCR,999 yrs lease commencing from 1875,Resale,1,1580000,-,1033,Strata,01 to 05,1529,Oct-21
168,NOTTINGHILL SUITES,TOH TUCK ROAD,Apartment,21,RCR,Freehold,Resale,1,630000,-,398,Strata,01 to 05,1582,Oct-21
