S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
464,THE HILLIER,HILLVIEW RISE,Apartment,23,OCR,99 yrs lease commencing from 2011,Resale,1,828000,-,624,Strata,06 to 10,1326,Sep-21
465,SHERWOOD TOWER,JALAN ANAK BUKIT,Apartment,21,RCR,99 yrs lease commencing from 1976,Resale,1,700000,-,657,Strata,06 to 10,1066,Sep-21
466,CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1993,Resale,1,900000,-,947,Strata,06 to 10,950,Sep-21
467,THE CREEK @ BUKIT,TOH TUCK ROAD,Condominium,21,RCR,Freehold,Resale,1,1500000,-,861,Strata,01 to 05,1742,Sep-21
468,LAKEVILLE,JURONG LAKE LINK,Condominium,22,OCR,99 yrs lease commencing from 2013,Resale,1,1030000,-,732,Strata,01 to 05,1407,Sep-21
469,MAPLE WOODS,BUKIT TIMAH ROAD,Condominium,21,RCR,Freehold,Resale,1,4318000,-,2551,Strata,06 to 10,1693,Sep-21
470,MEADOWS @ PEIRCE,UPPER THOMSON ROAD,Condominium,26,OCR,Freehold,Resale,1,3350000,-,2497,Strata,01 to 05,1341,Sep-21
471,ROSEWOOD SUITES,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2008,Resale,1,1030000,-,1259,Strata,01 to 05,818,Sep-21
472,PARC OASIS,JURONG EAST AVENUE 1,Condominium,22,OCR,99 yrs lease commencing from 1991,Resale,1,1360000,-,1378,Strata,11 to 15,987,Sep-21
473,HILLTOP GROVE,HILLVIEW AVENUE,Condominium,23,OCR,99 yrs lease commencing from 1996,Resale,1,1160000,-,1485,Strata,06 to 10,781,Sep-21
474,PARC ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,1100000,-,1270,Strata,01 to 05,866,Sep-21
475,PARC ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,542000,-,431,Strata,01 to 05,1259,Sep-21
476,NOTTINGHILL SUITES,TOH TUCK ROAD,Apartment,21,RCR,Freehold,Resale,1,848000,-,614,Strata,01 to 05,1382,Sep-21
477,HILLION RESIDENCES,JELEBU ROAD,Apartment,23,OCR,99 yrs lease commencing from 2013,Resale,1,720000,-,463,Strata,11 to 15,1556,Sep-21
478,HILLVIEW APARTMENTS,HILLVIEW AVENUE,Apartment,23,OCR,Freehold,Resale,1,1310000,-,1206,Strata,01 to 05,1087,Sep-21
479,THE LANAI,HILLVIEW AVENUE,Condominium,23,OCR,999 yrs lease commencing from 1885,Resale,1,1700000,-,1109,Strata,06 to 10,1533,Sep-21
480,SYMPHONY HEIGHTS,HUME AVENUE,Condominium,21,OCR,Freehold,Resale,1,1750000,-,1206,Strata,06 to 10,1452,Sep-21
481,HUME PARK I,HUME AVENUE,Condominium,21,OCR,Freehold,Resale,1,1720000,-,1270,Strata,01 to 05,1354,Sep-21
482,PARC PALAIS,HUME AVENUE,Condominium,21,OCR,Freehold,Resale,1,1810000,-,1389,Strata,01 to 05,1304,Sep-21
483,PARC OASIS,JURONG EAST AVENUE 1,Condominium,22,OCR,99 yrs lease commencing from 1991,Resale,1,1150000,-,1227,Strata,11 to 15,937,Sep-21
484,TREE HOUSE,CHESTNUT AVENUE,Condominium,23,OCR,99 yrs lease commencing from 2009,Resale,1,1455000,-,1163,Strata,16 to 20,1252,Sep-21
485,KINGSFORD . HILLVIEW PEAK,HILLVIEW RISE,Condominium,23,OCR,99 yrs lease commencing from 2012,Resale,1,1520000,-,1098,Strata,16 to 20,1384,Sep-21
486,ASTOR GREEN,PINE GROVE,Condominium,21,RCR,99 yrs lease commencing from 1991,Resale,1,1200000,-,1066,Strata,06 to 10,1126,Sep-21
487,FORESQUE RESIDENCES,PETIR ROAD,Condominium,23,OCR,99 yrs lease commencing from 2011,Resale,1,1388000,-,1130,Strata,11 to 15,1228,Sep-21
488,TREE HOUSE,CHESTNUT AVENUE,Condominium,23,OCR,99 yrs lease commencing from 2009,Resale,1,1880000,-,1561,Strata,16 to 20,1205,Sep-21
489,HUME PARK II,HUME AVENUE,Condominium,21,OCR,Freehold,Resale,1,1258000,-,958,Strata,01 to 05,1313,Sep-21
490,SIGNATURE PARK,TOH TUCK ROAD,Condominium,21,RCR,Freehold,Resale,1,1968000,-,1421,Strata,01 to 05,1385,Sep-21
491,CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1993,Resale,1,830000,-,947,Strata,01 to 05,876,Sep-21
492,SOUTHAVEN I,HINDHEDE WALK,Condominium,21,OCR,99 yrs lease commencing from 1994,Resale,1,1100000,-,1044,Strata,01 to 05,1054,Sep-21
493,REGENT HEIGHTS,BUKIT BATOK EAST AVENUE 5,Condominium,23,OCR,99 yrs lease commencing from 1995,Resale,1,780000,-,1023,Strata,11 to 15,763,Sep-21
494,THE TENNERY,WOODLANDS ROAD,Apartment,23,OCR,99 yrs lease commencing from 2010,Resale,1,715000,-,614,Strata,06 to 10,1165,Sep-21
495,CASABLANCA,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2001,Resale,1,775000,-,936,Strata,11 to 15,828,Sep-21
496,THE BROOKS I,SPRINGSIDE WALK,Apartment,26,OCR,Freehold,Resale,1,1338000,-,1066,Strata,01 to 05,1256,Sep-21
497,THE HILLFORD,JALAN JURONG KECHIL,Apartment,21,RCR,60 yrs lease commencing from 2013,Resale,1,480000,-,398,Strata,01 to 05,1205,Sep-21
498,THE TENNERY,WOODLANDS ROAD,Apartment,23,OCR,99 yrs lease commencing from 2010,Resale,1,705000,-,614,Strata,06 to 10,1149,Sep-21
499,THE WARREN,CHOA CHU KANG LOOP,Condominium,23,OCR,99 yrs lease commencing from 2001,Resale,1,930000,-,1044,Strata,06 to 10,891,Sep-21
500,GUILIN VIEW,BUKIT BATOK STREET 52,Condominium,23,OCR,99 yrs lease commencing from 1996,Resale,1,730000,-,861,Strata,16 to 20,848,Aug-21
501,HILLINGTON GREEN,HILLVIEW AVENUE,Condominium,23,OCR,999 yrs lease commencing from 1883,Resale,1,1800000,-,1356,Strata,06 to 10,1327,Aug-21
502,HILLINGTON GREEN,HILLVIEW AVENUE,Condominium,23,OCR,999 yrs lease commencing from 1883,Resale,1,1788888,-,1356,Strata,01 to 05,1319,Aug-21
503,HONG HENG MANSIONS,SEMBAWANG ROAD,Apartment,26,OCR,Freehold,Resale,1,1200000,-,1302,Strata,01 to 05,921,Aug-21
504,HILLVIEW REGENCY,BUKIT BATOK EAST AVENUE 2,Condominium,23,OCR,99 yrs lease commencing from 2000,Resale,1,1100000,-,1195,Strata,16 to 20,921,Aug-21
505,PARC ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,707000,-,743,Strata,01 to 05,952,Aug-21
506,FORESQUE RESIDENCES,PETIR ROAD,Condominium,23,OCR,99 yrs lease commencing from 2011,Resale,1,1368000,-,1130,Strata,11 to 15,1210,Aug-21
507,FORESQUE RESIDENCES,PETIR ROAD,Condominium,23,OCR,99 yrs lease commencing from 2011,Resale,1,1550000,-,1270,Strata,16 to 20,1220,Aug-21
508,SIGNATURE PARK,TOH TUCK ROAD,Condominium,21,RCR,Freehold,Resale,1,1288000,-,1055,Strata,01 to 05,1221,Aug-21
509,BULLION PARK,LENTOR LOOP,Condominium,26,OCR,Freehold,Resale,1,1580000,-,1259,Strata,06 to 10,1255,Aug-21
510,FORESQUE RESIDENCES,PETIR ROAD,Condominium,23,OCR,99 yrs lease commencing from 2011,Resale,1,825000,-,667,Strata,06 to 10,1236,Aug-21
511,MI CASA,CHOA CHU KANG AVENUE 3,Condominium,23,OCR,99 yrs lease commencing from 2008,Resale,1,1268000,-,1259,Strata,11 to 15,1007,Aug-21
512,LAKEHOLMZ,CORPORATION ROAD,Condominium,22,OCR,99 yrs lease commencing from 2001,Resale,1,1180000,-,1249,Strata,06 to 10,945,Aug-21
513,LAKEVILLE,JURONG LAKE LINK,Condominium,22,OCR,99 yrs lease commencing from 2013,Resale,1,930000,-,635,Strata,01 to 05,1464,Aug-21
514,LAKE GRANDE,JURONG LAKE LINK,Condominium,22,OCR,99 yrs lease commencing from 2015,Resale,1,835000,-,517,Strata,06 to 10,1616,Aug-21
515,GUILIN VIEW,BUKIT BATOK STREET 52,Condominium,23,OCR,99 yrs lease commencing from 1996,Resale,1,738000,-,861,Strata,11 to 15,857,Aug-21
516,THE CREEK @ BUKIT,TOH TUCK ROAD,Condominium,21,RCR,Freehold,Resale,1,1330000,-,743,Strata,01 to 05,1791,Aug-21
517,PALM GARDENS,HONG SAN WALK,Condominium,23,OCR,99 yrs lease commencing from 1996,Resale,1,900000,-,1206,Strata,11 to 15,747,Aug-21
518,CLEMENTI PARK,SUNSET WAY,Condominium,21,OCR,Freehold,Resale,1,2300000,-,1765,Strata,01 to 05,1303,Aug-21
519,PARC ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,670000,-,603,Strata,01 to 05,1112,Aug-21
520,PARC ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,855000,-,969,Strata,01 to 05,883,Aug-21
521,MAPLE WOODS,BUKIT TIMAH ROAD,Condominium,21,RCR,Freehold,Resale,1,2780000,-,1485,Strata,06 to 10,1872,Aug-21
522,PARC ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,1170000,-,1765,Strata,01 to 05,663,Aug-21
523,MAPLE WOODS,BUKIT TIMAH ROAD,Condominium,21,RCR,Freehold,Resale,1,3380000,-,1787,Strata,06 to 10,1892,Aug-21
524,THE MADEIRA,BUKIT BATOK STREET 31,Condominium,23,OCR,99 yrs lease commencing from 2000,Resale,1,1138000,-,1302,Strata,06 to 10,874,Aug-21
525,HILLVIEW HEIGHTS,HILLVIEW AVENUE,Condominium,23,OCR,Freehold,Resale,1,1350000,-,980,Strata,01 to 05,1378,Aug-21
526,SUMMERHILL,HUME AVENUE,Condominium,21,OCR,Freehold,Resale,1,1720000,-,1302,Strata,01 to 05,1321,Aug-21
527,HILLSTA,PHOENIX ROAD,Condominium,23,OCR,99 yrs lease commencing from 2011,Resale,1,633000,-,538,Strata,11 to 15,1176,Aug-21
528,HILLVIEW REGENCY,BUKIT BATOK EAST AVENUE 2,Condominium,23,OCR,99 yrs lease commencing from 2000,Resale,1,1160000,-,1109,Strata,21 to 25,1046,Aug-21
529,LAKEVILLE,JURONG LAKE LINK,Condominium,22,OCR,99 yrs lease commencing from 2013,Resale,1,2250000,-,1475,Strata,06 to 10,1526,Aug-21
530,THE SKYWOODS,DAIRY FARM HEIGHTS,Condominium,23,OCR,99 yrs lease commencing from 2012,Resale,1,730000,-,527,Strata,01 to 05,1384,Aug-21
531,FORESQUE RESIDENCES,PETIR ROAD,Condominium,23,OCR,99 yrs lease commencing from 2011,Resale,1,2700000,-,2486,Strata,21 to 25,1086,Aug-21
532,PARC ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,539888,-,431,Strata,01 to 05,1254,Aug-21
533,HILLSTA,PHOENIX ROAD,Condominium,23,OCR,99 yrs lease commencing from 2011,Resale,1,640000,-,538,Strata,06 to 10,1189,Aug-21
534,LAKEVILLE,JURONG LAKE LINK,Condominium,22,OCR,99 yrs lease commencing from 2013,Resale,1,985000,-,635,Strata,16 to 20,1551,Aug-21
535,THE LAKESHORE,JURONG WEST STREET 41,Condominium,22,OCR,99 yrs lease commencing from 2002,Resale,1,1280000,-,1152,Strata,16 to 20,1111,Aug-21
536,THE HILLIER,HILLVIEW RISE,Apartment,23,OCR,99 yrs lease commencing from 2011,Resale,1,1250000,-,818,Strata,11 to 15,1528,Aug-21
537,HILLVIEW GARDEN ESTATE,CHU LIN ROAD,Apartment,23,OCR,998 yrs lease commencing from 1885,Resale,1,1435000,-,1076,Strata,01 to 05,1333,Aug-21
538,THE TENNERY,WOODLANDS ROAD,Apartment,23,OCR,99 yrs lease commencing from 2010,Resale,1,690000,-,614,Strata,01 to 05,1125,Aug-21
539,SEASONS PARK,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1995,Resale,1,875000,-,1044,Strata,01 to 05,838,Aug-21
540,THE CASCADIA,BUKIT TIMAH ROAD,Condominium,21,RCR,Freehold,Resale,1,1650000,-,883,Strata,01 to 05,1869,Aug-21
541,PARC VISTA,CORPORATION ROAD,Condominium,22,OCR,99 yrs lease commencing from 1995,Resale,1,888888,-,1055,Strata,01 to 05,843,Aug-21
542,CASPIAN,LAKESIDE DRIVE,Condominium,22,OCR,99 yrs lease commencing from 2008,Resale,1,1228000,-,936,Strata,06 to 10,1311,Aug-21
543,HILLBROOKS,HILLVIEW AVENUE,Condominium,23,OCR,Freehold,Resale,1,1300000,-,1098,Strata,01 to 05,1184,Aug-21
544,HILLVIEW RESIDENCE,HILLVIEW AVENUE,Condominium,23,OCR,999 yrs lease commencing from 1885,Resale,1,1520000,-,1249,Strata,06 to 10,1217,Aug-21
545,REGENT HEIGHTS,BUKIT BATOK EAST AVENUE 5,Condominium,23,OCR,99 yrs lease commencing from 1995,Resale,1,833800,-,1023,Strata,11 to 15,815,Aug-21
546,CASPIAN,LAKESIDE DRIVE,Condominium,22,OCR,99 yrs lease commencing from 2008,Resale,1,625000,-,463,Strata,01 to 05,1350,Aug-21
547,CASPIAN,LAKESIDE DRIVE,Condominium,22,OCR,99 yrs lease commencing from 2008,Resale,1,1380000,-,1206,Strata,06 to 10,1145,Aug-21
548,HILLION RESIDENCES,JELEBU ROAD,Apartment,23,OCR,99 yrs lease commencing from 2013,Resale,1,690000,-,463,Strata,06 to 10,1491,Aug-21
549,HILLVIEW REGENCY,BUKIT BATOK EAST AVENUE 2,Condominium,23,OCR,99 yrs lease commencing from 2000,Resale,1,845000,-,1119,Strata,01 to 05,755,Aug-21
550,TREE HOUSE,CHESTNUT AVENUE,Condominium,23,OCR,99 yrs lease commencing from 2009,Resale,1,1510000,-,1249,Strata,16 to 20,1209,Aug-21
551,THE CREEK @ BUKIT,TOH TUCK ROAD,Condominium,21,RCR,Freehold,Resale,1,2430000,-,1604,Strata,01 to 05,1515,Aug-21
552,ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2000,Resale,1,780000,-,1012,Strata,06 to 10,771,Aug-21
553,THE HILLIER,HILLVIEW RISE,Apartment,23,OCR,99 yrs lease commencing from 2011,Resale,1,750000,-,506,Strata,21 to 25,1482,Aug-21
554,THE TENNERY,WOODLANDS ROAD,Apartment,23,OCR,99 yrs lease commencing from 2010,Resale,1,940000,-,861,Strata,06 to 10,1092,Aug-21
555,REGENT HEIGHTS,BUKIT BATOK EAST AVENUE 5,Condominium,23,OCR,99 yrs lease commencing from 1995,Resale,1,900000,-,1163,Strata,06 to 10,774,Aug-21
556,PARC OASIS,JURONG EAST AVENUE 1,Condominium,22,OCR,99 yrs lease commencing from 1991,Resale,1,1188888,-,1227,Strata,06 to 10,969,Aug-21
557,LAKEVILLE,JURONG LAKE LINK,Condominium,22,OCR,99 yrs lease commencing from 2013,Resale,1,1100000,-,764,Strata,06 to 10,1439,Aug-21
558,HILLVIEW REGENCY,BUKIT BATOK EAST AVENUE 2,Condominium,23,OCR,99 yrs lease commencing from 2000,Resale,1,1078000,-,1119,Strata,16 to 20,963,Aug-21
559,THE RAINTREE,BUKIT DRIVE,Condominium,21,OCR,99 yrs lease commencing from 2003,Resale,1,1620000,-,1335,Strata,01 to 05,1214,Aug-21
560,PARC ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,600000,-,549,Strata,01 to 05,1093,Aug-21
561,REGENT GROVE,CHOA CHU KANG NORTH 7,Condominium,23,OCR,99 yrs lease commencing from 1997,Resale,1,855000,-,1163,Strata,01 to 05,735,Aug-21
562,ROSEWOOD SUITES,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2008,Resale,1,1180000,-,1905,Strata,01 to 05,619,Aug-21
563,BULLION PARK,LENTOR LOOP,Condominium,26,OCR,Freehold,Resale,1,1030000,-,807,Strata,06 to 10,1276,Aug-21
564,MEADOWS @ PEIRCE,UPPER THOMSON ROAD,Condominium,26,OCR,Freehold,Resale,1,1982000,-,1518,Strata,01 to 05,1306,Aug-21
565,MEADOWS @ PEIRCE,UPPER THOMSON ROAD,Condominium,26,OCR,Freehold,Resale,1,2100000,-,1625,Strata,01 to 05,1292,Aug-21
566,SUITES DE LAUREL,JALAN ANAK BUKIT,Apartment,21,RCR,999 yrs lease commencing from 1884,Resale,1,780000,-,474,Strata,01 to 05,1647,Aug-21
567,GARDENVISTA,DUNEARN ROAD,Condominium,21,RCR,99 yrs lease commencing from 1999,Resale,1,1450000,-,1130,Strata,01 to 05,1283,Aug-21
568,KINGSFORD . HILLVIEW PEAK,HILLVIEW RISE,Condominium,23,OCR,99 yrs lease commencing from 2012,Resale,1,1000000,-,775,Strata,06 to 10,1290,Aug-21
569,CAVENDISH PARK,PINE GROVE,Condominium,21,RCR,99 yrs lease commencing from 1991,Resale,1,1700000,-,1313,Strata,06 to 10,1295,Aug-21
570,PINE GROVE,PINE GROVE,Condominium,21,RCR,99 yrs lease commencing from 1984,Resale,1,1650000,-,1668,Strata,16 to 20,989,Aug-21
571,THE MAYFAIR,JURONG EAST STREET 32,Condominium,22,OCR,99 yrs lease commencing from 1996,Resale,1,1038000,-,1163,Strata,01 to 05,893,Aug-21
572,THE LAKEFRONT RESIDENCES,LAKESIDE DRIVE,Condominium,22,OCR,99 yrs lease commencing from 2010,Resale,1,2038000,-,1938,Strata,01 to 05,1052,Aug-21
573,MAYSPRINGS,PETIR ROAD,Apartment,23,OCR,99 yrs lease commencing from 1994,Resale,1,813000,-,915,Strata,06 to 10,889,Aug-21
574,ECO SANCTUARY,CHESTNUT AVENUE,Condominium,23,OCR,99 yrs lease commencing from 2012,Resale,1,938000,-,700,Strata,16 to 20,1341,Aug-21
575,PINE GROVE,PINE GROVE,Condominium,21,RCR,99 yrs lease commencing from 1984,Resale,1,1710000,-,1701,Strata,16 to 20,1005,Aug-21
576,PARC ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,570000,-,431,Strata,01 to 05,1324,Aug-21
577,THE LINEAR,UPPER BUKIT TIMAH ROAD,Apartment,23,OCR,999 yrs lease commencing from 1876,Resale,1,1400000,-,1238,Strata,01 to 05,1131,Aug-21
578,THE MADEIRA,BUKIT BATOK STREET 31,Condominium,23,OCR,99 yrs lease commencing from 2000,Resale,1,918000,-,936,Strata,16 to 20,980,Aug-21
579,THE LAKESHORE,JURONG WEST STREET 41,Condominium,22,OCR,99 yrs lease commencing from 2002,Resale,1,1250000,-,1109,Strata,01 to 05,1127,Aug-21
580,J GATEWAY,GATEWAY DRIVE,Condominium,22,OCR,99 yrs lease commencing from 2012,Resale,1,898000,-,506,Strata,21 to 25,1775,Aug-21
581,SUMMERHILL,HUME AVENUE,Condominium,21,OCR,Freehold,Resale,1,2370000,-,1604,Strata,01 to 05,1478,Aug-21
582,GUILIN VIEW,BUKIT BATOK STREET 52,Condominium,23,OCR,99 yrs lease commencing from 1996,Resale,1,1168888,-,1259,Strata,26 to 30,928,Aug-21
583,J GATEWAY,GATEWAY DRIVE,Condominium,22,OCR,99 yrs lease commencing from 2012,Resale,1,1060000,-,603,Strata,06 to 10,1759,Aug-21
584,J GATEWAY,GATEWAY DRIVE,Condominium,22,OCR,99 yrs lease commencing from 2012,Resale,1,1150888,-,678,Strata,06 to 10,1697,Aug-21
585,PARKVIEW APARTMENTS,BUKIT BATOK STREET 25,Apartment,23,OCR,99 yrs lease commencing from 1994,Resale,1,750000,-,936,Strata,01 to 05,801,Aug-21
586,ROOTS @ TRANSIT,TRANSIT ROAD,Apartment,26,OCR,99 yrs lease commencing from 2014,Resale,1,800800,-,667,Strata,01 to 05,1200,Aug-21
587,LAKESIDE TOWER,YUAN CHING ROAD,Apartment,22,OCR,99 yrs lease commencing from 1975,Resale,1,1120000,-,1981,Strata,01 to 05,565,Aug-21
588,THE LAKESHORE,JURONG WEST STREET 41,Condominium,22,OCR,99 yrs lease commencing from 2002,Resale,1,1230000,-,1184,Strata,01 to 05,1039,Aug-21
589,TREE HOUSE,CHESTNUT AVENUE,Condominium,23,OCR,99 yrs lease commencing from 2009,Resale,1,1560000,-,1249,Strata,06 to 10,1249,Aug-21
590,PANDAN VALLEY,PANDAN VALLEY,Condominium,21,RCR,Freehold,Resale,1,2550000,-,1981,Strata,11 to 15,1288,Aug-21
591,ECO SANCTUARY,CHESTNUT AVENUE,Condominium,23,OCR,99 yrs lease commencing from 2012,Resale,1,1038000,-,775,Strata,16 to 20,1339,Aug-21
592,THE HILLFORD,JALAN JURONG KECHIL,Apartment,21,RCR,60 yrs lease commencing from 2013,Resale,1,500000,-,398,Strata,01 to 05,1255,Aug-21
593,J GATEWAY,GATEWAY DRIVE,Condominium,22,OCR,99 yrs lease commencing from 2012,Resale,1,1680000,-,947,Strata,16 to 20,1774,Aug-21
594,THE LAKESHORE,JURONG WEST STREET 41,Condominium,22,OCR,99 yrs lease commencing from 2002,Resale,1,1223000,-,1119,Strata,06 to 10,1092,Aug-21
595,CAVENDISH PARK,PINE GROVE,Condominium,21,RCR,99 yrs lease commencing from 1991,Resale,1,1530000,-,1227,Strata,01 to 05,1247,Aug-21
596,SOUTHAVEN I,HINDHEDE WALK,Condominium,21,OCR,99 yrs lease commencing from 1994,Resale,1,1108000,-,1098,Strata,06 to 10,1009,Aug-21
597,MERAWOODS,HILLVIEW AVENUE,Condominium,23,OCR,999 yrs lease commencing from 1885,Resale,1,1080000,-,1055,Strata,01 to 05,1024,Aug-21
598,KINGSFORD . HILLVIEW PEAK,HILLVIEW RISE,Condominium,23,OCR,99 yrs lease commencing from 2012,Resale,1,1660000,-,1399,Strata,21 to 25,1186,Aug-21
599,THE HILLIER,HILLVIEW RISE,Apartment,23,OCR,99 yrs lease commencing from 2011,Resale,1,960000,-,678,Strata,11 to 15,1416,Aug-21
600,ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2000,Resale,1,860000,-,1173,Strata,06 to 10,733,Aug-21
601,GUILIN VIEW,BUKIT BATOK STREET 52,Condominium,23,OCR,99 yrs lease commencing from 1996,Resale,1,1400000,-,1572,Strata,21 to 25,891,Aug-21
602,J GATEWAY,GATEWAY DRIVE,Condominium,22,OCR,99 yrs lease commencing from 2012,Resale,1,865000,-,495,Strata,06 to 10,1747,Aug-21
603,FOREST HILLS CONDOMINIUM,TRANSIT ROAD,Condominium,26,OCR,99 yrs lease commencing from 2000,Resale,1,1050000,-,1367,Strata,01 to 05,768,Aug-21
604,ROSEWOOD SUITES,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2008,Resale,1,899000,-,990,Strata,01 to 05,908,Aug-21
605,FREESIA WOODS,SUNSET WAY,Condominium,21,OCR,Freehold,Resale,1,2980000,-,2077,Strata,01 to 05,1434,Aug-21
606,CLEMENTI PARK,SUNSET WAY,Condominium,21,OCR,Freehold,Resale,1,2420000,-,1798,Strata,01 to 05,1346,Aug-21
607,FOREST HILLS CONDOMINIUM,TRANSIT ROAD,Condominium,26,OCR,99 yrs lease commencing from 2000,Resale,1,844888,-,1044,Strata,01 to 05,809,Aug-21
608,THE TENNERY,WOODLANDS ROAD,Apartment,23,OCR,99 yrs lease commencing from 2010,Resale,1,701000,-,614,Strata,01 to 05,1143,Aug-21
609,THE WOODGROVE,WOODGROVE DRIVE,Apartment,25,OCR,99 yrs lease commencing from 1996,Resale,1,675000,-,893,Strata,06 to 10,756,Aug-21
610,KAP RESIDENCES,KING ALBERT PARK,Apartment,21,RCR,Freehold,Resale,1,1380000,-,850,Strata,01 to 05,1623,Aug-21
611,FORESQUE RESIDENCES,PETIR ROAD,Condominium,23,OCR,99 yrs lease commencing from 2011,Resale,1,1524000,-,1270,Strata,11 to 15,1200,Aug-21
612,TREE HOUSE,CHESTNUT AVENUE,Condominium,23,OCR,99 yrs lease commencing from 2009,Resale,1,1500000,-,1249,Strata,01 to 05,1201,Aug-21
613,GLENDALE PARK,HILLVIEW AVENUE,Condominium,23,OCR,Freehold,Resale,1,1823888,-,1249,Strata,06 to 10,1461,Aug-21
614,PALM GARDENS,HONG SAN WALK,Condominium,23,OCR,99 yrs lease commencing from 1996,Resale,1,955000,-,1216,Strata,11 to 15,785,Aug-21
615,LE WOOD,HINDHEDE DRIVE,Condominium,21,OCR,99 yrs lease commencing from 1999,Resale,1,1180000,-,1270,Strata,01 to 05,929,Aug-21
616,ECO SANCTUARY,CHESTNUT AVENUE,Condominium,23,OCR,99 yrs lease commencing from 2012,Resale,1,1428000,-,990,Strata,21 to 25,1442,Aug-21
617,LAKEVILLE,JURONG LAKE LINK,Condominium,22,OCR,99 yrs lease commencing from 2013,Resale,1,975000,-,635,Strata,16 to 20,1535,Aug-21
618,PARC OASIS,JURONG EAST AVENUE 1,Condominium,22,OCR,99 yrs lease commencing from 1991,Resale,1,1120000,-,1227,Strata,01 to 05,913,Aug-21
619,HILLION RESIDENCES,JELEBU ROAD,Apartment,23,OCR,99 yrs lease commencing from 2013,Resale,1,1060000,-,710,Strata,11 to 15,1492,Aug-21
620,PARKVIEW APARTMENTS,BUKIT BATOK STREET 25,Apartment,23,OCR,99 yrs lease commencing from 1994,Resale,1,880000,-,1119,Strata,01 to 05,786,Aug-21
621,THE HILLIER,HILLVIEW RISE,Apartment,23,OCR,99 yrs lease commencing from 2011,Resale,1,745000,-,517,Strata,16 to 20,1442,Aug-21
622,THE LINEAR,UPPER BUKIT TIMAH ROAD,Apartment,23,OCR,999 yrs lease commencing from 1876,Resale,1,1400000,-,1238,Strata,01 to 05,1131,Aug-21
623,SEASONS PARK,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1995,Resale,1,1238800,-,1292,Strata,01 to 05,959,Aug-21
624,PARC OASIS,JURONG EAST AVENUE 1,Condominium,22,OCR,99 yrs lease commencing from 1991,Resale,1,1280000,-,1378,Strata,01 to 05,929,Aug-21
625,SUMMERHILL,HUME AVENUE,Condominium,21,OCR,Freehold,Resale,1,1650000,-,1302,Strata,01 to 05,1267,Aug-21
626,THE JADE,BUKIT BATOK CENTRAL LINK,Condominium,23,OCR,99 yrs lease commencing from 2001,Resale,1,1450000,-,1335,Strata,16 to 20,1086,Aug-21
627,THE CENTRIS,JURONG WEST CENTRAL 3,Apartment,22,OCR,99 yrs lease commencing from 2006,Resale,1,1720000,-,1507,Strata,06 to 10,1141,Aug-21
628,HILLTOP GROVE,HILLVIEW AVENUE,Condominium,23,OCR,99 yrs lease commencing from 1996,Resale,1,1538000,-,1647,Strata,06 to 10,934,Aug-21
629,LAKEVILLE,JURONG LAKE LINK,Condominium,22,OCR,99 yrs lease commencing from 2013,Resale,1,1400000,-,947,Strata,06 to 10,1478,Aug-21
630,PARC ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,530000,-,431,Strata,01 to 05,1231,Aug-21
631,LAKE GRANDE,JURONG LAKE LINK,Condominium,22,OCR,99 yrs lease commencing from 2015,Resale,1,760000,-,474,Strata,06 to 10,1605,Aug-21
